like1,parT,chain
1.1858268,504.02063,0.0
1.1430929,451.4904,0.0
1.4112475,1820.4799,0.0
1.4162909,2124.3833,0.0
1.4141698,1975.6913,0.0
1.3753277,1201.9166,0.0
1.3863467,1308.7318,0.0
1.1377378,445.4937,0.0
1.1240132,430.63193,0.0
1.2050464,534.5787,0.0
0.545914,166.47234,0.0
1.3930773,1388.6594,0.0
1.3379533,946.34,1.0
0.93289316,305.1007,2.0
0.7530458,235.78651,3.0
0.9804302,326.68515,1.0
0.7070287,222.73837,2.0
0.6273631,118.79159,3.0
1.1216455,428.14203,1.0
1.1045307,410.79034,2.0
1.0857021,393.43866,3.0
1.3252274,880.1111,1.0
1.4144988,1996.3906,2.0
1.3967798,1438.2509,3.0
0.87337,279.9555,1.0
0.7087162,223.21391,2.0
0.6861982,109.73075,3.0
0.8340446,264.79095,1.0
0.6041816,191.79128,2.0
0.5363667,155.29143,3.0
1.0025849,337.11438,1.0
0.6965806,108.362366,2.0
0.5446085,165.55037,3.0
1.2457049,614.3417,1.0
1.227454,576.1908,2.0
1.322465,867.0403,3.0
0.63187516,200.85211,1.0
0.56883204,178.07178,2.0
0.54622257,166.68161,3.0
0.55764854,136.95636,1.0
1.2090353,541.6482,2.0
0.5366731,151.25337,3.0
0.63276714,201.12943,1.0
1.2801262,701.5231,2.0
1.2626036,654.0698,3.0
1.0745288,383.99106,1.0
0.788086,247.62077,2.0
0.67513716,111.25051,3.0
0.5433832,143.90126,1.0
0.61592174,195.76102,2.0
0.5374565,149.59634,3.0
0.55454266,171.52232,1.0
0.53984106,161.38785,2.0
0.53665036,156.3206,3.0
0.577251,129.97131,1.0
1.0840493,392.02057,2.0
0.53880227,147.76083,3.0
0.5532105,138.86142,1.0
1.1850251,502.95087,2.0
0.5363035,152.66689,3.0
0.53647244,155.73741,1.0
0.5362207,154.20215,2.0
0.53622067,153.43451,3.0
0.5365799,151.52614,1.0
0.85228574,271.77335,2.0
0.6679403,211.64973,3.0
0.53942627,147.09084,1.0
0.5365244,151.70572,2.0
0.53621256,154.01317,3.0
1.0359571,354.06027,1.0
0.5379169,158.86285,2.0
0.53632194,155.0581,3.0
0.5362928,152.7349,1.0
0.5601276,174.24796,2.0
0.53622425,153.37402,3.0
0.53634125,155.1633,1.0
0.53622717,154.2989,2.0
0.58056533,182.97432,3.0
0.5362743,152.86414,1.0
0.536216,153.53314,2.0
0.53621024,153.86765,3.0
0.53624123,153.15573,1.0
0.5362159,154.10692,2.0
0.80142325,252.52063,3.0
