like1,parT,chain
0.5294694,510.0271,0.0
0.5642664,660.6271,0.0
1.1336781,1733.0067,0.0
0.89561355,1086.6218,0.0
1.1138909,1633.6543,0.0
1.1629616,1918.4233,0.0
0.8932879,1082.5498,0.0
0.5941595,693.1051,0.0
0.9915845,260.33658,0.0
0.905221,405.45135,0.0
1.1802257,347.84995,0.0
1.104211,1591.3555,0.0
0.69144136,798.3245,1.0
0.9653941,1215.9894,2.0
0.55866057,654.1758,3.0
0.78411794,915.8028,1.0
0.68293846,788.2149,2.0
0.5117806,533.03925,3.0
0.91752326,1125.8737,1.0
0.77947974,909.4894,2.0
1.0514435,1413.9563,3.0
0.51193666,573.744,1.0
0.8820669,64.9383,2.0
0.9065628,60.69912,3.0
0.51845163,596.8331,1.0
0.77720153,906.41125,2.0
0.50969166,564.93616,3.0
0.54176086,633.42456,1.0
0.52521586,514.0635,2.0
0.5083893,543.90375,3.0
0.64482844,110.56483,1.0
0.8909489,63.413036,2.0
0.48394662,157.71661,3.0
0.65593904,204.27454,1.0
0.54608,132.48683,2.0
1.1732036,2001.8553,3.0
0.55490834,491.5272,1.0
1.1340479,1735.0247,2.0
0.5392994,134.14072,3.0
0.62952566,113.64297,1.0
1.1613784,1906.6525,2.0
0.5125074,577.7804,3.0
0.49561027,147.36804,1.0
0.50585425,143.25447,2.0
0.4886465,151.48163,3.0
0.51710963,593.6075,1.0
0.50925565,563.32336,2.0
0.5078716,548.1813,3.0
0.51447,585.8993,1.0
0.6433384,744.174,2.0
0.79866856,424.9278,3.0
0.73734874,217.68745,1.0
0.5121167,532.3267,2.0
0.50790215,547.8251,3.0
1.1327779,1728.1118,1.0
0.7998734,937.7399,2.0
0.50864273,542.55396,3.0
0.51064575,535.72644,1.0
1.1310836,1719.0232,2.0
0.5086416,560.63617,3.0
