like1,parT,chain
0.5246368,202.95396,0.0
1.4589887,1890.445,0.0
1.4589947,1925.1993,0.0
1.4590079,2008.6667,0.0
1.4577457,878.2923,0.0
1.133335,345.83078,0.0
1.4590144,2055.9739,0.0
1.076363,321.17764,0.0
1.4589748,1817.5045,0.0
1.4590012,1964.3245,0.0
1.4589806,1846.8394,0.0
1.458951,1696.8881,0.0
1.1777719,371.73434,1.0
0.96740234,288.18176,2.0
0.5339855,204.62918,3.0
1.458878,1419.4514,1.0
1.4575882,870.3145,2.0
1.4461762,705.25037,3.0
0.59427965,215.21019,1.0
1.4589721,1804.0354,2.0
1.4589665,1776.9176,3.0
1.4589831,1859.707,1.0
1.444971,695.7815,2.0
1.3655535,513.2706,3.0
0.84164,262.0658,1.0
1.3319683,483.65808,2.0
1.1793938,372.86194,3.0
0.9054013,275.22998,1.0
0.4223165,134.02838,2.0
0.3658671,169.32878,3.0
1.1664908,364.24042,1.0
0.97376937,289.7253,2.0
0.38745093,140.69508,3.0
1.2351081,413.80807,1.0
1.4588977,1486.6375,2.0
0.35186023,162.55545,3.0
0.96627456,287.90796,1.0
0.49716818,122.15695,2.0
0.38008183,142.3562,3.0
0.4887161,123.44737,1.0
0.3653709,146.38808,2.0
0.34853825,157.85843,3.0
0.5159204,201.38045,1.0
0.37078813,171.03777,2.0
0.34876704,155.86642,3.0
1.4589993,1952.8075,1.0
1.4576671,874.2458,2.0
0.5706522,211.10507,3.0
0.6757783,229.47285,1.0
0.35472953,164.44809,2.0
0.35360354,151.26877,3.0
1.3605456,508.301,1.0
0.36599714,169.37663,2.0
1.1195459,338.8388,3.0
0.3600083,148.29192,1.0
0.3489692,155.42369,2.0
0.3488891,158.98958,3.0
0.39918903,178.74658,1.0
0.35187548,162.56732,2.0
0.34958687,154.4777,3.0
0.34866157,156.16806,1.0
0.34850112,157.01324,2.0
0.47271794,193.66565,3.0
0.348991,159.21687,1.0
0.3485017,157.54164,2.0
0.34853682,156.70404,3.0
0.34913385,155.12917,1.0
0.34849805,157.05937,2.0
1.4588662,1385.9865,3.0
0.35166383,162.40016,1.0
1.4584091,943.63806,2.0
0.34885412,158.91193,3.0
0.34849665,157.4589,1.0
0.3856089,175.3625,2.0
0.3484918,157.25914,3.0
0.34855628,157.96259,1.0
0.34849826,157.48792,2.0
0.34849185,157.25058,3.0
0.34868512,156.09372,1.0
0.34852073,156.81769,2.0
0.34849295,157.17967,3.0
0.34856042,157.98439,1.0
0.3484925,157.34421,2.0
1.4588594,1368.3558,3.0
0.34849283,157.35902,1.0
0.34849197,157.30908,2.0
0.3484918,157.2841,3.0
0.3484931,157.36925,1.0
0.7710547,248.10403,2.0
0.348492,157.30992,3.0
0.34849393,157.14677,1.0
0.34849188,157.24548,2.0
1.2582319,430.00748,3.0
0.34851164,157.6553,1.0
0.34849474,157.41748,2.0
0.34849188,157.29857,3.0
