like1,parT,chain
1.9481652,1419.2605,0.0
1.8693916,430.5265,0.0
1.9481709,1400.3251,0.0
1.9481326,958.7012,0.0
1.7004088,294.31607,0.0
1.9472735,740.0907,0.0
0.88766056,69.16696,0.0
1.9442514,631.03577,0.0
1.9479223,2166.8223,0.0
1.948132,1522.3999,0.0
1.948115,1572.5394,0.0
1.9481096,1588.5896,0.0
1.8514771,404.6288,1.0
1.5201644,236.89789,2.0
1.0718436,153.03242,3.0
1.9480966,1626.6598,1.0
1.94796,2042.519,2.0
1.8378183,389.02704,3.0
1.9480522,1757.9188,1.0
1.947939,859.2699,2.0
0.95535916,129.95018,3.0
1.9480566,1744.7538,1.0
1.9479996,1916.9681,2.0
0.9694286,133.06683,3.0
1.234719,181.74152,1.0
0.94895625,23.099655,2.0
1.8759507,441.18478,3.0
1.9482005,1286.0444,1.0
1.9314845,563.1331,2.0
1.7455775,314.17383,3.0
1.9438158,625.2997,1.0
1.5146768,235.75331,2.0
1.0000265,30.38036,3.0
1.8406957,392.0341,1.0
1.6480672,272.53326,2.0
0.92662454,59.755306,3.0
0.8626339,101.1169,1.0
0.85417515,85.14193,2.0
0.853854,93.12942,3.0
1.4891758,230.45343,1.0
0.85282815,89.13026,2.0
0.9090954,118.5052,3.0
0.85293055,88.06604,1.0
0.94702864,55.582848,2.0
0.9167144,120.54923,3.0
1.3420422,201.24171,1.0
0.93194,58.65863,2.0
0.8545999,94.3044,3.0
0.85322887,91.71733,1.0
0.8529135,90.42379,2.0
0.85285115,89.77702,3.0
1.4207062,216.33951,1.0
0.86643517,103.28562,2.0
0.8557127,95.675835,3.0
0.90087986,65.709595,1.0
0.86102945,79.41951,2.0
1.6103473,260.30215,3.0
0.8864763,111.62524,1.0
0.8586717,98.38358,2.0
0.85324436,91.76276,3.0
0.8530557,91.12984,1.0
0.852877,90.13004,2.0
1.0729653,153.23477,3.0
0.85307163,87.45947,1.0
0.85285527,88.61825,2.0
0.8528277,89.19763,3.0
1.213941,177.98898,1.0
0.85328263,91.87093,2.0
0.8528627,89.96849,3.0
0.85388994,85.59113,1.0
1.7637793,324.36212,2.0
1.611589,260.6902,3.0
