like1,parT,chain
179.6458,850.1808,0.0
181.34883,1813.6804,0.0
179.08885,760.0958,0.0
153.899,223.86139,0.0
181.38986,1908.5607,0.0
181.36479,1847.9728,0.0
181.4576,2118.725,0.0
121.78364,125.911316,0.0
160.90732,266.02792,0.0
181.42758,2016.2535,0.0
181.27058,1672.9058,0.0
181.42058,1994.4362,0.0
148.79399,200.1242,1.0
57.948082,51.69842,2.0
95.85448,88.80487,3.0
180.06824,948.38354,1.0
177.27914,586.1225,2.0
172.45796,404.99194,3.0
180.96063,1339.7563,1.0
178.24062,663.25916,2.0
174.66112,464.64352,3.0
180.78773,1227.5109,1.0
164.41107,292.6808,2.0
169.9756,357.7674,3.0
141.11044,172.1896,1.0
180.38914,1047.8606,2.0
113.38946,111.944016,3.0
86.87034,79.04153,1.0
153.78874,223.28613,2.0
135.55176,156.0455,3.0
47.78317,42.730846,1.0
125.70267,133.29611,2.0
95.143814,88.01348,3.0
162.89471,280.42532,1.0
158.73613,251.63051,2.0
156.34262,237.23308,3.0
73.49641,65.76786,1.0
21.178661,19.693834,2.0
34.589775,31.21234,3.0
89.477646,81.82122,1.0
161.92384,273.23236,2.0
23.386713,21.575626,3.0
116.9183,117.54351,1.0
45.286373,40.539543,2.0
66.96674,59.790535,3.0
137.90921,162.62328,1.0
13.77747,13.403681,2.0
56.840263,50.70858,3.0
29.69338,26.971611,1.0
21.7584,20.187647,2.0
17.771988,16.795664,3.0
39.17741,35.201206,1.0
30.244253,27.447521,2.0
12.052777,11.940147,3.0
40.825157,36.637024,1.0
176.159,523.3696,2.0
162.83902,280.00333,3.0
50.934402,45.50144,1.0
17.922094,16.923243,2.0
26.305897,24.067791,3.0
126.869484,135.66217,1.0
16.620136,15.816991,2.0
14.337039,13.87857,3.0
18.588364,17.489655,1.0
16.18412,15.446668,2.0
11.370008,11.360695,3.0
134.0428,152.03555,1.0
95.17819,88.051674,2.0
62.816223,56.059734,3.0
29.471666,26.780134,1.0
23.710363,21.851688,2.0
12.117176,11.994798,3.0
38.91093,34.96915,1.0
12.853514,12.619632,2.0
9.887349,10.101757,3.0
84.17667,76.22891,1.0
14.913554,14.367906,2.0
13.483275,13.154027,3.0
15.020891,14.459021,1.0
99.39443,92.895836,2.0
13.569161,13.226909,3.0
11.498202,11.4695,1.0
8.31014,8.760433,2.0
9.902898,10.114966,3.0
