like1,parT,chain
1.8311241,775.04407,0.0
1.8420097,789.04376,0.0
2.1666632,1888.6672,0.0
1.1333164,361.25525,0.0
1.1454376,364.71115,0.0
1.987156,1019.23553,0.0
2.1577992,1808.4458,0.0
2.1527283,1766.4426,0.0
2.071056,1297.3782,0.0
1.7895335,724.2035,0.0
2.1830447,2068.1284,0.0
2.0432532,1190.9407,0.0
1.6421236,575.14954,1.0
1.6939816,622.49225,2.0
1.5839386,527.80676,3.0
1.891459,856.8706,1.0
1.6816746,610.7909,2.0
0.3262686,118.63144,3.0
0.72885865,257.46634,1.0
2.0732267,1306.4354,2.0
0.29286757,141.97165,3.0
0.7072345,252.70996,1.0
2.061313,1258.1268,2.0
0.875375,291.96124,3.0
0.54255724,216.96646,1.0
1.253798,396.05798,2.0
0.38012922,179.46906,3.0
0.6487522,239.94334,1.0
0.37942266,179.2874,2.0
1.4227141,451.74545,3.0
0.29271805,140.70877,1.0
1.562389,513.877,2.0
0.8882459,295.21408,3.0
1.2420771,392.63654,1.0
0.31604534,122.29615,2.0
0.42239437,189.88126,3.0
0.31696495,159.99808,1.0
0.2992402,150.35342,2.0
0.29897407,131.06412,3.0
0.31868148,160.72035,1.0
0.8208653,278.38916,2.0
0.31374153,123.22295,3.0
0.9870867,320.81335,1.0
0.7192356,255.3473,2.0
0.30856904,156.0887,3.0
0.4049224,185.6707,1.0
0.30175766,152.15108,2.0
1.9594163,963.53864,3.0
0.29694715,148.39874,1.0
0.2966384,133.0188,2.0
0.29363185,136.86378,3.0
0.29709607,132.5973,1.0
0.29343042,137.28448,2.0
0.29276547,139.62807,3.0
0.504901,208.75511,1.0
0.29274407,139.83208,2.0
0.2971614,148.60002,3.0
0.29453465,135.39125,1.0
0.29345745,143.77116,2.0
0.29277122,139.5812,3.0
