like1,parT,chain
0.85777277,2068.581,0.0
0.7526605,913.93463,0.0
0.8228736,1404.7554,0.0
0.841729,1652.1958,0.0
0.7715269,1012.7319,0.0
0.50471526,463.61215,0.0
0.76348406,968.96423,0.0
0.78507197,1094.2029,0.0
0.85440195,1951.5065,0.0
0.8010727,1206.9257,0.0
0.83175635,1508.9226,0.0
0.58162427,555.5621,0.0
0.69206405,738.172,1.0
0.61547387,600.8921,2.0
0.5091859,326.3322,3.0
0.5658661,536.20996,1.0
0.5496459,516.85785,2.0
0.7249022,815.2064,3.0
0.628751,620.94354,1.0
0.50701016,327.95242,2.0
0.8106682,1286.225,3.0
0.56334126,533.17316,1.0
0.69788474,751.06866,2.0
0.52534604,315.2776,3.0
0.47096685,410.36642,1.0
0.6402559,639.4093,2.0
0.4783377,357.1207,3.0
0.7063303,770.36554,1.0
0.48153505,430.56277,2.0
0.46807253,379.2576,3.0
0.7732691,1022.56635,1.0
0.4819618,431.2711,2.0
0.7330128,835.79675,3.0
0.76482725,976.105,1.0
0.46672836,385.42865,2.0
0.49859893,455.5797,3.0
0.4699652,407.99573,1.0
0.46610954,396.7122,2.0
0.46595514,391.0704,3.0
0.46888354,405.26434,1.0
0.60617113,587.81494,2.0
0.4658447,392.261,3.0
0.47331592,365.15314,1.0
0.46635875,387.75977,2.0
0.6301116,623.0816,3.0
0.46633756,387.90918,1.0
0.65627825,666.61285,2.0
0.47491938,418.69766,3.0
0.5248238,487.78735,1.0
0.4661162,396.76218,2.0
0.46584848,394.51157,3.0
0.53626686,501.1696,1.0
0.46800897,402.88324,2.0
0.4661451,396.97684,3.0
0.46718016,383.05795,1.0
0.4660841,389.88507,2.0
0.46576306,393.2986,3.0
0.46815902,403.3034,1.0
0.56482667,534.9581,2.0
0.46597025,395.6063,3.0
0.46596324,390.99097,1.0
0.46585461,392.14478,2.0
0.46584237,394.45245,3.0
0.4658616,394.6369,1.0
0.49299198,447.90323,2.0
0.4657523,393.44894,3.0
0.46586317,392.04633,1.0
0.5046302,463.50223,2.0
0.4657645,393.27896,3.0
0.4658201,394.23166,1.0
0.54827386,515.23987,2.0
0.4658125,392.65103,3.0
