like1,parT,chain
1.7588718,1515.571,0.0
1.7589514,780.41266,0.0
1.6937691,85.75305,0.0
1.7588623,1769.6632,0.0
1.474749,53.773865,0.0
1.758851,2184.9963,0.0
1.7588897,1210.883,0.0
1.7590333,514.5562,0.0
1.7589058,1032.6957,0.0
1.7589422,822.2193,0.0
1.7588767,1410.3986,0.0
1.7589353,856.2126,0.0
1.7588513,2174.9294,1.0
1.759102,380.64694,2.0
1.758852,2143.5652,3.0
1.7588556,1998.5779,1.0
1.7588621,1772.3639,2.0
1.7588522,2134.3293,3.0
1.7588646,1697.9396,1.0
1.7588594,1858.8436,2.0
1.758855,2021.9199,3.0
1.758877,1401.1794,1.0
1.7588521,2138.147,2.0
1.7588568,1953.9052,3.0
1.7588567,1955.2555,1.0
1.7589042,1047.2314,2.0
1.7589234,920.3863,3.0
1.7589127,985.25146,1.0
1.7588758,1425.6431,2.0
1.7588537,2070.8735,3.0
1.758853,2103.458,1.0
1.758852,2144.227,2.0
1.7588956,1138.6893,3.0
1.7588543,2048.735,1.0
1.7588531,2096.1501,2.0
1.7588525,2119.8577,3.0
1.7588667,1641.1273,1.0
1.758857,1944.2782,2.0
1.7588614,1792.7028,3.0
1.7589328,868.985,1.0
1.7589321,872.7938,2.0
1.7589314,876.60266,3.0
1.7588524,2127.9348,1.0
1.7588516,2156.4656,2.0
1.7588521,2139.7969,3.0
1.7588638,1722.4006,1.0
1.7589145,974.2192,2.0
1.7588799,1348.3099,3.0
