like1,parT,chain
0.76286733,1548.4513,0.0
0.54559594,1007.56256,0.0
1.2439476,34.52764,0.0
0.86860615,2010.081,0.0
0.5857108,1095.9531,0.0
0.7412904,1479.1384,0.0
0.7952564,1670.6061,0.0
0.8738478,2039.4773,0.0
0.8241,654.7747,0.0
0.716475,1404.6262,0.0
0.33017448,331.08206,0.0
0.3342095,221.3805,0.0
0.52481866,867.8542,1.0
0.5209207,930.7893,2.0
0.55779815,817.88885,3.0
0.22342035,263.12332,1.0
0.26330677,304.86612,2.0
0.22586177,283.99472,3.0
0.6673018,1278.007,1.0
0.60680526,1142.7847,2.0
0.5233612,872.3404,3.0
0.7090153,1383.2797,1.0
0.56900495,808.6267,2.0
0.5253259,952.2899,3.0
0.655029,1249.8052,1.0
0.4851656,378.94632,2.0
0.3022811,321.03482,3.0
0.7669856,1563.3359,1.0
0.5198476,923.6653,2.0
0.6379987,768.3891,3.0
0.5369296,986.8675,1.0
0.75796396,1531.8474,2.0
0.5210393,931.4647,3.0
0.77226853,1582.7257,1.0
0.63091636,1195.6763,2.0
0.52182853,936.0541,3.0
0.8929196,566.1128,1.0
0.8602374,1964.57,2.0
0.7899887,1649.9109,3.0
0.5843476,1092.9296,1.0
0.2515895,299.51926,2.0
0.21988098,268.47018,3.0
0.80075747,1692.5732,1.0
0.79101574,1653.9169,2.0
0.67574847,1297.7526,3.0
0.3947899,351.87518,1.0
0.6270403,773.7757,2.0
0.27609545,310.28897,3.0
0.24215952,294.7525,1.0
0.22343625,281.61133,2.0
0.21946737,275.04077,3.0
0.2466779,297.1027,1.0
0.22216925,280.113,2.0
0.21912411,271.61816,3.0
0.4890906,184.7455,1.0
0.28818133,234.37012,2.0
0.22793198,259.1824,3.0
0.857445,1949.837,1.0
0.5286794,963.6279,2.0
0.86656374,1998.8087,3.0
0.63329345,1200.945,1.0
0.22062738,277.80643,2.0
0.21938173,274.7123,3.0
0.22050166,267.11157,1.0
0.2191801,271.07617,2.0
0.21912113,273.05847,3.0
0.23302835,289.37958,1.0
0.22131094,278.92487,2.0
0.2191872,273.69754,3.0
0.87206304,2029.3925,1.0
0.5989143,788.9328,2.0
0.5218861,936.4022,3.0
0.21914257,271.40463,1.0
0.807257,117.23672,2.0
0.64000976,425.57254,3.0
0.21939506,274.76614,1.0
0.21913165,273.19214,2.0
0.2190974,272.40515,3.0
0.21963833,275.59457,1.0
0.21914487,273.3354,2.0
0.7760577,1596.7903,3.0
0.8095727,1728.5814,1.0
0.22090538,278.2851,2.0
0.6874443,1326.5839,3.0
0.21913582,271.4749,1.0
0.21910581,271.94003,2.0
0.21909899,272.1726,3.0
0.21910147,272.06732,1.0
0.2190995,272.5629,2.0
0.21909736,272.3151,3.0
0.2191016,272.65784,1.0
0.2190997,272.138,2.0
0.21909736,272.39792,3.0
0.21941498,274.84485,1.0
0.7009112,1360.9312,2.0
0.5577991,817.888,3.0
0.32413334,224.05818,1.0
0.21909767,272.439,2.0
0.30175024,320.81982,3.0
0.21909767,272.26797,1.0
0.38526845,348.92026,2.0
0.21909729,272.33295,3.0
0.2767934,238.01285,1.0
0.21910729,271.9049,2.0
0.21909934,272.15503,3.0
0.7028946,444.7256,1.0
0.42053175,359.78522,2.0
0.21916366,273.50873,3.0
