like1,parT,chain
2.4482756,2132.4292,0.0
2.44803,2030.9645,0.0
2.4367874,906.1395,0.0
2.446297,1587.7797,0.0
2.2642062,278.73788,0.0
2.0882506,182.09752,0.0
2.432639,819.0098,0.0
2.44361,1258.8815,0.0
2.4475572,1876.1752,0.0
2.4467032,1666.4861,0.0
2.441792,1122.1516,0.0
2.3596811,410.3152,0.0
2.400446,544.1185,1.0
2.394543,517.68115,2.0
2.3262656,349.88934,3.0
2.3375823,368.12808,1.0
2.109258,189.34766,2.0
1.6490965,99.95745,3.0
2.433494,834.5983,1.0
2.4136715,622.4568,2.0
2.441994,1135.5045,3.0
1.1863245,50.239918,1.0
2.4451437,1413.5432,2.0
2.1881998,224.4764,3.0
1.9043981,137.35815,1.0
2.3443077,379.90747,2.0
2.2402155,258.6328,3.0
2.188994,224.9234,1.0
2.0206172,162.44041,2.0
1.0946409,37.474472,3.0
2.2827983,296.20636,1.0
1.3565822,67.988686,2.0
1.1085299,40.317966,3.0
2.3367622,366.7331,1.0
2.2997887,314.61975,2.0
1.3194622,64.07558,3.0
2.0239902,163.31075,1.0
1.7695101,115.64971,2.0
1.210943,52.73158,3.0
1.377139,70.13771,1.0
0.29071853,10.498226,2.0
1.0259243,25.408096,3.0
1.5987635,93.79904,1.0
1.3954778,72.01948,2.0
2.1698103,214.72586,3.0
2.4180508,655.74963,1.0
1.844385,126.711624,2.0
1.6120034,95.3936,3.0
1.5138212,84.19064,1.0
1.0696913,31.614902,2.0
0.95778555,21.056564,3.0
1.1375669,44.741837,1.0
1.0841511,35.074966,2.0
0.74149406,15.741226,3.0
2.1789339,219.37628,1.0
1.2304306,54.746975,2.0
0.934568,20.201971,3.0
2.3418746,375.57162,1.0
1.4033421,72.81676,2.0
1.0465742,27.663078,3.0
0.85498965,17.953161,1.0
0.63781863,14.225694,2.0
0.4777104,12.36196,3.0
1.8093833,121.19447,1.0
0.97179025,21.702152,2.0
1.3898782,71.44831,3.0
1.0549687,28.838223,1.0
0.4001265,11.565721,2.0
0.75026345,15.883845,3.0
1.0865303,35.648243,1.0
2.1505544,205.60994,2.0
1.0517067,28.352404,3.0
