like1,parT,chain
1.3071533,22.05341,0.0
1.3746425,1467.8223,0.0
1.3817233,1562.5199,0.0
1.3917904,1744.0552,0.0
1.403845,2153.0986,0.0
1.3285662,1186.4714,0.0
1.3970715,1885.3615,0.0
1.0127646,669.5584,0.0
1.1862638,852.16364,0.0
1.0121417,668.9942,0.0
1.3887706,1680.3323,0.0
0.6250807,350.83292,0.0
1.0238061,679.6124,1.0
1.3269818,1179.9723,2.0
0.30513117,179.25246,3.0
0.22517432,151.51689,1.0
0.6744969,410.25552,2.0
0.6059741,280.8862,3.0
1.3115674,1121.1765,1.0
0.6274313,356.99155,2.0
0.49489215,217.9403,3.0
0.23939084,141.80742,1.0
0.7924992,496.98553,2.0
0.61320937,319.39648,3.0
0.48768577,216.20155,1.0
0.3271666,183.85922,2.0
0.6941641,426.7088,3.0
0.7330556,454.9026,1.0
0.6119005,304.21915,2.0
0.51502603,223.01328,3.0
1.3392295,1233.5901,1.0
0.59938073,265.0427,2.0
0.59029925,93.46224,3.0
0.60756946,287.46594,1.0
0.22678843,148.4147,2.0
0.32384232,183.1775,3.0
0.2557973,167.3472,1.0
0.23365106,159.43204,2.0
0.22730775,155.47447,3.0
0.6132064,319.38092,1.0
0.25173548,166.13696,2.0
0.22970974,157.27583,3.0
0.32013294,182.41035,1.0
0.23990251,162.10889,2.0
0.22517598,151.95815,3.0
1.4032365,2120.2407,1.0
0.25944814,136.35735,2.0
0.23056665,157.8049,3.0
