like1,parT,chain
1.3110765,2029.9103,0.0
0.8550713,30.763441,0.0
0.9486802,24.933607,0.0
1.0100563,1103.6047,0.0
0.9630455,858.92035,0.0
0.97309095,993.9464,0.0
1.2627829,1829.8108,0.0
1.1720634,1508.655,0.0
1.2754529,1880.2928,0.0
1.1055002,1321.7107,0.0
1.1375519,1404.2994,0.0
1.2962091,568.1431,0.0
1.1584617,1466.7078,1.0
1.028017,740.5018,2.0
0.96056104,922.0533,3.0
1.3265692,321.0546,1.0
1.0680782,702.8661,2.0
1.0864557,1274.2067,3.0
0.9711838,986.2213,1.0
0.96060807,922.5708,2.0
0.95959204,890.74554,3.0
1.0772606,1251.3007,1.0
1.2117738,1640.6055,2.0
1.0318886,736.5921,3.0
1.0078746,1098.3887,1.0
0.76057166,187.98187,2.0
0.30665478,109.37266,3.0
0.9989125,1075.9744,1.0
0.98253113,802.8069,2.0
0.7784374,190.90718,3.0
0.97393495,997.1752,1.0
0.9630429,943.9604,2.0
0.9601837,917.35297,3.0
1.0117103,1107.5144,1.0
0.97845227,1014.7839,2.0
0.97084445,829.3227,3.0
0.97325104,994.56714,1.0
0.9595863,890.9302,2.0
1.0708649,1236.4644,3.0
1.2776059,1889.0105,1.0
0.31087446,110.9855,2.0
0.5109278,149.48369,3.0
1.0462993,1182.8169,1.0
0.4986663,62.04971,2.0
0.37383673,126.47845,3.0
1.2608799,1822.3451,1.0
0.9607086,923.63934,2.0
1.2612511,1823.7993,3.0
0.43696073,69.26163,1.0
0.31812274,89.31715,2.0
0.2965198,99.3449,3.0
0.81592363,197.03738,1.0
0.54163396,154.01144,2.0
0.44748983,67.95956,3.0
0.29622775,100.12376,1.0
0.3179406,113.3011,2.0
0.30112123,106.712425,3.0
0.97246534,824.8709,1.0
1.1223632,1364.2325,2.0
0.9594839,899.3136,3.0
0.82228637,198.09323,1.0
0.29931948,105.55463,2.0
0.52680475,151.82393,3.0
0.39525142,130.73024,1.0
0.32392433,115.037575,2.0
0.30197543,107.19124,3.0
0.33841613,84.381065,1.0
1.0005219,1080.134,2.0
1.3486239,534.8018,3.0
1.1620474,1477.5726,1.0
1.0490105,1188.4431,2.0
1.3019357,1990.4363,3.0
0.29722255,103.65749,1.0
0.29623908,101.890625,2.0
0.29610553,101.00719,3.0
0.29786935,104.35878,1.0
0.29622784,101.85184,2.0
0.2961313,100.59837,3.0
0.30181748,94.96785,1.0
0.29619426,100.26124,2.0
0.29669666,102.90793,3.0
0.50279593,61.600925,1.0
0.33950162,84.15668,2.0
0.30096582,95.434555,3.0
0.29621765,100.162544,1.0
0.29613316,100.58486,2.0
0.2961114,100.79603,3.0
0.2962016,101.75315,1.0
1.0778435,1252.7544,2.0
0.29611188,101.17576,3.0
0.29870284,105.08792,1.0
0.2965679,102.674576,2.0
0.29614335,101.46791,3.0
1.2733932,582.58966,1.0
1.2416046,1748.3333,2.0
0.9611126,927.5228,3.0
0.29613876,100.54647,1.0
0.29611275,100.77683,2.0
0.2961067,100.89201,3.0
0.29612502,101.33082,1.0
0.96230656,938.1028,2.0
0.29610667,101.06342,3.0
0.29612485,100.64976,1.0
0.2961061,100.91276,2.0
0.29610616,101.04426,3.0
0.9889426,1048.5743,1.0
0.29722083,103.655396,2.0
0.9838371,800.3892,3.0
