like1,parT,chain
1.4808013,388.84018,0.0
1.5410885,1624.4032,0.0
1.5350847,941.8734,0.0
1.541669,1746.0664,0.0
1.5412513,1656.8196,0.0
1.5402143,1469.9902,0.0
1.5360421,1009.81506,0.0
1.5409627,1600.191,0.0
1.5428523,2060.5176,0.0
1.5131944,483.68307,0.0
1.5409567,1599.0597,0.0
1.5324156,793.213,0.0
1.5300673,699.32764,1.0
1.5174015,510.69556,2.0
1.5367593,1067.5493,3.0
1.514209,488.84302,1.0
1.5120848,478.52313,2.0
1.5109086,473.36322,3.0
1.5209076,542.9847,1.0
1.3997152,292.75635,2.0
1.4936697,417.8705,3.0
1.3874338,283.5558,1.0
1.52649,612.7146,2.0
1.5163506,502.41464,3.0
1.4755105,378.4595,1.0
1.2432765,188.65207,2.0
1.3137841,236.10393,3.0
1.4629098,136.31145,1.0
1.2759643,214.5339,2.0
1.4792116,385.63974,3.0
1.5375426,1138.3073,1.0
1.375776,275.26572,2.0
1.5374588,1130.3123,3.0
1.435637,325.0455,1.0
1.3074778,232.22046,2.0
1.4312485,139.39543,3.0
1.2794747,161.69125,1.0
1.277733,215.61288,2.0
1.2574513,202.13248,3.0
1.3425403,253.64513,1.0
1.2446579,175.42268,2.0
1.2488192,194.97829,3.0
1.2420536,185.80794,1.0
1.2675087,209.0142,2.0
1.2513107,197.41107,3.0
1.4709946,370.33456,1.0
1.4127005,303.21924,2.0
1.2560905,168.98862,3.0
1.3141673,236.3384,1.0
1.2461989,174.20482,2.0
1.2619156,205.2716,3.0
1.2418122,178.82034,1.0
1.2412326,183.7362,2.0
1.2410204,181.27827,3.0
1.2433546,188.77757,1.0
1.2409849,182.10013,2.0
1.2419338,185.43886,3.0
1.277614,215.5411,1.0
1.245912,174.41547,2.0
1.2415729,184.69688,3.0
1.2418442,178.7614,1.0
1.2411755,180.43077,2.0
1.2410219,181.26544,3.0
1.2411817,183.5431,1.0
1.4608449,354.7972,2.0
1.2410004,182.41069,3.0
1.241681,179.07584,1.0
1.2410076,181.40602,2.0
1.4329976,322.33118,3.0
1.2415093,179.45085,1.0
1.2409843,182.07387,2.0
1.2411002,180.76236,3.0
1.2409894,181.67607,1.0
1.2473792,193.47383,2.0
1.2409836,181.87497,3.0
1.2409891,181.68279,1.0
1.2409835,181.89146,2.0
1.340282,252.21565,3.0
1.2409941,181.58652,1.0
1.2409834,181.99861,2.0
1.2409853,181.79257,3.0
1.2410141,182.57112,1.0
1.5404363,1506.2943,2.0
1.2409832,181.98857,3.0
