like1,parT,chain
1.2315683,2080.5684,0.0
1.1422793,1156.71,0.0
1.232251,2110.3425,0.0
1.2249014,1853.9031,0.0
1.1865684,1366.5911,0.0
1.0618694,259.14343,0.0
1.2000408,1465.7303,0.0
1.1206234,1088.9093,0.0
0.90723497,779.892,0.0
0.54261214,597.3963,0.0
0.38637307,547.60254,0.0
1.1482282,1178.9526,0.0
0.9491693,818.2559,1.0
0.75916666,682.9292,2.0
0.464649,412.27585,3.0
1.0037284,877.0531,1.0
0.941852,811.0686,2.0
0.86609596,745.08405,3.0
1.087254,277.33707,1.0
0.32049522,528.61456,2.0
0.67186844,380.8314,3.0
0.61428726,622.83954,1.0
0.8091038,122.28668,2.0
0.7282807,372.5631,3.0
0.1912696,465.78705,1.0
0.21129574,497.2008,2.0
0.17956094,481.49393,3.0
0.53827363,595.95,1.0
0.1892416,488.3907,2.0
0.21742713,499.25507,3.0
0.18497646,485.98282,1.0
0.23781057,451.9886,2.0
0.19644095,491.70132,3.0
0.24802609,449.7085,1.0
0.30173922,523.55237,2.0
0.18603587,486.63043,3.0
0.17909779,473.64047,1.0
0.17775321,477.5672,2.0
0.17802149,475.60385,3.0
0.32143506,435.8001,1.0
0.17867799,480.26428,2.0
0.20453471,460.89145,3.0
0.1788359,474.00583,1.0
0.17871131,480.31815,2.0
0.17774282,477.162,3.0
0.18294229,470.18964,1.0
1.1370966,1138.6343,2.0
0.17817439,479.29016,3.0
0.17796575,478.71313,1.0
0.17779247,477.93756,2.0
0.17775206,477.54977,3.0
0.17835575,474.81628,1.0
0.17785667,476.19174,2.0
0.17775585,476.87946,3.0
0.1791945,481.01804,1.0
0.4006262,551.9288,2.0
0.17786048,478.31094,3.0
0.18000011,472.59753,1.0
0.17791732,475.94385,2.0
0.17775685,477.617,3.0
0.17774445,477.3895,1.0
0.17774229,477.27573,2.0
0.17774221,477.21887,3.0
0.242701,506.9134,1.0
0.17776355,476.7886,2.0
0.1777427,477.1692,3.0
0.17776679,476.75552,1.0
0.17774284,477.16138,2.0
0.17774373,477.3643,3.0
0.93765354,807.1191,1.0
0.66755843,144.0886,2.0
1.0268968,316.44177,3.0
