like1,parT,chain
1.3872204,1714.8268,0.0
1.3812972,1083.5577,0.0
0.9147431,340.84048,0.0
1.388189,1952.1932,0.0
0.9935328,105.84376,0.0
1.203885,419.4059,0.0
1.3888445,2168.0361,0.0
1.3824904,1154.963,0.0
1.3887632,2137.8555,0.0
1.3792818,987.3584,0.0
0.9015019,151.38182,0.0
1.3519561,591.45593,0.0
0.59984654,186.65468,1.0
0.315978,221.92754,2.0
0.3850594,257.2004,3.0
1.3629811,664.0994,1.0
1.3150136,502.46997,2.0
1.3630927,665.14325,3.0
1.2462406,29.259903,1.0
0.6399431,182.42761,2.0
0.39752147,259.01147,3.0
1.3721668,787.18445,1.0
0.8400149,51.627415,2.0
0.8027632,319.42273,3.0
0.47867334,270.67514,1.0
0.32108244,246.30133,2.0
1.2636915,455.7223,3.0
1.0121202,111.023994,1.0
1.3531104,597.29083,2.0
0.6237532,184.1122,3.0
1.3863534,1556.7175,1.0
0.6919097,177.18245,2.0
0.3367998,218.09697,3.0
1.278947,467.54382,1.0
0.8352486,324.98572,2.0
0.36213654,253.70667,3.0
0.2961291,239.56396,1.0
0.2895282,230.74576,2.0
0.2886859,235.15486,3.0
0.2880076,233.5912,1.0
0.29713932,239.94626,2.0
0.29610044,227.23613,3.0
0.35211864,252.08173,1.0
0.2886357,235.08934,2.0
0.29790294,226.59315,3.0
1.383021,1190.6992,1.0
0.33698252,218.06714,2.0
1.3809634,1065.5975,3.0
0.2899266,230.41367,1.0
0.28841603,232.00243,2.0
0.28806713,232.79681,3.0
0.28941938,230.84125,1.0
0.28803027,232.9653,2.0
0.28809175,234.02733,3.0
0.29785037,226.61101,1.0
0.28937325,230.88293,2.0
0.28802133,233.01889,3.0
0.3042928,242.22621,1.0
1.3848785,1358.7351,2.0
0.2901108,236.48598,3.0
0.2880044,233.15508,1.0
0.2879952,233.37314,2.0
0.93157834,344.43866,3.0
0.2881097,234.08688,1.0
1.1947848,415.68884,2.0
0.8262261,52.484898,3.0
0.28870952,235.18484,1.0
0.288106,234.07507,2.0
0.28800127,233.52019,3.0
0.28834778,234.6414,1.0
1.3726542,796.6883,2.0
1.324558,515.66486,3.0
