like1,parT,chain
0.4821127,405.97363,0.0
0.72119486,1741.8264,0.0
0.607552,618.2625,0.0
0.5762426,145.39574,0.0
0.5319248,749.62024,0.0
0.69787246,1591.7023,0.0
0.54279304,848.72546,0.0
0.5968921,643.58527,0.0
0.5587002,963.1233,0.0
0.57417446,491.25345,0.0
0.3767346,337.31876,0.0
0.59707016,642.75336,0.0
0.552099,875.8145,1.0
0.59471935,1181.2638,2.0
0.532846,759.29126,3.0
0.34651083,320.69382,1.0
0.27145764,235.414,2.0
0.27664196,278.0539,3.0
0.5439379,447.508,1.0
0.59359753,510.4644,2.0
0.6969497,1586.5681,3.0
0.56918037,1053.8657,1.0
0.558043,951.2956,2.0
0.53190887,746.15533,3.0
0.55740136,940.9611,1.0
0.5463254,702.8361,2.0
0.5335188,762.9188,3.0
0.55398065,900.32,1.0
0.53777075,829.80566,2.0
0.56491226,1019.86163,3.0
0.6045075,1217.6469,1.0
0.53487146,788.33887,2.0
0.9165751,92.90979,3.0
0.5602318,981.8464,1.0
0.54824877,864.00085,2.0
0.53457487,805.0781,3.0
0.59373116,655.2227,1.0
0.5420279,846.2784,2.0
0.5570192,937.85156,3.0
0.6103276,1238.2406,1.0
0.52496016,434.3312,2.0
0.41052824,356.19257,3.0
0.60584354,621.0488,1.0
0.5344767,795.9249,2.0
0.69169575,1557.5872,3.0
0.5347846,789.4746,1.0
0.5346996,767.815,2.0
0.53251374,756.98517,3.0
