like1,parT,chain
1.3660209,1851.5662,0.0
1.3436685,1244.6033,0.0
1.3657817,1833.1313,0.0
1.3463191,1272.4109,0.0
1.2279711,877.025,0.0
1.2027049,851.89026,0.0
1.3685824,2106.9907,0.0
0.5815888,474.01004,0.0
1.3666703,1904.8457,0.0
1.3625064,1634.8309,0.0
1.3641402,1723.3531,0.0
1.0997008,767.7259,0.0
1.2102758,859.3067,1.0
0.9527302,666.6584,2.0
0.5514924,462.1904,3.0
0.9886048,693.25574,1.0
0.871856,618.7856,2.0
0.7378892,544.3154,3.0
1.3435268,1243.3606,1.0
0.546854,460.4199,2.0
1.3624654,1632.8043,3.0
0.93863696,204.36774,1.0
0.49848807,442.96686,2.0
0.26809284,323.6673,3.0
0.3668064,398.83868,1.0
0.27186126,361.253,2.0
0.25271574,342.46014,3.0
0.8849722,211.60576,1.0
0.25259614,341.61832,2.0
0.34777135,392.2926,3.0
0.34186205,299.44205,1.0
0.31360242,379.93097,2.0
0.2525986,339.68652,3.0
1.2779713,959.605,1.0
0.56176,257.72244,2.0
0.26965433,359.95642,3.0
0.26882154,323.2802,1.0
0.25613037,332.44925,2.0
0.25324216,337.03378,3.0
0.7455841,548.2562,1.0
0.2694102,359.80875,2.0
0.25662658,349.74765,3.0
0.2836922,367.37637,1.0
0.28143272,317.5439,2.0
0.25859916,330.002,3.0
0.34961078,392.92886,1.0
0.48230907,437.4678,2.0
0.26699919,358.29807,3.0
0.2552755,333.489,1.0
0.25305757,337.55365,2.0
0.25260952,339.586,3.0
0.25631002,349.371,1.0
0.25331646,344.52878,2.0
0.2526568,342.10764,3.0
0.6173802,488.5418,1.0
0.26309645,326.6222,2.0
0.3928185,407.582,3.0
0.8196666,587.77875,1.0
0.25720447,350.4003,2.0
0.253029,343.71704,3.0
