like1,like2,parFFf,paralpha,parbeta,parQQf,pargamma,park,chain
1.2250026,2.3914268,0.92455494,0.05074955,0.97066706,0.5699759,0.518432,3.8719692,1.0
0.5706474,1.6789893,0.84900135,0.21949929,0.66692793,0.9862541,0.32556638,4.7910657,1.0
0.8584642,1.8016275,0.70513904,0.36099404,0.77708185,0.93911815,0.057809193,4.749377,1.0
1.0359843,1.4320852,0.3914297,0.8091865,0.35643804,0.73985785,0.01619276,2.547019,1.0
1.1103357,1.615814,0.42592752,0.31478402,0.07112291,0.47825304,0.054289233,4.819157,1.0
0.94101,1.6859013,0.6161003,0.7793141,0.5313099,0.7788609,0.25420535,3.4653118,1.0
1.1164547,1.6419479,0.4206641,0.3621909,0.29479763,0.40853336,0.4145784,1.8807238,1.0
1.2871478,2.3187492,0.83749384,0.62275046,0.53208995,0.31663242,0.4024948,4.945393,1.0
1.2689289,1.2140605,0.27297685,0.9208405,0.5153659,0.5748924,0.07867259,1.3794912,1.0
1.3236692,2.4880033,0.92951053,0.9352251,0.6089477,0.2961457,0.52238214,4.721287,1.0
0.5026747,1.6152381,0.8202053,0.6418273,0.14972983,0.8394979,0.8367011,1.2437361,1.0
1.6546156,1.2016991,0.21214496,0.32050022,0.6163322,0.32196617,0.11413581,3.7668087,1.0
1.0114263,1.4377992,0.42179382,0.8010789,0.18809302,0.72572374,0.091818646,4.7527404,1.0
1.321286,2.2516608,0.79108465,0.43443683,0.067838416,0.14693654,0.05309999,2.0785778,1.0
0.55815864,1.5518967,0.6210358,0.022812432,0.016753256,0.7865619,0.574314,1.429546,1.0
1.22511,1.1337312,0.2827243,0.7996812,0.52129287,0.34776646,0.77736664,4.2106643,1.0
0.988677,1.7200862,0.5849447,0.5092681,0.671581,0.83781224,0.04668291,4.6340756,1.0
1.0106915,1.108489,0.30098277,0.27329198,0.2631871,0.6624816,0.28891006,4.931562,1.0
0.65361845,1.0894653,0.3799674,0.5544041,0.36028787,0.8247037,0.8795967,2.3666067,1.0
1.1440607,1.7248206,0.45297545,0.59783417,0.5372762,0.17298059,0.28123823,2.3151343,1.0
1.532666,1.3485526,0.22947094,0.5305493,0.64945143,0.17757119,0.7330303,1.8973074,1.0
0.61319983,1.2097629,0.42888695,0.27672938,0.8541433,0.8497787,0.63281506,2.6662984,1.0
1.0127561,1.1033562,0.27960262,0.69707465,0.5810651,0.8316674,0.9553478,2.772451,1.0
0.9562512,2.257225,0.94385767,0.40357503,0.31440368,0.63977456,0.941849,1.6105939,1.0
1.2365389,1.9590394,0.6415027,0.24573503,0.91467685,0.34548888,0.5139763,4.3415713,1.0
1.045231,1.547779,0.46086982,0.7924477,0.6286224,0.61405456,0.45240948,4.4154477,1.0
1.3230728,2.4867866,0.92144984,0.6498972,0.8117023,0.3171868,0.07784493,4.0488067,1.0
1.2384706,1.116834,0.27897874,0.9182072,0.98225343,0.5138593,0.3037163,3.989774,1.0
1.7279752,1.1045641,0.20073435,0.6356568,0.7979588,0.592825,0.8852109,4.3848743,1.0
1.0776427,1.1013085,0.31815603,0.2381649,0.423696,0.5187968,0.35842994,4.180917,1.0
1.0292422,1.0253174,0.28443342,0.5329897,0.28277147,0.6935793,0.7759421,2.874874,1.0
1.337518,2.539756,0.9445849,0.54457784,0.7613693,0.1691961,0.39873156,4.551146,1.0
0.5537042,1.2604233,0.4842843,0.47800863,0.9470674,0.88701946,0.6686518,3.3862867,1.0
0.61721987,1.2419486,0.5792456,0.4801818,0.5529743,0.9743187,0.74046445,3.0103903,1.0
1.2038049,1.8698097,0.5890561,0.36932293,0.20875165,0.34213555,0.62999326,4.7019334,1.0
1.0940099,1.9822407,0.7058016,0.63478285,0.21378577,0.6408938,0.320175,2.5051608,1.0
1.2692151,2.0580137,0.6902462,0.27424416,0.29734603,0.13888557,0.6893561,4.709953,1.0
1.1948069,1.8358542,0.56297517,0.45635435,0.31702897,0.23860897,0.98153883,3.3323443,1.0
0.85815465,1.6252834,0.61380833,0.23942757,0.8750699,0.72054535,0.49277046,2.3899555,1.0
1.2477897,2.2156372,0.7953445,0.8596745,0.9163878,0.3661866,0.8034647,2.7772958,1.0
1.1413009,1.9052057,0.6358465,0.6338693,0.2751194,0.56721467,0.3596991,3.5789516,1.0
1.3465046,1.139009,0.2576405,0.4876553,0.62392753,0.52984506,0.20010489,1.2397068,1.0
1.1577926,1.3129216,0.30250865,0.056146953,0.6827273,0.21005994,0.75810736,3.0725265,1.0
1.3129764,2.5310287,0.96107405,0.9871555,0.22289135,0.55106664,0.23767151,4.3361287,1.0
1.3169497,2.565413,0.9826429,0.6434358,0.039514016,0.40937155,0.79745585,2.6709516,1.0
0.63128716,1.1994224,0.43571258,0.21067594,0.6599562,0.74517554,0.91681,1.2644575,1.0
1.5395463,1.2041651,0.2204883,0.16220802,0.77944636,0.85340947,0.7432552,1.7032173,1.0
0.5719069,1.4253938,0.5138208,0.13424529,0.616762,0.80800444,0.8522419,3.241249,1.0
0.9038876,1.7767345,0.7057302,0.98868835,0.027731907,0.8781061,0.21879156,3.0685556,1.0
1.3184223,2.441799,0.89382106,0.52547354,0.6636481,0.10726546,0.27107322,4.04109,1.0
0.7411218,1.6293019,0.6406352,0.047328494,0.89356107,0.899689,0.15515155,3.0939782,1.0
1.3226817,2.4740388,0.90868706,0.40745094,0.11775519,0.24821116,0.26239213,2.5777411,1.0
0.7604236,1.3338532,0.54464626,0.84263325,0.46497816,0.85091865,0.28981355,3.782495,1.0
1.4838272,1.3601364,0.2368604,0.85337025,0.09107232,0.11861082,0.0598209,1.9235692,1.0
1.1719952,1.7735766,0.5216663,0.9936077,0.0136921145,0.36368084,0.39843422,2.1826594,1.0
1.3998377,1.1347536,0.2493817,0.043087773,0.79828835,0.33768114,0.8730807,4.003852,1.0
1.0301255,2.0678518,0.8125071,0.22836016,0.21911676,0.6860236,0.3974275,1.9538726,1.0
1.6048725,1.2092645,0.21815027,0.20801276,0.7268683,0.5151959,0.032982085,1.9353102,1.0
1.2280426,2.136726,0.7530168,0.8655675,0.8698718,0.631947,0.127592,4.0372286,1.0
0.5183375,1.2914222,0.6002546,0.813577,0.8636228,0.8287827,0.70011383,1.964729,1.0
1.0854701,1.1590289,0.33781734,0.25517148,0.3919936,0.40562922,0.24181238,3.8318815,1.0
0.60746443,2.048599,0.86249804,0.16994219,0.75100267,0.91380763,0.44356677,1.9589002,1.0
1.28053,2.092937,0.7155089,0.9541967,0.4279518,0.2737479,0.36384073,1.5713954,1.0
1.0940372,1.2753682,0.3490995,0.30178434,0.37848687,0.20480296,0.17331721,3.405654,1.0
0.9002352,1.3213143,0.44151986,0.8494525,0.56470865,0.8816416,0.13633344,1.4436227,1.0
1.115571,1.6304934,0.42376876,0.26770043,0.1303608,0.4021673,0.49648154,2.5946927,1.0
0.9935978,1.5712337,0.46707097,0.11394176,0.57327425,0.6275579,0.4257469,3.9686508,1.0
0.7996147,1.472559,0.54710174,0.117261335,0.97444713,0.7654044,0.4371778,3.4458518,1.0
1.3444963,2.5670528,0.9519109,0.317872,0.21832696,0.19410181,0.5286122,2.2697952,1.0
1.1977088,2.3271842,0.88995534,0.0425697,0.059242737,0.6104071,0.2427555,2.3847444,1.0
0.5037812,1.5138084,0.70691216,0.023913316,0.56538206,0.9323252,0.109926894,4.7974887,1.0
0.96414375,2.0421388,0.8195587,0.7152887,0.4069485,0.7464883,0.36078823,2.1335099,1.0
1.1226009,1.6407417,0.4372566,0.24087854,0.81363803,0.36968657,0.8442514,1.4031249,1.0
