like1,parFFf,paralpha,parbeta,parQQf,pargamma,park,chain,like_val
2.4617803,0.64557767,0.42486516,0.38213143,0.93477094,0.22827902,3.285286,0.0,2.251890523758627
1.5137476,0.33503106,0.89947,0.1861548,0.9035091,0.6477849,2.2732644,0.0,1.9295223226346263
2.0293772,0.90955204,0.19682035,0.43258122,0.5007389,0.29190925,1.747354,0.0,1.9881751719056766
0.93507,0.537143,0.47483537,0.62386066,0.4809385,0.7166778,1.4398894,0.0,1.0157517579502016
1.4382151,0.5862117,0.8617656,0.29313335,0.34815633,0.76846874,2.7202985,0.0,1.2427194207737782
0.93218833,0.28821343,0.9690881,0.409876,0.4666322,0.320589,4.68848,0.0,1.3947223621316207
0.82026505,0.48057678,0.74917346,0.2309107,0.46231243,0.7261849,2.1542768,0.0,0.9531377090957279
2.0018203,0.8823681,0.042137306,0.21017972,0.49181694,0.1028737,2.31156,0.0,1.90945225284676
0.93781614,0.23675895,0.5449053,0.65511113,0.7592446,0.9787231,4.0081086,0.0,1.7770592029836867
1.169225,0.36993,0.024219504,0.013138612,0.27859056,0.44363493,1.8052409,0.0,1.242401378013015
4.128249,0.8297121,0.0523043,0.77638954,0.86808175,0.31312507,3.0937617,0.0,2.838909158033881
1.0762831,0.26425105,0.17575134,0.4112758,0.7026559,0.3338827,4.1867537,0.0,1.6693589620153313
2.530981,0.47749466,0.16574049,0.97078264,0.8897923,0.9582234,2.4843438,0.0,1.7552148737158941
1.3233261,0.5104137,0.0422764,0.5907025,0.5361099,0.8505955,1.9317862,0.0,0.8661977507102835
1.7285911,0.72499394,0.09914281,0.05602961,0.1303497,0.701904,2.937301,0.0,1.4383597074266632
1.3390435,0.5756256,0.5812043,0.5176534,0.47996968,0.1498755,3.102268,0.0,1.1799517246084803
1.7138292,0.72025895,0.6874032,0.7202413,0.26837552,0.7829701,1.0285054,0.0,1.4310453901283722
1.2811171,0.30084696,0.28056335,0.54955894,0.18559079,0.21066988,4.559284,0.0,1.5214303600016286
3.105208,0.77709043,0.95501757,0.23134014,0.9131508,0.61708754,1.1195588,0.0,3.299776404137207
1.9288551,0.84486115,0.91969556,0.8313848,0.36739406,0.7137164,2.6340716,0.0,1.7963822352606769
1.6639972,0.6855139,0.50733864,0.22845061,0.26189587,0.2285362,2.5514922,0.0,1.3733673782079874
1.1416838,0.33275878,0.68907255,0.36356243,0.31473142,0.35460168,2.2095096,0.0,1.278812805461603
1.440568,0.4703543,0.32832566,0.76617783,0.273756,0.8114351,1.2961853,0.0,1.3249965166369302
0.9652198,0.32774884,0.9766174,0.88062006,0.3680281,0.69426876,3.057502,0.0,1.1914370178791345
1.2333245,0.28523266,0.14795525,0.118185155,0.19386566,0.72236305,4.6659646,0.0,1.629976184931897
0.94420314,0.43463302,0.42450362,0.9007769,0.38509268,0.81275505,1.2554232,0.0,1.0887967210855425
0.6372788,0.36985737,0.385498,0.11779408,0.42675585,0.9816896,4.9934716,0.0,0.848910007998859
1.2298806,0.32775432,0.9294732,0.997671,0.76795727,0.59042275,4.254484,0.0,1.528253444641756
1.582138,0.63814485,0.29821008,0.54731065,0.3111123,0.48637557,1.9814255,0.0,1.3195479405957204
1.1498095,0.36975518,0.44981733,0.73163354,0.2764133,0.6698495,1.718673,0.0,1.2272017029304971
3.2764285,0.5256432,0.00355867,0.045085702,0.9118111,0.24415973,1.1675274,0.0,4.188736670651486
2.654118,0.88099426,0.36600512,0.74478745,0.67871517,0.55395555,4.153476,0.0,2.62255911591474
1.1762717,0.6876228,0.011271124,0.63040394,0.8425898,0.0040311133,4.215151,0.0,1.2646091845056047
1.9667127,0.8610144,0.87549704,0.43954295,0.42260343,0.2552707,3.7538204,0.0,1.830903999891677
4.576739,0.718852,0.3296545,0.91910815,0.75816685,0.8656569,4.55007,0.0,5.042693857556986
2.123664,0.8103141,0.8506797,0.44220585,0.91922134,0.2883001,4.018902,0.0,2.145407838500817
