like1,parT,chain,KGEval
1.42192020,1154.91670000,0.00000000,-0.28158097
1.42586030,1233.19520000,0.00000000,-0.28571711
1.29898240,774.92096000,0.00000000,-0.12419235
1.35249780,893.25616000,0.00000000,-0.19200005
1.39768670,1040.70690000,0.00000000,-0.25450832
1.42586030,1684.37480000,0.00000000,-0.28571711
1.39118950,1015.80770000,0.00000000,-0.24552520
1.42586030,1636.16900000,0.00000000,-0.28571711
1.42586030,1536.92480000,0.00000000,-0.28571711
1.42586030,1942.64180000,0.00000000,-0.28571711
1.18166270,607.83777000,0.00000000,0.02623069
1.42586030,1610.63440000,0.00000000,-0.28571711
0.74002296,174.96864000,1.00000000,0.24492925
0.79126620,391.40323000,2.00000000,0.35088502
0.55222680,283.18594000,3.00000000,0.53965128
1.29785720,772.90875000,1.00000000,-0.12290343
1.29672770,770.89660000,2.00000000,-0.12161060
1.29559350,768.88446000,3.00000000,-0.12030972
1.04737510,523.74866000,1.00000000,0.12618999
0.87328630,154.24118000,2.00000000,0.10707261
1.42586030,1299.74160000,3.00000000,-0.28571711
0.69610107,347.24060000,1.00000000,0.44729090
1.24086190,681.52410000,2.00000000,-0.04743071
1.03157220,514.38240000,3.00000000,0.13854235
0.80741810,398.78415000,1.00000000,0.33448470
1.30005780,776.85046000,2.00000000,-0.12542459
0.78532034,167.58770000,3.00000000,0.20008237
0.76584500,170.73254000,1.00000000,0.21975057
0.83890396,159.19058000,2.00000000,0.14340247
0.52366155,258.98657000,3.00000000,0.51995988
0.95357030,471.92654000,1.00000000,0.19858613
0.52343580,245.80473000,2.00000000,0.49217544
0.53357446,233.11452000,3.00000000,0.46602168
0.93559784,462.56890000,1.00000000,0.21287549
1.38144580,981.02856000,2.00000000,-0.23171751
1.26758600,721.79877000,3.00000000,-0.08380260
0.57789266,296.52267000,1.00000000,0.53441172
0.54571590,225.38193000,2.00000000,0.44302329
0.52841960,266.22754000,3.00000000,0.52918730
0.63397914,318.76877000,1.00000000,0.50273264
0.61958075,199.20438000,2.00000000,0.36061218
0.53967950,229.09547000,3.00000000,0.45477003
0.58263427,298.64133000,1.00000000,0.53254842
0.52810840,265.87793000,2.00000000,0.52882612
0.96405630,477.45663000,3.00000000,0.19032159
0.82552046,407.18127000,1.00000000,0.31612351
0.69165266,345.18360000,2.00000000,0.45140180
0.55339810,221.18825000,3.00000000,0.42822669
0.52722025,264.81860000,1.00000000,0.52765802
0.52296650,248.96655000,2.00000000,0.49923349
0.52277410,252.12837000,3.00000000,0.50683643
0.55229306,283.22230000,1.00000000,0.53965523
0.52405220,244.04103000,2.00000000,0.48906830
0.52282700,251.51380000,3.00000000,0.50543744
0.52298040,248.56992000,1.00000000,0.49820683
0.64013620,194.30050000,2.00000000,0.34107035
0.52306855,257.22390000,3.00000000,0.51705507
0.52419657,243.70790000,1.00000000,0.48845186
1.04365360,521.53900000,2.00000000,0.12907831
0.79668117,393.88327000,3.00000000,0.34537667
