like1,parw,paralpha,parbeta,pargamma,parlambda_,chain
1.5440946,0.0060439734,1.581205,2.0110385,0.4284292,0.64149517,0.0
1.612819,0.26212597,1.5573463,2.1482763,0.11889439,2.5593286,0.0
1.8832709,0.17831117,4.417225,2.7598567,0.5834592,1.35064,0.0
1.3579519,0.6205107,1.0529077,0.54320866,0.26314002,2.5513604,0.0
1.7105033,0.5002767,2.2455034,2.2162988,0.988242,0.4154377,0.0
1.6734904,0.70111996,3.6366882,1.7699518,0.8461248,2.4183915,0.0
1.0018133,0.124273345,1.1353334,0.65141827,0.5601685,0.5067143,0.0
1.8343552,0.068643786,2.6760178,2.8557925,0.35078564,1.2412678,0.0
2.1010778,0.7959598,4.132646,0.6166808,0.04331561,0.5108415,0.0
1.4198837,0.09125643,1.8907659,1.3515562,0.4087463,1.3595471,0.0
1.4072987,0.058230072,1.1855392,1.8669852,0.30989087,2.0480752,0.0
1.5375046,0.04298148,1.4764814,2.3449397,0.82218957,2.5405369,0.0
1.7060493,0.18545435,2.6001306,2.1075966,0.68438554,0.6548227,0.0
1.3173374,0.032176323,4.1499796,0.71875834,0.5565104,0.9132465,0.0
1.2776271,0.32429212,0.2010184,2.6759892,0.9813259,2.838847,0.0
1.4335092,0.34282458,2.1953456,1.1306044,0.7719693,2.7895067,0.0
1.3503802,0.99992377,0.7267225,2.813377,0.99494326,0.25452554,0.0
1.3962474,0.9937918,2.7305179,0.90085244,0.63632023,0.80593276,0.0
1.8158299,0.029382056,4.0016212,2.2863514,0.2603656,2.216232,0.0
1.4046324,0.5221116,2.4745815,1.0350685,0.26383173,0.36966565,0.0
1.638599,0.5207845,2.1988409,1.8838141,0.32584122,0.7967271,0.0
1.6994423,0.042764604,4.1346307,1.6138799,0.2540222,2.815935,0.0
1.8803179,0.34504327,4.8640256,2.5455787,0.37437025,2.3194675,0.0
1.4616193,0.37181136,1.6480802,1.5225937,0.98989797,0.3191906,0.0
1.5784924,0.8201236,3.1235483,0.7633125,0.10361767,2.2755218,0.0
1.7435639,0.042514097,1.7565136,2.9037845,0.7803176,0.58442104,0.0
1.3986307,0.82823753,1.4743627,1.0576423,0.17832243,0.28058982,0.0
1.1881351,0.7785933,0.78692,1.6585532,0.61833596,0.44042838,0.0
1.5028458,0.9984441,2.2342618,1.379536,0.81548977,0.9025865,0.0
1.8551869,0.3482306,2.6287048,2.9228191,0.5726698,1.9983385,0.0
1.81152,0.44147798,2.869443,2.4135458,0.9419795,2.9428177,0.0
1.7489464,0.8859914,2.3299668,1.4371997,0.02317153,1.95877,0.0
1.8671651,0.8692444,3.528215,2.8842208,0.138274,1.5202044,0.0
1.6479417,0.8466596,4.8907804,1.4859364,0.83242536,2.0402482,0.0
1.5426334,0.8672548,4.889824,0.97189915,0.095431656,1.0483297,0.0
1.6091537,0.38814282,2.2556646,1.9373085,0.4562935,2.381526,0.0
1.4261466,0.14722721,4.15432,0.82094646,0.7395961,2.8571968,0.0
1.2058544,0.11970293,0.6795549,2.892382,0.7360921,0.44197503,0.0
1.6814666,0.6309869,4.632375,1.6023699,0.8534925,2.718969,0.0
1.2770631,0.26803198,1.1142007,1.5689541,0.50105494,0.98013055,0.0
1.6143267,0.617854,2.413939,2.0356522,0.7245389,2.5519204,0.0
1.8602589,0.2874669,2.8776295,2.9994593,0.1480673,0.6692104,0.0
1.630016,0.92222977,3.6926425,1.2790835,0.17486332,1.4011531,0.0
1.2217547,0.89037704,2.2171285,0.5701506,0.6803585,1.1355408,0.0
1.424991,0.20416398,2.8984392,1.0397767,0.62202275,1.2762446,1.0
1.4000746,0.23144634,4.3370047,0.7775961,0.39686894,2.1915762,2.0
1.5355253,0.5340434,2.679826,1.468877,0.6901549,1.9958328,3.0
1.5618014,0.24943416,3.2955437,1.3892595,0.72062397,0.7781998,4.0
1.0981714,0.90666074,0.59680414,0.6224424,0.53526205,1.9125425,5.0
1.3982842,0.63977915,4.5386496,0.74738216,0.32645568,0.71930224,6.0
0.7726735,0.08746854,0.6096252,0.771437,0.7294055,0.63459647,7.0
1.3373839,0.20312141,1.4378413,1.3617326,0.39296788,1.563248,8.0
1.3285378,0.3118535,3.0003276,0.80423933,0.45286044,1.6294285,9.0
1.1654886,0.16639495,0.6317082,2.4267912,0.9647433,0.8459859,10.0
1.2353047,0.2713895,1.3645498,1.1227155,0.4743591,1.3479652,11.0
1.591606,0.62697506,3.1967483,1.6356568,0.7266224,2.0537407,1.0
1.3052431,0.22034581,0.76439714,1.6518633,0.96778965,2.3322825,2.0
1.675005,0.7247058,1.6762965,2.6006873,0.41198894,0.79083854,3.0
1.413323,0.11462854,2.2616296,0.98121667,0.18404531,2.0671945,4.0
1.3689891,0.8814042,0.80702734,1.7958338,0.94638056,2.0343268,5.0
1.7875613,0.73856986,0.7741952,1.4157175,0.03281934,2.1169324,6.0
1.4833701,0.8207844,1.6477109,1.1459259,0.96515256,2.920911,7.0
1.4741427,0.7911923,1.6875615,1.5155199,0.77726895,1.481464,8.0
0.7660409,0.37754667,0.051058806,2.573178,0.7512879,0.73002857,9.0
1.5822248,0.89546347,4.9329476,1.2765352,0.6124073,2.465118,10.0
1.2710364,0.40431318,1.2526352,1.2798079,0.5638798,1.590602,11.0
1.4535866,0.07998737,2.518215,1.1965588,0.75679076,0.4318922,1.0
1.5642968,0.37345323,2.4767563,1.5557916,0.46826154,1.1007098,2.0
1.5922128,0.51454985,2.4586926,1.5518817,0.34385073,1.7647516,3.0
1.614956,0.13169087,3.0971746,1.6279681,0.43200162,1.8687916,4.0
1.6832441,0.33830467,2.6060433,2.1655705,0.54177207,1.6249452,5.0
1.36335,0.039834183,3.2098453,0.879204,0.5814483,1.5134394,6.0
1.4788802,0.19211465,1.1838741,2.2862868,0.60528225,0.5683066,7.0
1.8313594,0.98157394,3.8889217,2.259226,0.6494736,0.84328365,8.0
1.4948997,0.027666226,1.5006115,1.8781335,0.2828318,0.86881894,9.0
1.2171845,0.3641451,2.571778,0.6771671,0.6324622,0.5843201,10.0
1.3135843,0.56892943,3.7113864,0.5886249,0.85436153,1.1621124,11.0
1.0761462,0.1737538,0.44499126,1.5053896,0.50229824,2.7251694,1.0
1.5147249,0.42396206,1.5845501,1.7795972,0.3807873,2.007105,2.0
1.5735784,0.9943015,3.917569,1.1438992,0.8076282,0.30194452,3.0
1.6718211,0.46238652,0.88529396,1.0727787,0.08624348,2.8850605,4.0
1.3604561,0.74763423,1.6389576,1.042239,0.90457314,0.9026582,5.0
1.4226644,0.50479233,1.847911,1.2619246,0.72058517,1.9335092,6.0
1.2999687,0.42293063,4.556817,0.55502826,0.41774753,2.19654,7.0
1.1897448,0.3801392,0.13306184,1.7051971,0.38981852,2.5368855,8.0
0.83669764,0.04925225,0.28561044,1.4002032,0.6488725,1.7399457,9.0
1.3611474,0.4527011,2.0010517,1.0911311,0.3958254,1.218241,10.0
1.4707246,0.30419463,2.1697497,1.2216088,0.9693946,1.2485721,11.0
1.6462034,0.9294633,3.054967,1.8346392,0.892028,1.9967705,1.0
1.4220535,0.28125867,2.8745382,1.0050704,0.5660526,2.3373134,2.0
1.3315837,0.57012546,1.6871561,1.0980781,0.3128696,1.1838938,3.0
1.6211685,0.10857799,3.2189207,1.436473,0.2704916,2.2137918,4.0
1.1915203,0.34173095,0.89255965,1.6191497,0.47336861,1.1143392,5.0
1.0726744,0.21028931,1.5592442,0.62886095,0.6596235,0.5685118,6.0
1.2603184,0.4334087,1.1516696,1.3522166,0.43407446,1.3594403,7.0
1.2856466,0.7015314,0.14790602,2.9959867,0.2985554,2.1405663,8.0
1.5360839,0.24453779,2.0109923,1.6122255,0.40096524,1.697037,9.0
1.470807,0.11650825,2.0253928,1.4048287,0.77394843,2.2335863,10.0
1.2750313,0.35975212,0.42821842,2.1544473,0.30550334,2.3720627,11.0
1.2656072,0.67381096,0.7536629,2.1284816,0.85071456,0.8184626,1.0
1.3460149,0.3597548,1.2143418,1.4830902,0.84819186,0.85079515,2.0
0.93491095,0.33564168,0.34686482,1.4040829,0.56477976,1.9140043,3.0
1.6711514,0.2580141,4.589542,1.3950421,0.4425604,0.45928708,4.0
1.2977455,0.24269298,1.4793632,1.1876235,0.40496457,1.6829692,5.0
1.2862778,0.58501756,1.6740035,0.8865451,0.480189,2.4643502,6.0
1.2752881,0.53652173,1.1999539,1.2759923,0.5651673,1.8999337,7.0
1.5325813,0.7784291,0.25244543,2.1711714,0.18147299,2.7029064,8.0
1.1884872,0.48058936,0.8986282,1.4198787,0.62420905,1.522125,9.0
1.6025833,0.79931974,3.6355593,1.2358654,0.32617536,2.1096003,10.0
1.6268313,0.1742068,1.5412599,1.3619198,0.070586205,0.41848525,11.0
1.2926168,0.29041252,1.7848815,1.0599737,0.5657196,0.51605445,1.0
1.2121459,0.4519307,1.3579222,0.93777835,0.49171945,1.8069297,2.0
1.1690112,0.96110153,0.40770236,0.95942175,0.8532127,2.0351145,3.0
1.4212914,0.40883183,1.5594269,1.3919019,0.8678084,1.2654473,4.0
1.1393199,0.0032375264,1.6262972,0.83221126,0.4308965,0.46666548,5.0
1.2093645,0.38300756,0.6526382,1.0871704,0.9599457,2.0161762,6.0
1.1105467,0.027277797,0.87039053,1.4488325,0.39298022,0.478085,7.0
0.96415126,0.30151868,0.42285478,0.7221815,0.8133081,1.7142643,8.0
0.8517809,0.0021395804,0.349486,0.6487942,0.49968857,1.3157952,9.0
1.1569542,0.22601414,1.2966578,0.98410374,0.5713083,0.96238726,10.0
0.99690175,0.53060764,0.5939248,1.0875919,0.736768,1.4996369,11.0
1.5965817,0.6828185,2.2130146,1.9789025,0.98100597,2.00849,1.0
1.1578045,0.349181,0.7782176,0.57360446,0.32942718,0.7183984,2.0
1.2973962,0.7112601,2.3572206,0.80604327,0.62126386,0.8206222,3.0
1.2870797,0.30145663,2.8024719,0.78535616,0.5592106,0.81879365,4.0
1.3752898,0.330842,1.9750906,1.1564492,0.6220635,1.1706233,5.0
1.2925489,0.6023017,1.6904721,1.0159932,0.6275936,0.97430396,6.0
1.7376053,0.9791403,4.008372,1.8605114,0.78052914,2.0778344,7.0
1.5683851,0.7367505,2.7876296,1.6138657,0.70043105,1.7358679,8.0
1.175701,0.9501189,0.6653415,1.6765711,0.43103945,1.1123846,9.0
1.5118201,0.77958596,1.7033415,1.7158557,0.6107047,0.6163955,10.0
0.8381638,0.38030592,0.5275293,0.7119168,0.7048746,1.0773444,11.0
1.1522702,0.47790277,0.8627589,1.1767218,0.7172609,1.7918463,1.0
1.0567436,0.42804316,0.63076454,1.7669829,0.68475163,0.96598214,2.0
0.9998714,0.44669375,0.37765634,2.206914,0.43816537,1.4699436,3.0
0.9731854,0.3633022,0.29370338,1.6898576,0.5040247,1.8958023,4.0
1.0371406,0.047679454,0.02013634,1.931343,0.3840731,0.57546735,5.0
1.2844744,0.51857877,1.0188454,1.682317,0.5564227,0.9304968,6.0
1.088865,0.42106193,0.6796896,1.7297312,0.56600314,1.1030036,7.0
0.96706164,0.4880517,0.13331796,1.4683592,0.7594889,1.7424525,8.0
