date,level,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,,,0.15,,,
1990-01-02,,,0.15,0.17,7.02,4.37
1990-01-03,,,0.15,0.12,11.22,6.91
1990-01-04,,,0.14,0.42,7.49,4.3
1990-01-05,,,0.14,0.07,0.2,2.74
1990-01-06,,,0.14,0.06,0.0,3.85
1990-01-07,,,0.14,0.06,0.0,3.62
1990-01-08,,,0.14,0.04,0.0,3.96
1990-01-09,,,0.14,0.14,0.0,3.77
1990-01-10,,,0.14,0.06,0.0,2.59
1990-01-11,,,0.14,0.16,0.63,3.77
1990-01-12,,,0.14,0.15,0.25,1.66
1990-01-13,,,0.14,0.06,0.0,2.07
1990-01-14,,,0.14,0.11,0.01,3.26
1990-01-15,,,0.14,0.12,0.0,3.15
1990-01-16,,,0.14,0.09,0.49,2.61
1990-01-17,,,0.14,0.19,0.0,2.59
1990-01-18,,,0.14,0.16,0.0,2.2
1990-01-19,,,0.14,0.33,0.0,1.78
1990-01-20,,,0.14,0.3,0.0,1.88
1990-01-21,,,0.14,0.35,0.0,1.65
1990-01-22,,,0.14,0.42,0.0,1.0
1990-01-23,,,0.14,0.57,0.0,1.81
1990-01-24,,,0.14,0.53,0.1,2.89
1990-01-25,,,0.14,0.68,0.0,6.01
1990-01-26,,,0.14,0.34,0.0,6.9
1990-01-27,,,0.14,0.25,0.0,5.24
1990-01-28,,,0.14,0.47,0.04,9.47
1990-01-29,,,0.14,0.39,9.55,2.65
1990-01-30,,,0.14,0.28,2.31,4.67
1990-01-31,,,0.14,0.27,0.1,4.41
1990-02-01,,,0.14,0.38,3.09,3.84
1990-02-02,,,0.14,0.35,0.1,3.2
1990-02-03,,,0.14,0.57,0.0,4.26
1990-02-04,,,0.14,0.71,0.0,4.87
1990-02-05,,,0.14,0.85,0.0,8.58
1990-02-06,,,0.14,0.63,0.0,7.74
1990-02-07,,,0.14,0.51,0.0,7.89
1990-02-08,,,0.14,0.56,0.0,7.16
1990-02-09,,,0.14,1.02,0.0,7.91
1990-02-10,,,0.14,1.28,0.0,7.67
1990-02-11,,,0.14,0.87,0.0,8.77
