date,outflow,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,126.743,607.875,4.95,,,
1990-01-02,123.93,603.165,0.89,0.43,12.13,8.74
1990-01-03,124.932,614.717,0.92,0.27,7.68,8.84
1990-01-04,131.326,636.594,0.94,0.34,3.68,6.45
1990-01-05,125.837,640.659,0.93,0.32,0.06,6.5
1990-01-06,15.606,649.217,0.9,0.08,0.0,6.43
1990-01-07,0.0,652.458,0.88,0.17,0.1,8.76
1990-01-08,0.0,660.893,0.85,0.05,0.02,7.23
1990-01-09,0.0,665.864,0.82,0.34,0.0,6.12
1990-01-10,0.398,669.55,0.8,0.29,0.0,5.73
1990-01-11,4.382,672.821,0.77,0.15,0.0,5.4
1990-01-12,0.0,675.986,0.75,0.3,0.0,5.4
1990-01-13,0.0,677.866,0.72,0.18,0.0,6.54
1990-01-14,0.0,679.75,0.7,0.11,0.0,6.62
1990-01-15,0.0,681.598,0.68,0.14,0.0,6.31
1990-01-16,0.0,683.015,0.66,0.32,0.0,6.3
1990-01-17,0.0,684.396,0.64,0.19,0.0,5.87
1990-01-18,0.0,685.343,0.62,0.14,0.0,4.59
1990-01-19,0.0,686.332,0.6,0.09,0.0,4.6
1990-01-20,0.0,687.716,0.58,0.28,0.0,4.76
1990-01-21,0.0,688.707,0.57,0.39,0.0,5.16
1990-01-22,0.0,690.135,0.55,0.28,0.0,5.47
1990-01-23,0.0,691.565,0.53,0.49,0.0,5.56
1990-01-24,1.048,693.036,0.52,0.35,0.0,8.86
1990-01-25,11.533,694.909,0.5,0.48,0.0,9.19
1990-01-26,0.0,696.626,0.49,0.6,0.16,10.42
1990-01-27,0.0,701.471,0.57,0.47,3.58,10.1
1990-01-28,0.0,706.782,0.58,1.02,15.02,10.79
1990-01-29,0.0,712.481,0.59,0.36,3.47,5.36
1990-01-30,0.0,722.121,0.59,0.88,3.2,8.05
1990-01-31,0.0,730.433,0.6,0.39,0.14,8.52
1990-02-01,0.0,738.26,0.59,0.5,5.05,7.14
1990-02-02,3.232,744.842,0.59,0.44,0.13,8.72
1990-02-03,35.553,747.545,0.58,0.45,0.11,8.58
1990-02-04,0.0,752.501,0.56,0.48,0.0,8.9
1990-02-05,0.0,757.099,0.55,0.58,0.0,9.67
1990-02-06,0.0,762.371,0.54,0.55,0.16,10.97
1990-02-07,0.0,764.854,0.52,0.84,0.13,11.42
1990-02-08,0.0,766.876,0.51,0.51,0.0,11.35
1990-02-09,0.0,768.901,0.5,0.76,0.0,11.71
1990-02-10,0.0,770.929,0.48,0.63,0.0,11.65
1990-02-11,0.0,772.918,0.47,0.6,0.0,10.14
1990-02-12,0.0,774.443,0.46,1.06,0.0,10.02
1990-02-13,0.0,775.97,0.45,1.26,0.0,10.23
1990-02-14,0.0,777.499,0.43,1.07,0.0,10.21
1990-02-15,0.0,779.029,0.42,1.28,0.0,10.69
1990-02-16,0.0,780.56,0.41,1.3,0.0,9.69
1990-02-17,0.0,782.093,0.4,1.17,0.0,9.85
1990-02-18,0.0,783.585,0.39,1.09,0.0,10.19
1990-02-19,0.0,784.609,0.38,0.76,0.01,9.44
1990-02-20,0.0,785.634,0.37,1.43,0.01,12.7
1990-02-21,0.0,786.66,0.37,1.58,0.0,13.8
1990-02-22,0.0,787.686,0.36,1.21,0.0,12.81
1990-02-23,0.0,788.713,0.35,2.02,0.0,12.43
1990-02-24,0.0,789.741,0.34,1.97,0.0,13.12
1990-02-25,0.0,790.769,0.33,2.32,0.0,13.63
1990-02-26,0.0,791.798,0.32,1.23,0.0,10.38
1990-02-27,0.0,792.828,0.32,1.59,0.0,12.83
1990-02-28,0.0,793.858,0.31,1.81,0.0,13.15
1990-03-01,0.0,794.846,0.3,2.21,0.0,12.41
1990-03-02,0.0,795.319,0.3,1.17,0.0,9.97
1990-03-03,0.0,795.32,0.29,1.3,1.08,9.34
1990-03-04,0.0,795.449,0.28,2.16,3.03,7.06
1990-03-05,0.0,796.87,0.28,2.26,0.62,8.22
1990-03-06,0.0,796.912,0.27,1.7,0.04,9.45
1990-03-07,0.0,797.38,0.27,2.22,0.0,10.75
1990-03-08,0.0,797.423,0.26,2.17,0.09,13.66
1990-03-09,0.0,797.901,0.26,0.96,0.64,9.43
1990-03-10,0.0,797.944,0.25,2.07,0.06,13.95
1990-03-11,0.0,798.461,0.24,2.59,0.02,14.33
1990-03-12,0.0,798.935,0.24,1.99,1.63,16.0
1990-03-13,0.0,798.978,0.24,1.83,0.43,14.41
1990-03-14,0.0,799.495,0.23,1.54,0.0,12.77
1990-03-15,0.0,799.97,0.23,2.45,0.0,13.29
1990-03-16,0.0,800.013,0.22,2.85,0.0,13.68
1990-03-17,0.0,800.487,0.21,3.36,0.0,14.02
1990-03-18,0.0,800.53,0.21,3.59,0.0,13.21
1990-03-19,0.0,801.005,0.21,2.87,0.0,12.66
1990-03-20,0.0,801.005,0.2,2.69,0.0,13.27
1990-03-21,0.0,801.048,0.2,3.84,0.0,13.83
1990-03-22,0.0,801.523,0.19,3.93,0.0,15.92
1990-03-23,0.0,801.523,0.2,4.1,0.0,18.23
1990-03-24,0.0,801.566,0.19,1.65,2.46,11.9
1990-03-25,0.0,802.041,0.19,1.97,1.92,11.94
1990-03-26,0.0,802.041,0.18,3.27,0.0,11.8
1990-03-27,0.0,802.084,0.18,4.28,0.0,9.38
1990-03-28,0.0,802.56,0.17,4.02,0.0,8.19
1990-03-29,0.0,802.56,0.17,3.94,0.0,9.76
1990-03-30,0.0,802.56,0.17,4.68,0.0,11.07
1990-03-31,0.0,802.56,0.17,3.97,0.71,11.56
1990-04-01,0.0,802.646,0.2,3.03,5.24,14.42
1990-04-02,0.0,803.597,0.22,1.72,14.02,11.0
1990-04-03,0.0,803.64,0.24,2.05,3.17,9.66
1990-04-04,0.0,804.116,0.24,2.03,0.13,10.32
1990-04-05,0.0,804.246,0.44,2.29,0.07,12.96
1990-04-06,0.0,805.761,0.42,1.67,12.39,11.29
1990-04-07,0.0,806.756,0.34,1.99,2.51,9.81
1990-04-08,0.0,807.276,0.34,2.54,7.67,11.45
1990-04-09,0.0,807.796,0.35,2.18,5.95,10.22
1990-04-10,0.0,808.316,0.37,1.93,8.84,7.83
1990-04-11,0.0,808.833,0.38,2.83,0.19,8.41
1990-04-12,0.0,809.354,0.37,3.24,0.0,10.94
1990-04-13,0.0,809.874,0.37,4.36,0.0,14.45
1990-04-14,0.0,810.352,0.36,2.94,0.02,13.77
1990-04-15,0.0,810.352,0.35,3.02,0.0,12.76
1990-04-16,0.0,810.352,0.34,5.01,0.0,14.51
1990-04-17,0.0,810.352,0.34,4.41,0.0,14.56
1990-04-18,0.0,810.352,0.33,4.05,0.0,14.8
1990-04-19,0.0,810.395,0.32,4.12,0.0,12.97
1990-04-20,0.0,810.873,0.31,4.74,0.0,14.32
1990-04-21,0.0,810.873,0.31,5.27,0.0,10.94
1990-04-22,0.0,810.873,0.3,3.01,0.0,8.83
1990-04-23,0.0,810.873,0.3,2.63,0.11,8.64
1990-04-24,0.0,810.917,0.29,3.16,0.05,10.42
1990-04-25,0.0,811.395,0.37,3.56,1.4,12.68
1990-04-26,0.0,811.395,0.34,2.66,2.81,12.04
1990-04-27,0.0,811.438,0.34,3.21,0.2,13.36
1990-04-28,0.0,811.959,0.35,4.18,4.43,15.69
1990-04-29,0.0,812.481,0.36,3.65,4.64,14.73
1990-04-30,0.0,813.002,0.36,2.61,8.67,13.7
1990-05-01,0.0,813.481,0.37,2.91,3.87,13.94
1990-05-02,0.0,813.481,0.37,3.1,0.13,13.66
1990-05-03,0.0,813.524,0.36,3.38,0.02,13.93
1990-05-04,0.0,814.003,0.35,5.0,0.0,13.7
1990-05-05,0.0,814.003,0.34,5.69,0.0,15.26
1990-05-06,0.0,814.003,0.34,5.76,0.0,15.79
1990-05-07,0.0,814.003,0.33,5.54,0.0,15.93
1990-05-08,0.0,814.003,0.32,5.24,0.0,17.08
1990-05-09,0.0,814.047,0.31,5.08,0.0,17.64
1990-05-10,0.0,814.525,0.31,4.87,0.0,17.57
1990-05-11,0.0,814.525,0.3,4.03,0.26,16.08
1990-05-12,0.0,814.525,0.3,4.84,1.56,18.84
1990-05-13,0.0,814.569,0.29,2.86,2.96,15.84
1990-05-14,0.0,815.048,0.28,3.51,0.06,14.94
1990-05-15,0.0,815.048,0.27,5.26,0.0,18.78
1990-05-16,0.0,815.048,0.27,5.3,0.0,20.08
1990-05-17,0.0,815.048,0.26,5.91,0.0,20.95
1990-05-18,0.235,815.004,0.26,5.09,0.0,18.94
1990-05-19,2.81,814.481,0.25,5.29,0.0,19.4
1990-05-20,3.15,813.916,0.24,5.33,0.0,19.38
1990-05-21,7.809,813.002,0.24,5.66,0.0,17.97
1990-05-22,0.0,813.481,0.24,4.73,0.22,17.65
1990-05-23,0.25,813.438,0.23,5.43,0.0,17.21
1990-05-24,2.748,812.959,0.22,5.19,0.08,15.95
1990-05-25,0.0,812.959,0.22,5.93,0.0,18.36
1990-05-26,0.0,812.959,0.22,4.65,0.0,19.34
1990-05-27,0.0,812.959,0.21,5.97,0.0,22.21
1990-05-28,0.068,812.915,0.2,5.97,1.78,21.39
1990-05-29,0.753,812.437,0.2,7.43,0.04,19.18
1990-05-30,0.093,812.394,0.2,6.58,0.0,20.73
1990-05-31,1.018,811.873,0.19,7.02,0.0,22.6
1990-06-01,0.0,811.351,0.19,6.88,0.0,22.78
1990-06-02,0.0,810.873,0.18,8.0,0.0,24.47
1990-06-03,0.188,810.83,0.18,6.71,0.0,23.59
1990-06-04,2.194,810.309,0.18,5.62,0.0,22.02
1990-06-05,1.467,809.788,0.17,5.81,0.0,20.17
1990-06-06,0.965,809.311,0.17,6.33,0.0,19.34
1990-06-07,0.041,809.268,0.17,5.87,0.0,21.14
1990-06-08,0.446,808.79,0.16,7.48,0.0,22.42
1990-06-09,0.035,808.747,0.16,6.83,0.0,24.45
1990-06-10,0.382,808.273,0.16,8.54,0.0,22.7
1990-06-11,0.231,808.23,0.16,6.96,0.0,21.52
1990-06-12,2.536,807.753,0.16,5.73,0.0,19.89
1990-06-13,0.16,807.71,0.15,5.51,0.0,19.83
1990-06-14,1.966,807.19,0.15,5.64,0.0,19.6
1990-06-15,2.26,806.713,0.15,5.75,0.0,19.25
1990-06-16,0.166,806.67,0.14,6.04,0.0,20.9
1990-06-17,2.027,806.15,0.14,6.29,0.0,19.11
1990-06-18,2.363,805.631,0.14,7.37,0.0,20.27
1990-06-19,1.758,805.111,0.14,6.5,0.0,21.25
1990-06-20,1.855,804.592,0.13,5.99,0.0,21.51
1990-06-21,1.799,804.073,0.13,6.18,0.0,19.64
1990-06-22,1.93,803.597,0.13,6.5,0.0,20.9
1990-06-23,0.0,803.597,0.12,6.75,0.0,22.93
1990-06-24,0.0,803.597,0.12,7.33,0.0,27.08
1990-06-25,0.08,803.554,0.13,8.1,0.0,28.03
1990-06-26,0.881,803.078,0.12,4.95,0.0,25.27
1990-06-27,0.082,803.035,0.12,7.38,0.0,26.25
1990-06-28,0.993,802.517,0.11,6.86,0.0,23.05
1990-06-29,12.284,801.095,0.11,7.03,0.0,23.56
1990-06-30,138.263,789.446,0.11,6.32,0.0,23.33
1990-07-01,169.004,774.619,0.11,7.89,0.0,23.73
1990-07-02,162.875,760.151,0.1,7.49,0.0,25.42
1990-07-03,123.286,748.999,0.1,7.61,0.0,25.12
1990-07-04,11.236,747.626,0.1,8.45,0.0,25.17
1990-07-05,0.0,747.626,0.1,7.37,0.0,26.44
1990-07-06,0.0,747.626,0.1,8.19,0.0,26.4
1990-07-07,0.0,747.668,0.1,6.52,0.0,25.5
1990-07-08,0.0,748.125,0.1,7.01,0.08,26.92
1990-07-09,0.0,748.125,0.1,6.29,0.0,27.53
1990-07-10,0.0,748.083,0.09,5.84,0.0,28.76
1990-07-11,0.0,747.584,0.09,7.93,0.0,29.2
1990-07-12,0.0,747.127,0.09,9.09,0.0,29.21
1990-07-13,0.082,747.085,0.09,8.87,0.0,28.06
1990-07-14,0.902,746.628,0.09,7.03,0.0,24.94
1990-07-15,0.085,746.586,0.08,7.04,0.0,22.67
1990-07-16,1.318,746.046,0.08,7.42,0.0,24.63
1990-07-17,4.222,745.091,0.08,7.58,0.0,26.04
1990-07-18,0.0,744.593,0.08,9.33,0.0,26.94
1990-07-19,0.0,744.137,0.08,8.31,0.0,29.84
1990-07-20,0.0,744.095,0.08,8.04,0.0,30.22
1990-07-21,0.0,743.639,0.08,7.79,0.0,30.43
1990-07-22,0.0,743.597,0.08,7.55,0.0,30.3
1990-07-23,0.0,743.1,0.08,5.64,2.26,28.99
1990-07-24,0.0,742.602,0.07,6.67,0.04,28.49
1990-07-25,0.469,742.063,0.07,10.53,0.0,30.09
1990-07-26,5.291,741.112,0.08,6.83,0.0,25.9
1990-07-27,1.485,740.656,0.07,5.8,0.0,24.1
1990-07-28,0.122,740.615,0.08,6.75,1.31,24.6
1990-07-29,1.347,740.159,0.07,4.76,4.82,21.29
1990-07-30,0.0,740.118,0.07,7.86,0.1,24.4
1990-07-31,12.228,738.593,0.07,6.54,0.0,27.25
1990-08-01,137.386,726.575,0.07,7.64,0.0,28.1
1990-08-02,31.667,723.834,0.07,6.61,0.0,30.29
1990-08-03,0.085,723.343,0.07,7.7,0.0,28.51
1990-08-04,0.0,722.853,0.06,6.74,0.0,28.45
1990-08-05,0.0,722.363,0.06,8.16,0.0,27.88
1990-08-06,0.0,721.873,0.06,7.79,0.18,28.58
1990-08-07,0.0,721.384,0.06,6.25,0.0,28.06
1990-08-08,0.0,720.935,0.06,7.07,0.0,26.75
1990-08-09,0.116,720.894,0.06,6.05,0.36,26.34
1990-08-10,1.321,720.405,0.06,5.85,0.0,26.08
1990-08-11,0.555,719.916,0.06,6.11,0.0,27.03
1990-08-12,0.392,719.427,0.06,6.87,0.0,27.57
1990-08-13,0.0,718.979,0.06,7.46,0.0,27.42
1990-08-14,0.13,718.938,0.06,6.16,0.0,25.88
1990-08-15,1.52,718.449,0.06,5.84,0.0,24.91
1990-08-16,0.955,718.002,0.05,6.97,0.0,25.69
1990-08-17,0.037,717.961,0.06,7.62,0.0,26.8
1990-08-18,0.423,717.472,0.05,5.57,0.0,27.45
1990-08-19,0.212,717.025,0.05,7.21,0.0,28.33
1990-08-20,0.0,717.025,0.05,6.68,2.18,27.25
1990-08-21,0.132,716.984,0.06,5.19,0.05,23.12
1990-08-22,1.454,716.537,0.05,5.14,0.02,24.0
1990-08-23,0.0,716.537,0.05,5.59,0.0,23.8
1990-08-24,0.0,716.537,0.05,6.1,0.0,25.61
1990-08-25,0.072,716.496,0.05,6.03,0.0,25.4
1990-08-26,0.796,716.05,0.05,6.57,0.0,25.06
1990-08-27,0.062,716.009,0.05,6.77,0.0,24.9
1990-08-28,0.679,715.562,0.05,6.43,0.0,27.14
1990-08-29,0.075,715.521,0.05,5.44,0.0,26.08
1990-08-30,0.828,715.075,0.05,6.36,0.0,24.12
1990-08-31,0.536,714.994,0.05,5.38,0.0,22.73
1990-09-01,5.973,714.059,0.05,4.73,0.0,22.8
1990-09-02,0.921,713.573,0.05,4.83,0.0,22.72
1990-09-03,1.146,713.127,0.05,5.26,0.0,24.28
1990-09-04,0.078,713.086,0.05,4.54,0.0,25.75
1990-09-05,0.915,712.599,0.05,5.37,0.0,25.5
1990-09-06,0.615,712.154,0.05,4.97,0.0,26.95
1990-09-07,0.0,712.154,0.04,5.25,0.0,26.69
1990-09-08,0.136,712.113,0.05,6.02,0.0,24.96
1990-09-09,1.496,711.668,0.05,3.5,9.04,23.13
1990-09-10,0.122,711.628,0.05,3.17,0.81,21.9
1990-09-11,1.519,711.133,0.05,4.23,0.0,23.47
1990-09-12,1.888,710.604,0.05,4.24,0.0,23.62
1990-09-13,0.243,710.656,0.05,3.09,0.0,22.71
1990-09-14,2.674,710.211,0.05,3.21,0.0,22.33
1990-09-15,0.188,710.171,0.04,3.08,0.0,24.18
1990-09-16,2.069,709.725,0.04,3.13,0.1,23.05
1990-09-17,0.0,709.725,0.04,3.03,2.01,22.18
1990-09-18,0.0,709.725,0.04,3.53,0.21,22.3
1990-09-19,0.622,709.644,0.04,3.78,0.87,21.91
1990-09-20,6.843,708.755,0.04,3.77,0.07,23.47
1990-09-21,0.171,708.715,0.04,4.22,0.0,23.6
1990-09-22,2.068,708.23,0.04,4.46,0.0,21.47
1990-09-23,2.336,707.752,0.04,3.29,0.0,21.39
1990-09-24,2.705,707.347,0.04,2.99,0.0,19.41
1990-09-25,0.0,707.792,0.04,2.35,0.0,20.27
1990-09-26,1.553,707.631,0.04,2.77,0.0,18.72
1990-09-27,17.081,705.855,0.04,3.81,0.0,22.13
1990-09-28,0.098,705.815,0.04,3.95,0.0,25.62
1990-09-29,1.083,705.371,0.05,2.55,0.62,25.26
1990-09-30,0.318,705.331,0.04,3.22,2.38,23.56
1990-10-01,3.501,704.89,0.04,2.36,0.07,20.56
1990-10-02,0.0,704.89,0.04,2.29,0.02,20.47
1990-10-03,0.0,704.89,0.04,2.42,0.25,19.96
1990-10-04,0.0,704.89,0.04,2.0,0.89,18.93
1990-10-05,0.087,704.85,0.04,2.36,0.0,17.2
1990-10-06,0.955,704.41,0.04,2.79,0.0,18.57
1990-10-07,0.164,704.369,0.04,2.9,0.0,19.57
1990-10-08,1.804,703.92,0.04,3.51,0.0,17.14
1990-10-09,0.174,703.88,0.03,2.95,0.0,14.48
