date,outflow,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,300.962,211.171,2.18,,,
1990-01-02,296.007,205.672,1.61,0.0,2.11,2.36
1990-01-03,296.006,200.011,1.57,0.27,1.92,3.0
1990-01-04,295.996,195.998,1.54,0.04,0.91,2.73
1990-01-05,296.006,195.917,1.39,0.09,0.38,3.37
1990-01-06,295.996,194.882,1.82,0.09,0.07,5.04
1990-01-07,296.006,193.071,2.16,0.26,9.54,1.93
1990-01-08,291.496,189.438,1.72,0.05,0.37,1.42
1990-01-09,241.602,184.029,1.46,0.01,0.0,0.16
1990-01-10,236.62,184.095,1.25,0.02,0.0,0.05
1990-01-11,230.714,184.991,1.08,0.01,0.0,-0.78
1990-01-12,237.996,186.959,0.95,0.02,0.0,-0.88
1990-01-13,263.0,188.439,0.83,0.04,0.0,-0.65
1990-01-14,264.697,188.138,0.8,0.05,0.02,0.08
1990-01-15,226.084,184.355,0.8,0.03,0.04,0.58
1990-01-16,202.03,179.075,0.8,0.19,0.0,-0.2
1990-01-17,215.531,177.96,0.8,0.01,0.0,-0.75
1990-01-18,218.201,180.045,0.8,0.19,0.4,0.47
1990-01-19,209.099,180.955,0.8,0.16,0.11,-0.52
1990-01-20,228.233,181.728,0.8,0.01,0.0,-1.09
1990-01-21,209.33,181.042,0.8,0.15,0.0,-1.42
1990-01-22,214.447,180.95,0.8,0.08,0.0,0.84
1990-01-23,202.31,175.81,0.8,0.07,0.15,0.95
1990-01-24,163.102,174.157,0.8,0.35,0.14,5.29
1990-01-25,185.768,177.756,0.8,0.17,0.61,9.05
1990-01-26,169.057,179.293,0.8,0.37,6.53,6.35
1990-01-27,197.115,183.117,0.82,0.3,1.39,3.98
1990-01-28,162.19,181.88,1.91,0.33,17.16,2.57
1990-01-29,185.197,182.864,2.37,0.08,1.82,1.25
1990-01-30,243.464,183.007,2.93,0.21,15.97,0.01
1990-01-31,292.67,181.935,3.5,0.4,2.1,6.29
1990-02-01,300.011,182.319,4.13,0.61,12.51,4.38
1990-02-02,300.0,185.762,4.01,0.44,7.23,5.05
1990-02-03,308.702,192.921,3.65,0.39,2.36,8.68
1990-02-04,402.619,206.868,3.21,0.17,0.74,3.81
1990-02-05,378.071,213.154,2.8,0.2,0.11,4.35
1990-02-06,323.872,213.392,2.49,0.37,1.61,7.12
1990-02-07,300.0,212.878,2.24,0.76,0.93,7.86
1990-02-08,300.0,211.504,2.04,0.45,0.55,9.23
1990-02-09,299.667,208.369,1.88,0.54,2.51,8.89
1990-02-10,296.34,206.861,1.69,0.48,0.21,9.71
1990-02-11,300.0,206.434,1.52,0.41,0.91,5.91
1990-02-12,299.667,204.228,1.39,1.32,1.0,8.09
1990-02-13,296.006,198.99,1.26,1.14,0.5,7.58
1990-02-14,293.83,197.976,1.12,0.47,0.04,6.44
1990-02-15,272.177,199.878,0.98,0.48,0.0,6.01
1990-02-16,295.995,202.249,0.87,0.36,0.07,7.58
1990-02-17,295.996,202.345,0.8,0.44,0.13,5.18
1990-02-18,296.005,201.783,0.8,0.32,0.07,6.15
1990-02-19,295.986,199.376,1.01,0.56,6.22,5.09
1990-02-20,295.673,192.627,1.14,0.48,0.3,7.82
1990-02-21,289.001,187.352,1.07,0.54,1.17,7.56
1990-02-22,254.096,184.216,0.99,0.6,0.4,8.61
1990-02-23,233.231,183.402,0.88,0.88,0.0,10.03
1990-02-24,233.381,183.698,0.8,0.92,0.0,10.5
1990-02-25,223.424,182.734,0.8,0.63,0.13,9.28
1990-02-26,134.386,180.273,0.8,1.01,0.0,8.59
1990-02-27,191.356,182.164,0.8,0.8,0.0,8.0
1990-02-28,188.484,181.739,0.8,0.79,0.0,8.1
1990-03-01,183.242,179.699,0.8,0.96,0.08,7.22
1990-03-02,228.379,179.441,0.8,0.71,0.17,4.78
1990-03-03,219.568,177.83,0.8,0.89,0.14,2.87
1990-03-04,219.297,176.861,0.8,2.61,0.0,2.97
1990-03-05,171.337,175.175,0.8,2.52,0.0,4.84
1990-03-06,162.067,174.554,0.8,1.7,0.0,5.15
1990-03-07,137.451,174.208,0.8,2.11,0.0,7.96
1990-03-08,147.383,175.588,0.8,1.26,0.55,9.47
1990-03-09,134.332,177.076,0.8,0.78,3.63,5.77
1990-03-10,156.953,180.739,0.8,0.99,0.18,8.26
1990-03-11,162.115,181.99,0.8,2.22,0.0,11.81
1990-03-12,122.026,180.958,0.8,1.62,3.05,11.59
1990-03-13,143.861,177.478,0.8,1.31,0.14,12.29
1990-03-14,113.651,177.094,0.8,1.04,0.56,7.69
1990-03-15,102.756,178.141,0.8,1.27,0.0,8.12
1990-03-16,149.495,179.161,0.8,1.62,0.0,9.67
1990-03-17,120.447,177.329,0.8,2.1,0.0,11.24
1990-03-18,60.887,176.861,0.8,2.42,0.0,10.98
1990-03-19,32.14,179.701,0.8,2.35,0.0,11.08
1990-03-20,65.244,182.525,0.8,2.03,0.0,12.25
1990-03-21,109.358,183.369,0.8,2.37,0.0,12.73
1990-03-22,69.216,183.624,0.8,2.06,0.0,12.25
1990-03-23,69.562,186.738,0.8,1.56,2.27,10.73
1990-03-24,86.998,190.407,0.8,1.01,3.4,6.84
1990-03-25,98.418,192.702,0.8,1.5,1.92,8.27
1990-03-26,63.344,193.081,0.8,2.21,0.01,4.96
1990-03-27,122.654,192.886,0.8,2.12,0.0,5.4
1990-03-28,125.193,190.6,0.8,1.91,0.0,4.98
1990-03-29,120.387,188.767,0.8,1.48,0.0,4.48
1990-03-30,89.115,186.457,0.8,2.59,0.0,6.06
1990-03-31,89.2,186.847,0.8,3.29,0.0,8.07
1990-04-01,72.03,187.16,0.8,2.73,0.45,8.99
1990-04-02,40.309,188.047,0.8,1.89,2.44,9.84
1990-04-03,88.682,189.534,0.8,0.91,1.62,5.01
1990-04-04,105.546,187.957,0.79,1.76,0.27,6.55
1990-04-05,100.742,185.533,0.79,1.22,3.2,5.48
1990-04-06,71.621,184.848,0.8,0.83,12.95,3.77
1990-04-07,57.109,188.432,0.8,1.2,3.11,4.7
1990-04-08,51.827,193.377,0.8,1.77,0.62,6.56
1990-04-09,75.56,199.558,0.8,1.77,1.67,7.77
1990-04-10,112.237,198.282,0.8,1.8,0.29,3.63
1990-04-11,75.512,197.402,0.8,1.56,0.29,5.19
1990-04-12,76.489,200.733,0.8,2.28,0.0,8.13
1990-04-13,72.581,203.03,0.8,2.41,0.06,9.7
1990-04-14,115.432,201.775,0.8,1.34,2.33,5.41
1990-04-15,114.284,196.466,0.8,1.92,0.14,7.98
1990-04-16,104.57,193.533,0.8,1.69,0.46,6.12
1990-04-17,80.083,189.42,0.8,2.93,0.45,9.88
1990-04-18,95.334,189.794,0.8,1.83,0.08,4.81
1990-04-19,112.7,189.625,0.8,1.94,0.16,5.52
1990-04-20,123.483,187.597,0.8,2.05,0.32,6.54
1990-04-21,109.121,185.711,0.8,1.81,1.16,2.66
1990-04-22,98.216,185.167,0.8,1.73,1.68,3.69
1990-04-23,96.161,184.262,0.8,1.94,1.05,6.48
1990-04-24,85.083,181.053,0.8,1.89,0.7,6.36
1990-04-25,87.442,181.695,0.8,2.21,0.05,6.98
1990-04-26,102.074,183.489,0.8,2.75,0.02,6.8
1990-04-27,84.66,183.336,0.8,4.43,0.0,8.83
1990-04-28,47.73,183.105,0.8,4.45,0.0,12.67
1990-04-29,40.229,184.747,0.8,3.95,0.0,14.81
1990-04-30,17.075,187.106,0.8,4.81,0.0,14.95
1990-05-01,50.422,190.546,0.8,3.7,0.31,13.42
1990-05-02,32.636,194.314,0.8,4.02,0.12,13.18
1990-05-03,91.804,193.844,0.8,5.14,0.0,13.35
1990-05-04,127.545,189.774,0.77,6.22,0.0,13.89
1990-05-05,102.929,186.468,0.74,4.58,0.0,15.66
1990-05-06,76.538,185.489,0.71,3.17,0.15,14.15
1990-05-07,39.436,185.589,0.69,3.45,0.22,13.8
1990-05-08,66.145,186.87,0.66,4.18,0.11,14.28
1990-05-09,41.791,189.118,0.64,3.34,0.71,14.24
1990-05-10,45.352,192.209,0.63,2.35,4.62,10.89
1990-05-11,71.747,193.416,0.64,3.89,0.15,13.81
1990-05-12,65.028,195.766,0.66,3.47,4.48,15.24
1990-05-13,53.818,197.753,0.74,1.66,11.76,10.38
1990-05-14,50.406,196.979,0.79,2.7,0.96,11.66
1990-05-15,64.717,197.179,0.8,2.5,0.08,11.27
1990-05-16,49.789,199.451,0.8,3.5,0.0,12.72
1990-05-17,64.722,200.293,0.8,4.07,4.36,15.84
1990-05-18,55.561,201.066,0.8,3.26,0.47,12.68
1990-05-19,57.431,202.273,0.8,3.32,1.21,12.3
1990-05-20,72.294,201.078,0.8,3.85,0.14,13.68
1990-05-21,37.137,200.828,0.8,3.36,0.19,12.33
1990-05-22,86.719,199.416,0.8,3.04,0.16,10.94
1990-05-23,79.73,198.484,0.8,2.8,5.42,11.15
1990-05-24,51.039,201.282,0.8,2.77,0.75,11.0
1990-05-25,50.028,203.462,0.8,4.11,0.02,15.53
1990-05-26,55.186,204.307,0.8,3.01,4.34,13.83
1990-05-27,56.48,205.035,0.8,2.73,0.91,13.15
1990-05-28,12.049,207.164,0.8,3.38,0.17,13.36
1990-05-29,62.381,206.892,0.8,5.06,0.0,15.7
1990-05-30,73.259,205.641,0.8,4.7,0.0,15.65
1990-05-31,65.257,204.792,0.8,5.2,0.0,17.76
1990-06-01,59.886,204.15,0.8,5.03,0.0,19.1
1990-06-02,68.826,202.778,0.8,4.01,0.0,17.34
1990-06-03,60.279,200.912,0.8,5.54,0.03,18.8
1990-06-04,15.287,202.022,0.8,5.09,0.04,18.63
1990-06-05,54.224,201.257,0.8,2.22,4.34,11.36
1990-06-06,44.612,201.495,0.8,4.71,0.24,10.73
1990-06-07,61.55,201.425,0.8,5.46,0.0,15.34
1990-06-08,53.029,203.559,0.8,4.62,0.0,14.65
1990-06-09,45.2,203.957,0.8,4.27,0.03,16.28
1990-06-10,59.827,205.605,0.8,4.83,0.0,15.91
1990-06-11,13.083,207.718,0.8,5.88,0.64,16.88
1990-06-12,60.323,208.849,0.78,3.58,0.37,14.72
1990-06-13,75.89,209.293,0.76,3.91,0.0,14.67
1990-06-14,79.588,208.283,0.75,3.59,7.38,15.67
1990-06-15,54.984,208.948,0.75,3.87,0.26,15.15
1990-06-16,71.971,207.412,0.75,4.53,0.0,16.67
