date,outflow,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,,,0.14,,,
1990-01-02,,,0.14,0.26,4.36,3.6
1990-01-03,,,0.14,0.59,2.06,3.89
1990-01-04,,,0.14,0.09,0.48,1.19
1990-01-05,,,0.14,0.19,0.0,2.72
1990-01-06,,,0.14,0.36,0.0,5.52
1990-01-07,,,0.14,0.39,2.27,5.42
1990-01-08,,,0.14,0.16,0.37,1.52
1990-01-09,,,0.14,0.09,0.0,1.04
1990-01-10,,,0.14,0.18,0.0,2.33
1990-01-11,,,0.14,0.05,0.0,-0.21
1990-01-12,,,0.14,0.44,0.0,2.93
1990-01-13,,,0.14,0.3,0.0,3.29
1990-01-14,,,0.14,0.18,0.0,1.83
1990-01-15,,,0.14,0.22,0.0,1.64
1990-01-16,,,0.14,0.23,0.0,1.84
1990-01-17,,,0.14,0.24,0.0,2.74
1990-01-18,,,0.14,0.26,0.02,2.31
1990-01-19,,,0.14,0.13,0.1,0.58
1990-01-20,,,0.14,0.37,0.0,1.69
1990-01-21,,,0.14,0.55,0.0,3.25
1990-01-22,,,0.14,0.45,0.0,3.31
1990-01-23,,,0.14,0.59,0.0,4.07
1990-01-24,,,0.14,0.45,0.17,4.45
1990-01-25,,,0.14,0.2,1.08,5.65
1990-01-26,,,0.14,0.46,0.8,6.86
1990-01-27,,,0.14,0.51,2.83,4.95
1990-01-28,,,0.14,0.64,20.19,4.12
1990-01-29,,,0.14,0.34,1.03,-0.11
1990-01-30,,,0.14,0.52,3.68,2.58
1990-01-31,,,0.14,0.64,0.1,4.92
1990-02-01,,,0.14,0.53,10.89,2.19
1990-02-02,,,0.14,0.41,0.44,3.47
1990-02-03,,,0.14,0.43,0.14,6.39
1990-02-04,,,0.14,0.32,0.2,5.18
1990-02-05,,,0.14,0.47,0.0,6.48
1990-02-06,,,0.14,0.92,0.0,7.45
1990-02-07,,,0.14,1.1,1.92,7.27
1990-02-08,,,0.14,0.87,0.1,7.69
1990-02-09,,,0.14,0.5,0.0,9.59
1990-02-10,,,0.14,0.52,0.0,10.01
1990-02-11,,,0.14,0.61,0.0,6.1
1990-02-12,,,0.14,1.08,0.1,5.08
1990-02-13,,,0.14,1.17,0.0,5.61
1990-02-14,,,0.14,0.7,0.0,5.6
1990-02-15,,,0.14,1.06,0.0,7.85
1990-02-16,,,0.14,0.96,0.0,5.59
1990-02-17,,,0.14,1.0,0.0,7.79
1990-02-18,,,0.14,1.08,0.0,10.73
1990-02-19,,,0.14,1.01,0.35,9.26
1990-02-20,,,0.14,0.69,0.0,8.37
