date,outflow,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,11.792,9.222,2.11,,,
1990-01-02,9.375,9.2,0.23,0.03,0.06,5.93
1990-01-03,8.0,9.189,0.28,0.0,0.0,6.05
1990-01-04,8.25,9.191,0.42,0.19,29.18,6.08
1990-01-05,10.917,9.215,0.42,0.16,3.69,4.47
1990-01-06,9.792,9.183,0.38,0.0,0.1,4.19
1990-01-07,7.458,9.182,0.36,0.01,0.0,4.34
1990-01-08,6.958,9.176,0.37,0.24,5.0,3.63
1990-01-09,6.5,9.171,0.34,0.08,0.14,2.91
1990-01-10,6.458,9.17,0.31,0.03,0.09,4.1
1990-01-11,6.0,9.165,0.29,0.02,0.0,2.91
1990-01-12,5.958,9.165,0.28,0.15,1.35,3.7
1990-01-13,5.5,9.159,0.26,0.24,0.51,3.17
1990-01-14,5.5,9.159,0.24,0.07,0.0,3.47
1990-01-15,5.5,9.159,0.24,0.34,0.0,5.58
1990-01-16,5.5,9.153,0.23,0.03,0.0,4.25
1990-01-17,5.5,9.153,0.23,0.0,0.0,2.92
1990-01-18,5.5,9.153,0.22,0.0,0.0,1.16
1990-01-19,5.5,9.153,0.22,0.23,0.0,4.02
1990-01-20,5.5,9.153,0.22,0.48,0.0,3.49
1990-01-21,5.417,9.153,0.22,0.37,0.0,3.59
1990-01-22,4.5,9.148,0.22,0.47,0.0,3.04
1990-01-23,4.5,9.148,0.22,0.51,0.0,1.89
1990-01-24,4.483,9.147,0.22,0.54,0.0,3.45
1990-01-25,4.3,9.142,0.22,0.37,0.0,8.21
1990-01-26,4.275,9.142,0.22,0.52,0.0,11.87
1990-01-27,3.967,9.141,0.22,0.41,0.7,8.45
1990-01-28,3.6,9.136,0.22,0.23,0.0,8.04
1990-01-29,3.6,9.136,0.22,0.23,0.59,5.74
1990-01-30,3.6,9.136,0.21,0.54,0.0,6.03
1990-01-31,3.6,9.136,0.22,0.89,0.0,6.55
1990-02-01,3.6,9.135,0.22,0.22,0.61,6.11
1990-02-02,3.6,9.13,0.22,0.52,0.0,5.45
1990-02-03,3.6,9.13,0.22,0.13,0.0,6.5
1990-02-04,3.6,9.13,0.22,0.27,0.0,8.36
