date,level,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,,,0.03,,,
1990-01-02,,,0.01,0.26,9.52,10.14
1990-01-03,,,0.01,0.08,13.08,11.15
1990-01-04,,,0.0,0.37,10.95,5.91
1990-01-05,,,0.0,0.22,0.22,7.59
1990-01-06,,,0.0,0.29,0.02,9.87
1990-01-07,,,0.0,0.27,0.0,10.66
1990-01-08,,,0.0,0.16,0.0,10.17
1990-01-09,,,0.0,1.09,0.01,9.92
1990-01-10,,,0.0,0.34,0.01,8.44
1990-01-11,,,0.0,0.35,0.2,7.95
1990-01-12,,,0.0,0.31,0.17,7.13
1990-01-13,,,0.0,0.57,0.06,7.99
1990-01-14,,,0.0,0.46,0.0,9.02
1990-01-15,,,0.0,0.5,0.0,8.4
1990-01-16,,,0.0,0.47,0.38,9.09
1990-01-17,,,0.0,0.65,0.12,9.89
1990-01-18,,,0.0,0.17,0.0,7.99
1990-01-19,,,0.0,0.51,0.0,7.95
1990-01-20,,,0.0,0.92,0.0,8.04
1990-01-21,,,0.0,0.64,0.0,8.15
1990-01-22,,,0.0,0.56,0.0,7.64
1990-01-23,,,0.0,0.99,0.0,6.95
1990-01-24,,,0.0,0.87,0.0,8.05
1990-01-25,,,0.0,0.95,0.0,10.85
1990-01-26,,,0.0,0.58,0.01,11.43
1990-01-27,,,0.01,0.6,0.4,11.7
1990-01-28,,,0.0,0.97,23.5,11.63
1990-01-29,,,0.0,0.39,3.85,6.59
1990-01-30,,,0.0,0.94,3.31,9.05
1990-01-31,,,0.0,0.54,0.08,10.48
1990-02-01,,,0.0,0.51,3.96,8.46
1990-02-02,,,0.0,0.67,0.15,9.45
1990-02-03,,,0.0,0.53,0.0,9.53
1990-02-04,,,0.0,0.84,0.0,10.22
1990-02-05,,,0.0,0.77,0.0,12.55
1990-02-06,,,0.0,0.85,0.0,12.46
1990-02-07,,,0.0,0.86,0.0,12.57
1990-02-08,,,0.0,0.81,0.0,13.44
1990-02-09,,,0.0,1.21,0.0,12.57
1990-02-10,,,0.0,1.19,0.0,12.27
1990-02-11,,,0.0,0.94,0.0,11.74
1990-02-12,,,0.0,1.1,0.0,9.98
1990-02-13,,,0.0,1.88,0.0,11.55
1990-02-14,,,0.0,1.21,0.0,11.12
1990-02-15,,,0.0,2.2,0.0,12.46
1990-02-16,,,0.0,2.15,0.0,12.35
1990-02-17,,,0.0,1.54,0.0,11.97
1990-02-18,,,0.0,0.97,0.0,10.61
1990-02-19,,,0.0,0.98,0.0,10.61
1990-02-20,,,0.0,2.28,0.0,13.88
1990-02-21,,,0.0,1.66,0.0,13.63
1990-02-22,,,0.0,1.69,0.0,13.88
1990-02-23,,,0.0,2.17,0.0,13.35
1990-02-24,,,0.0,2.3,0.0,14.71
1990-02-25,,,0.0,2.06,0.0,13.6
1990-02-26,,,0.0,1.69,0.0,11.94
1990-02-27,,,0.0,2.45,0.0,13.12
1990-02-28,,,0.0,2.51,0.0,15.19
1990-03-01,,,0.0,1.71,0.0,14.52
1990-03-02,,,0.0,1.47,0.0,12.49
1990-03-03,,,0.0,1.45,1.96,12.73
1990-03-04,,,0.0,2.16,1.52,11.06
1990-03-05,,,0.0,3.31,0.2,13.8
1990-03-06,,,0.0,2.16,0.0,12.25
1990-03-07,,,0.0,2.32,0.15,14.17
1990-03-08,,,0.0,2.01,0.02,15.04
1990-03-09,,,0.0,1.04,0.66,12.03
1990-03-10,,,0.0,1.7,0.82,14.35
1990-03-11,,,0.0,2.67,0.07,14.7
1990-03-12,,,0.0,2.04,0.0,14.05
1990-03-13,,,0.0,2.1,0.17,15.11
1990-03-14,,,0.0,2.0,0.0,13.86
1990-03-15,,,0.0,2.99,0.0,14.69
1990-03-16,,,0.0,2.69,0.0,15.06
1990-03-17,,,0.0,3.7,0.0,15.5
1990-03-18,,,0.0,3.16,0.0,15.51
1990-03-19,,,0.0,2.63,0.0,14.39
1990-03-20,,,0.0,2.63,0.0,14.34
1990-03-21,,,0.0,3.12,0.0,14.49
1990-03-22,,,0.0,5.25,0.0,15.91
1990-03-23,,,0.0,3.91,0.0,15.68
1990-03-24,,,0.0,2.11,0.46,13.03
1990-03-25,,,0.0,2.51,0.03,12.77
1990-03-26,,,0.0,4.03,0.0,14.34
1990-03-27,,,0.0,4.32,0.0,14.1
1990-03-28,,,0.0,4.01,0.0,13.39
1990-03-29,,,0.0,4.01,0.0,11.31
1990-03-30,,,0.0,4.87,0.0,13.64
1990-03-31,,,0.0,3.65,1.12,13.33
1990-04-01,,,0.01,2.73,6.79,15.07
1990-04-02,,,0.0,1.79,18.46,11.79
1990-04-03,,,0.0,2.35,0.42,10.33
1990-04-04,,,0.0,2.7,0.0,11.1
1990-04-05,,,0.01,2.69,0.0,13.2
1990-04-06,,,0.0,1.86,13.43,13.14
1990-04-07,,,0.0,2.09,0.71,10.29
1990-04-08,,,0.0,3.05,8.42,12.97
1990-04-09,,,0.0,2.22,16.36,10.98
1990-04-10,,,0.0,2.84,4.69,11.81
1990-04-11,,,0.0,3.48,0.18,9.98
1990-04-12,,,0.0,7.17,0.0,11.89
1990-04-13,,,0.0,5.0,0.0,15.13
1990-04-14,,,0.0,3.41,0.0,14.93
1990-04-15,,,0.0,4.2,0.0,14.3
1990-04-16,,,0.0,5.69,0.0,16.06
1990-04-17,,,0.0,4.74,0.0,15.31
1990-04-18,,,0.0,4.54,0.0,15.98
1990-04-19,,,0.0,5.12,0.0,15.03
1990-04-20,,,0.0,5.39,0.0,14.76
1990-04-21,,,0.0,5.62,0.0,13.35
1990-04-22,,,0.0,3.7,0.0,9.75
1990-04-23,,,0.0,4.01,13.47,10.99
1990-04-24,,,0.0,4.65,0.48,12.28
1990-04-25,,,0.0,4.26,1.55,12.68
1990-04-26,,,0.0,3.54,3.3,12.53
1990-04-27,,,0.0,4.45,0.67,15.89
1990-04-28,,,0.01,4.82,10.57,16.55
1990-04-29,,,0.0,2.41,21.32,12.97
1990-04-30,,,0.0,2.69,12.82,14.81
1990-05-01,,,0.0,2.47,11.8,14.24
1990-05-02,,,0.0,3.39,4.72,15.11
1990-05-03,,,0.0,3.45,0.27,15.27
1990-05-04,,,0.0,4.14,0.0,15.86
1990-05-05,,,0.0,5.37,0.0,16.34
1990-05-06,,,0.01,5.32,0.0,15.96
1990-05-07,,,0.01,5.8,0.0,16.35
1990-05-08,,,0.01,5.16,0.0,16.18
1990-05-09,,,0.01,5.12,0.0,17.42
1990-05-10,,,0.01,3.31,0.5,15.74
1990-05-11,,,0.01,3.5,0.99,17.11
1990-05-12,,,0.01,4.01,1.33,17.66
1990-05-13,,,0.01,3.23,0.41,15.02
1990-05-14,,,0.01,4.2,0.0,15.96
1990-05-15,,,0.01,5.25,0.0,18.9
1990-05-16,,,0.01,5.67,0.0,19.69
1990-05-17,,,0.01,5.27,0.0,18.6
1990-05-18,,,0.01,4.96,0.0,17.33
1990-05-19,,,0.01,5.51,0.0,18.2
1990-05-20,,,0.01,5.22,0.0,17.82
1990-05-21,,,0.01,5.43,0.0,17.38
1990-05-22,,,0.01,6.09,0.0,17.47
1990-05-23,,,0.01,5.18,0.0,16.7
1990-05-24,,,0.01,6.09,0.0,16.3
1990-05-25,,,0.01,6.01,0.0,17.78
1990-05-26,,,0.02,8.21,0.0,19.92
1990-05-27,,,0.02,6.09,0.0,20.31
1990-05-28,,,0.02,6.56,0.0,20.2
1990-05-29,,,0.02,6.89,0.0,19.6
1990-05-30,,,0.02,7.73,0.0,19.74
1990-05-31,,,0.02,8.92,0.0,21.14
1990-06-01,,,0.02,5.86,0.0,21.67
1990-06-02,,,0.02,7.16,0.0,22.9
1990-06-03,,,0.02,5.23,0.0,19.7
1990-06-04,,,0.02,4.93,0.0,20.17
1990-06-05,,,0.02,5.0,0.05,19.57
1990-06-06,,,0.02,5.62,0.0,19.38
1990-06-07,,,0.02,6.36,0.0,19.22
1990-06-08,,,0.02,6.65,0.0,21.23
1990-06-09,,,0.02,8.88,0.0,23.44
1990-06-10,,,0.02,6.69,0.0,20.56
1990-06-11,,,0.02,5.26,0.0,18.73
1990-06-12,,,0.02,5.69,0.0,18.36
1990-06-13,,,0.02,6.27,0.0,18.69
1990-06-14,,,0.02,5.66,0.0,17.96
1990-06-15,,,0.02,6.65,0.0,19.06
1990-06-16,,,0.02,6.62,0.0,19.88
1990-06-17,,,0.02,5.24,0.0,18.43
1990-06-18,,,0.03,6.66,0.0,20.41
1990-06-19,,,0.03,7.09,0.0,20.28
1990-06-20,,,0.03,7.8,0.0,21.65
1990-06-21,,,0.03,5.29,0.0,19.63
1990-06-22,,,0.03,6.27,0.0,20.84
1990-06-23,,,0.03,6.38,0.0,21.22
1990-06-24,,,0.03,6.04,0.0,22.39
1990-06-25,,,0.03,7.08,0.0,22.91
1990-06-26,,,0.03,6.04,0.0,21.73
1990-06-27,,,0.03,5.89,0.0,22.89
1990-06-28,,,0.03,7.17,0.0,21.64
1990-06-29,,,0.03,6.79,0.0,20.71
1990-06-30,,,0.03,6.05,0.0,21.87
1990-07-01,,,0.03,8.48,0.0,25.4
1990-07-02,,,0.03,8.32,0.0,24.62
1990-07-03,,,0.03,6.53,0.0,24.14
1990-07-04,,,0.03,7.46,0.0,25.01
1990-07-05,,,0.03,5.56,0.0,23.12
1990-07-06,,,0.03,7.31,0.0,23.82
1990-07-07,,,0.03,8.03,0.0,24.28
1990-07-08,,,0.03,6.9,0.0,23.93
1990-07-09,,,0.03,6.87,0.0,24.77
1990-07-10,,,0.03,6.56,0.0,24.35
1990-07-11,,,0.03,10.54,0.0,27.2
1990-07-12,,,0.03,9.3,0.0,26.31
1990-07-13,,,0.03,8.61,0.0,24.84
1990-07-14,,,0.03,5.96,0.0,21.35
1990-07-15,,,0.03,6.67,0.0,21.32
1990-07-16,,,0.03,7.8,0.0,22.95
1990-07-17,,,0.03,9.48,0.0,25.96
1990-07-18,,,0.03,6.01,0.0,25.5
1990-07-19,,,0.03,10.24,0.0,27.78
1990-07-20,,,0.03,9.74,0.0,27.57
1990-07-21,,,0.03,9.58,0.0,28.06
1990-07-22,,,0.03,6.28,0.0,28.89
1990-07-23,,,0.03,5.91,0.0,27.05
1990-07-24,,,0.02,10.63,0.0,27.42
1990-07-25,,,0.03,11.85,0.0,27.88
1990-07-26,,,0.03,7.02,0.0,24.07
1990-07-27,,,0.03,6.61,0.0,23.23
1990-07-28,,,0.03,7.04,1.84,23.14
1990-07-29,,,0.03,5.24,0.07,21.14
1990-07-30,,,0.03,9.33,0.0,25.75
1990-07-31,,,0.03,8.28,0.0,26.07
1990-08-01,,,0.03,8.72,0.0,26.26
1990-08-02,,,0.03,7.99,0.0,25.65
1990-08-03,,,0.03,8.14,0.0,26.54
1990-08-04,,,0.03,7.93,0.0,27.35
1990-08-05,,,0.03,9.09,0.0,27.78
1990-08-06,,,0.03,9.8,0.0,28.65
1990-08-07,,,0.03,8.4,0.0,26.4
1990-08-08,,,0.03,7.07,0.0,24.85
1990-08-09,,,0.03,6.5,0.0,26.12
