date,level,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,,,6.79,,,
1990-01-02,,,0.39,0.22,6.51,7.15
1990-01-03,,,0.27,0.12,28.47,10.24
1990-01-04,,,0.14,0.45,3.26,6.25
1990-01-05,,,0.1,0.46,0.1,6.54
1990-01-06,,,0.09,0.33,0.3,9.41
1990-01-07,,,0.08,0.12,0.0,7.87
1990-01-08,,,0.07,0.13,0.0,7.96
1990-01-09,,,0.07,0.33,0.2,8.73
1990-01-10,,,0.07,0.21,0.04,7.74
1990-01-11,,,0.11,0.32,2.64,7.95
1990-01-12,,,0.09,0.14,3.94,5.82
1990-01-13,,,0.07,0.35,0.24,7.09
1990-01-14,,,0.06,0.46,0.03,7.85
1990-01-15,,,0.08,0.47,0.0,7.71
1990-01-16,,,0.09,0.12,6.72,7.23
1990-01-17,,,0.08,0.19,0.67,7.42
1990-01-18,,,0.06,0.11,0.0,6.7
1990-01-19,,,0.05,0.68,0.0,6.94
1990-01-20,,,0.05,0.7,0.0,7.22
1990-01-21,,,0.04,0.47,0.0,6.47
1990-01-22,,,0.04,0.62,0.0,6.78
1990-01-23,,,0.04,1.2,0.0,7.19
1990-01-24,,,0.03,1.1,0.0,8.24
1990-01-25,,,0.03,1.81,0.0,10.46
1990-01-26,,,0.04,0.87,0.0,11.07
1990-01-27,,,0.05,0.37,0.0,8.53
1990-01-28,,,0.12,0.72,3.4,11.53
1990-01-29,,,0.1,0.48,5.05,6.09
1990-01-30,,,0.07,0.8,1.93,8.12
1990-01-31,,,0.06,0.53,0.0,8.87
1990-02-01,,,0.05,0.52,1.93,6.95
1990-02-02,,,0.04,0.92,0.1,8.45
1990-02-03,,,0.04,0.77,0.0,7.49
1990-02-04,,,0.04,0.88,0.0,9.27
1990-02-05,,,0.03,0.7,0.0,11.25
1990-02-06,,,0.04,0.79,0.1,10.84
1990-02-07,,,0.03,0.66,0.0,9.63
1990-02-08,,,0.03,0.97,0.0,13.7
1990-02-09,,,0.03,0.79,0.0,10.05
1990-02-10,,,0.03,1.07,0.0,9.65
1990-02-11,,,0.02,1.3,0.0,12.88
1990-02-12,,,0.02,1.76,0.0,11.19
1990-02-13,,,0.02,2.46,0.0,11.84
1990-02-14,,,0.02,2.15,0.0,10.92
1990-02-15,,,0.02,2.73,0.0,13.66
1990-02-16,,,0.02,2.11,0.0,11.0
1990-02-17,,,0.03,1.38,0.0,9.05
1990-02-18,,,0.03,0.99,0.0,7.63
1990-02-19,,,0.03,0.88,0.0,9.19
1990-02-20,,,0.03,1.51,0.0,10.32
1990-02-21,,,0.03,1.05,0.0,11.44
1990-02-22,,,0.03,1.06,0.0,11.63
1990-02-23,,,0.03,1.26,0.0,11.68
1990-02-24,,,0.03,1.16,0.0,11.28
1990-02-25,,,0.03,0.99,0.0,8.91
1990-02-26,,,0.02,1.61,0.0,10.99
1990-02-27,,,0.02,3.57,0.0,15.07
1990-02-28,,,0.02,3.29,0.0,15.35
1990-03-01,,,0.02,1.87,0.0,12.66
1990-03-02,,,0.03,2.15,0.0,14.51
1990-03-03,,,0.03,1.27,2.73,11.68
1990-03-04,,,0.02,1.36,1.74,9.09
1990-03-05,,,0.02,2.07,0.26,10.77
1990-03-06,,,0.03,1.46,0.0,10.44
1990-03-07,,,0.03,1.5,0.22,11.54
1990-03-08,,,0.08,1.36,0.2,10.96
1990-03-09,,,0.09,0.86,5.45,9.91
1990-03-10,,,0.07,1.24,0.52,11.61
1990-03-11,,,0.04,1.38,0.01,10.84
1990-03-12,,,0.03,1.69,0.0,11.86
1990-03-13,,,0.02,2.46,0.0,14.58
1990-03-14,,,0.02,2.89,0.0,14.82
1990-03-15,,,0.02,2.65,0.0,12.89
1990-03-16,,,0.02,1.64,0.0,10.39
1990-03-17,,,0.02,1.97,0.0,10.97
1990-03-18,,,0.02,2.1,0.0,12.8
1990-03-19,,,0.02,1.93,0.0,12.93
1990-03-20,,,0.03,1.79,0.0,12.59
1990-03-21,,,0.02,1.63,0.0,9.75
1990-03-22,,,0.02,2.6,0.0,9.98
1990-03-23,,,0.02,3.9,0.0,12.23
1990-03-24,,,0.02,2.08,0.3,11.44
1990-03-25,,,0.02,2.8,0.0,13.03
1990-03-26,,,0.02,3.05,0.0,10.76
1990-03-27,,,0.02,3.23,0.0,12.77
1990-03-28,,,0.02,2.2,0.0,11.08
1990-03-29,,,0.02,2.65,0.0,8.86
1990-03-30,,,0.02,3.7,0.0,11.53
1990-03-31,,,0.1,2.42,2.34,10.33
1990-04-01,,,0.25,1.73,13.05,11.87
1990-04-02,,,0.17,1.72,14.49,9.79
1990-04-03,,,0.08,2.58,0.47,10.13
1990-04-04,,,0.06,3.51,0.0,10.25
1990-04-05,,,0.13,2.28,0.0,10.95
1990-04-06,,,0.14,1.68,12.62,11.19
1990-04-07,,,0.11,2.0,2.8,9.07
1990-04-08,,,0.34,2.88,7.23,10.05
1990-04-09,,,0.3,1.93,26.64,9.33
1990-04-10,,,0.17,2.38,1.21,10.38
1990-04-11,,,0.12,3.33,0.0,9.18
1990-04-12,,,0.1,4.19,0.0,8.57
1990-04-13,,,0.08,4.49,0.0,11.64
1990-04-14,,,0.07,3.91,0.0,15.51
1990-04-15,,,0.06,4.16,0.0,13.49
1990-04-16,,,0.05,6.31,0.0,16.56
1990-04-17,,,0.05,3.97,0.0,12.51
1990-04-18,,,0.05,3.16,0.0,12.0
1990-04-19,,,0.04,3.39,0.0,11.23
1990-04-20,,,0.03,4.17,0.0,12.19
1990-04-21,,,0.03,5.37,0.0,12.26
1990-04-22,,,0.02,4.12,0.0,9.02
1990-04-23,,,0.02,4.56,2.46,11.15
1990-04-24,,,0.02,4.74,0.08,11.22
1990-04-25,,,0.02,3.95,0.2,9.99
1990-04-26,,,0.02,3.84,0.49,11.42
1990-04-27,,,0.11,3.05,0.71,12.96
1990-04-28,,,0.18,2.68,15.93,13.35
1990-04-29,,,0.15,2.09,4.52,12.03
1990-04-30,,,0.16,1.99,4.71,11.29
1990-05-01,,,0.11,1.82,6.22,11.13
1990-05-02,,,0.09,3.17,0.92,13.66
1990-05-03,,,0.07,2.43,0.33,12.23
1990-05-04,,,0.05,2.98,0.0,12.33
1990-05-05,,,0.04,4.15,0.0,12.52
1990-05-06,,,0.04,4.02,0.0,11.63
1990-05-07,,,0.03,4.28,0.0,11.45
1990-05-08,,,0.03,3.43,0.0,11.6
1990-05-09,,,0.03,3.54,0.0,13.43
1990-05-10,,,0.03,2.55,1.03,13.09
1990-05-11,,,0.03,2.54,2.64,13.4
1990-05-12,,,0.02,3.56,0.05,14.57
1990-05-13,,,0.02,3.55,0.08,14.88
1990-05-14,,,0.02,4.55,0.0,15.69
1990-05-15,,,0.02,4.22,0.0,14.83
1990-05-16,,,0.01,4.77,0.0,15.56
1990-05-17,,,0.01,4.37,0.0,15.19
1990-05-18,,,0.01,4.94,0.0,15.56
1990-05-19,,,0.01,6.21,0.0,18.08
1990-05-20,,,0.01,3.67,0.0,15.51
1990-05-21,,,0.01,6.27,0.0,19.26
1990-05-22,,,0.01,6.11,0.0,18.83
1990-05-23,,,0.01,5.7,0.0,18.33
1990-05-24,,,0.01,6.68,0.0,17.75
1990-05-25,,,0.01,6.68,0.0,17.73
1990-05-26,,,0.01,5.16,0.0,16.7
1990-05-27,,,0.01,4.42,0.0,16.66
1990-05-28,,,0.02,4.93,0.0,15.57
1990-05-29,,,0.01,4.22,0.0,14.9
1990-05-30,,,0.01,5.32,0.0,14.31
1990-05-31,,,0.01,5.59,0.0,15.89
1990-06-01,,,0.01,4.54,0.0,16.49
1990-06-02,,,0.01,5.45,0.0,17.23
1990-06-03,,,0.02,4.88,0.0,16.84
1990-06-04,,,0.01,4.64,0.0,19.46
1990-06-05,,,0.01,5.31,0.27,19.78
1990-06-06,,,0.01,5.34,0.0,19.2
1990-06-07,,,0.01,5.51,0.0,16.95
1990-06-08,,,0.01,5.41,0.0,16.67
1990-06-09,,,0.01,7.74,0.0,20.47
1990-06-10,,,0.01,5.54,0.0,17.88
1990-06-11,,,0.01,4.51,0.0,16.72
1990-06-12,,,0.01,5.19,0.0,17.64
1990-06-13,,,0.01,5.48,0.0,16.56
1990-06-14,,,0.01,5.11,0.0,16.58
1990-06-15,,,0.01,6.44,0.0,18.21
1990-06-16,,,0.01,5.7,0.0,17.11
