date,level,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,154.33,48.722,0.27,,,
1990-01-02,154.22,48.402,0.26,0.34,0.0,5.96
1990-01-03,154.1,48.055,0.31,0.18,0.0,6.31
1990-01-04,154.12,48.113,0.27,0.25,9.67,8.65
1990-01-05,154.4,48.926,0.27,0.06,0.2,4.85
1990-01-06,154.4,48.926,0.26,0.06,0.0,2.92
1990-01-07,154.33,48.722,0.34,0.16,0.0,5.07
1990-01-08,154.29,48.605,0.28,0.35,17.63,5.91
1990-01-09,154.2,48.344,0.27,0.14,0.87,5.36
1990-01-10,154.12,48.113,0.28,0.26,1.29,5.85
1990-01-11,154.02,47.824,0.27,0.35,3.33,5.98
1990-01-12,153.93,47.566,0.26,0.11,0.07,6.25
1990-01-13,153.93,47.566,0.26,0.39,0.36,5.79
1990-01-14,153.95,47.624,0.26,0.07,0.0,4.85
1990-01-15,154.0,47.767,0.26,0.34,0.0,5.99
1990-01-16,153.87,47.394,0.26,0.26,0.0,5.02
1990-01-17,153.84,47.309,0.26,0.28,0.0,5.42
1990-01-18,153.81,47.223,0.26,0.14,0.0,3.59
1990-01-19,153.75,47.052,0.26,0.63,0.0,5.18
1990-01-20,153.7,46.909,0.26,0.66,0.0,4.8
1990-01-21,153.65,46.767,0.26,0.43,0.0,5.35
1990-01-22,153.69,46.881,0.26,0.71,0.0,5.4
1990-01-23,153.67,46.824,0.26,0.5,0.0,2.99
1990-01-24,153.66,46.796,0.26,0.54,0.0,5.93
1990-01-25,153.66,46.796,0.26,0.5,0.0,9.53
1990-01-26,153.65,46.767,0.26,0.65,0.0,10.82
1990-01-27,153.66,46.796,0.26,0.76,0.0,7.63
1990-01-28,153.66,46.796,0.26,0.95,0.0,10.46
1990-01-29,153.71,46.938,0.26,0.61,2.56,7.49
1990-01-30,153.67,46.824,0.26,0.82,0.1,7.39
1990-01-31,153.68,46.852,0.25,0.96,0.0,8.54
1990-02-01,153.66,46.796,0.26,1.83,0.23,9.66
1990-02-02,153.66,46.796,0.26,0.72,0.0,7.4
1990-02-03,153.65,46.767,0.26,0.56,0.0,8.44
1990-02-04,153.64,46.739,0.26,0.7,0.0,9.08
1990-02-05,153.67,46.824,0.26,0.47,0.0,7.18
1990-02-06,153.65,46.767,0.26,1.09,0.0,10.36
1990-02-07,153.64,46.739,0.26,0.49,0.0,8.22
1990-02-08,153.63,46.71,0.26,0.47,0.0,8.19
1990-02-09,153.61,46.653,0.26,0.41,0.0,10.85
1990-02-10,153.6,46.625,0.26,0.56,0.0,8.73
1990-02-11,153.59,46.597,0.26,0.43,0.86,8.83
1990-02-12,153.6,46.625,0.33,1.11,2.88,7.79
1990-02-13,153.61,46.653,0.28,1.25,23.44,8.04
1990-02-14,153.61,46.653,0.26,1.55,1.29,11.53
1990-02-15,153.59,46.597,0.25,2.0,0.0,12.84
1990-02-16,153.58,46.568,0.26,2.42,0.0,12.07
1990-02-17,153.58,46.568,0.26,1.19,0.0,10.37
1990-02-18,153.6,46.625,0.26,1.12,0.1,10.59
1990-02-19,153.61,46.653,0.26,0.69,0.1,9.1
1990-02-20,153.6,46.625,0.26,0.77,0.0,10.16
1990-02-21,153.6,46.625,0.26,0.82,0.0,11.04
1990-02-22,153.61,46.653,0.26,0.63,0.0,9.79
1990-02-23,153.62,46.682,0.26,1.29,0.0,10.56
1990-02-24,153.61,46.653,0.26,0.91,0.0,10.0
1990-02-25,153.63,46.71,0.26,0.75,0.1,9.93
1990-02-26,153.64,46.739,0.26,0.61,0.0,7.47
1990-02-27,153.63,46.71,0.25,0.97,0.0,10.78
1990-02-28,153.65,46.767,0.25,3.31,0.0,14.03
1990-03-01,153.64,46.739,0.25,2.14,0.0,12.6
1990-03-02,153.65,46.767,0.26,2.09,1.0,10.63
1990-03-03,153.65,46.767,0.26,1.63,4.85,4.64
1990-03-04,153.64,46.739,0.26,3.64,0.1,4.05
1990-03-05,153.64,46.739,0.26,1.2,0.0,3.05
1990-03-06,153.64,46.739,0.25,1.83,0.0,5.04
1990-03-07,153.65,46.767,0.25,1.93,0.0,7.82
1990-03-08,153.58,46.568,0.3,2.7,0.0,10.89
1990-03-09,153.6,46.625,0.27,1.12,13.07,10.27
1990-03-10,153.61,46.653,0.25,1.54,0.38,10.09
1990-03-11,153.61,46.653,0.26,2.76,0.0,11.09
1990-03-12,153.6,46.625,0.26,1.69,0.0,10.53
1990-03-13,153.6,46.625,0.25,1.64,0.0,13.68
1990-03-14,153.6,46.625,0.26,2.33,2.95,14.53
1990-03-15,153.6,46.625,0.25,1.37,0.1,10.52
1990-03-16,153.6,46.625,0.25,2.4,0.0,11.18
1990-03-17,153.61,46.653,0.25,2.26,0.0,10.32
1990-03-18,153.58,46.568,0.25,2.09,0.0,10.76
1990-03-19,153.59,46.597,0.26,1.64,0.0,10.28
1990-03-20,153.56,46.512,0.25,1.27,0.0,9.6
1990-03-21,153.55,46.483,0.25,2.06,0.0,13.26
1990-03-22,153.51,46.37,0.25,2.78,0.0,14.95
1990-03-23,153.48,46.285,0.25,1.93,0.0,12.87
1990-03-24,153.45,46.2,0.25,2.11,0.0,13.23
1990-03-25,153.42,46.115,0.25,2.73,0.0,12.76
1990-03-26,153.4,46.059,0.25,2.27,1.38,6.73
1990-03-27,153.37,45.974,0.25,3.22,0.0,4.66
1990-03-28,153.34,45.89,0.25,4.05,0.13,5.31
1990-03-29,153.29,45.749,0.25,3.59,0.0,6.01
1990-03-30,153.25,45.637,0.25,2.19,0.0,5.8
1990-03-31,153.22,45.552,0.25,3.46,0.0,9.04
1990-04-01,153.18,45.44,0.25,2.39,0.0,9.57
1990-04-02,153.15,45.356,0.29,2.49,3.91,11.05
1990-04-03,153.11,45.242,0.26,1.16,9.97,9.32
1990-04-04,153.07,45.132,0.26,1.91,3.14,9.01
1990-04-05,153.03,45.021,0.25,2.0,0.02,8.07
1990-04-06,153.0,44.937,0.25,2.22,1.1,10.88
1990-04-07,152.96,44.826,0.25,1.98,0.1,11.71
1990-04-08,152.94,44.77,0.31,2.61,0.0,11.53
1990-04-09,152.93,44.742,0.27,2.9,4.98,11.52
1990-04-10,152.91,44.687,0.25,1.82,0.2,7.43
