date,outflow,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,24.69,34.099,0.16,,,
1990-01-02,25.74,34.006,0.15,0.22,5.64,3.26
1990-01-03,24.132,34.134,0.15,0.21,1.94,4.63
1990-01-04,20.576,34.445,0.14,0.09,0.22,2.68
1990-01-05,20.056,34.721,0.14,0.15,0.0,3.43
1990-01-06,14.691,34.604,0.14,0.13,0.0,6.3
1990-01-07,14.733,34.825,0.14,0.26,0.69,6.49
1990-01-08,14.715,35.037,0.14,0.07,0.02,2.92
1990-01-09,14.361,35.135,0.14,0.11,0.0,2.21
1990-01-10,11.285,35.11,0.14,0.07,0.0,1.88
1990-01-11,11.232,35.221,0.14,0.07,0.0,1.5
1990-01-12,10.568,35.331,0.14,0.13,0.0,0.73
1990-01-13,9.577,35.439,0.14,0.14,0.0,2.94
1990-01-14,8.337,35.515,0.14,0.09,0.0,2.61
1990-01-15,8.028,35.626,0.14,0.15,0.0,2.85
1990-01-16,8.355,35.733,0.14,0.09,0.0,2.59
1990-01-17,8.155,35.801,0.14,0.11,0.0,1.4
1990-01-18,6.055,35.818,0.14,0.13,0.0,3.31
1990-01-19,5.969,36.012,0.14,0.05,0.0,0.87
1990-01-20,6.171,36.17,0.14,0.04,0.0,0.03
1990-01-21,5.917,36.325,0.14,0.13,0.0,1.81
1990-01-22,5.513,36.441,0.14,0.16,0.0,2.25
1990-01-23,3.495,36.543,0.14,0.26,0.0,2.93
1990-01-24,3.238,36.896,0.14,0.5,0.0,8.35
1990-01-25,3.219,37.213,0.14,0.53,0.0,8.47
1990-01-26,3.261,37.529,0.14,0.53,1.02,8.14
1990-01-27,6.798,37.863,0.16,0.33,1.41,6.74
1990-01-28,42.051,38.361,0.15,0.58,12.14,6.01
1990-01-29,29.484,38.569,0.15,0.32,0.34,2.58
1990-01-30,21.945,37.639,0.15,0.85,6.44,4.46
1990-01-31,16.171,37.378,0.15,0.5,0.3,6.71
1990-02-01,25.15,37.318,0.15,0.65,6.11,3.76
1990-02-02,22.224,37.431,0.14,0.56,0.53,5.82
1990-02-03,17.035,37.124,0.14,0.7,2.07,8.23
1990-02-04,20.807,37.728,0.14,0.34,0.18,5.75
1990-02-05,14.927,37.59,0.14,0.34,0.0,6.08
1990-02-06,15.556,37.669,0.14,0.56,2.79,9.11
1990-02-07,20.862,37.721,0.14,0.69,1.86,7.84
1990-02-08,12.993,37.513,0.14,0.62,0.0,8.76
1990-02-09,9.706,37.645,0.14,0.47,0.0,8.88
1990-02-10,9.098,37.932,0.14,0.5,0.0,10.18
1990-02-11,8.598,38.321,0.14,0.57,0.0,7.76
1990-02-12,8.592,38.629,0.14,0.82,0.0,6.76
1990-02-13,8.774,38.82,0.14,0.91,0.0,7.06
1990-02-14,8.781,38.936,0.14,0.75,0.0,7.26
1990-02-15,8.338,39.011,0.14,0.67,0.0,6.53
1990-02-16,3.758,39.091,0.14,0.64,0.0,6.15
1990-02-17,3.23,39.608,0.14,0.43,0.0,3.02
1990-02-18,3.356,40.142,0.14,0.51,0.0,6.72
1990-02-19,3.229,40.648,0.14,0.87,0.65,8.17
