date,volume,level,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-03-02,35.18,293.1,0.34,0.96,1.68,7.91
1990-03-03,36.62,293.9,0.33,0.98,6.3,1.62
1990-03-04,37.98,294.74,0.33,2.08,0.18,1.09
1990-03-05,37.98,294.74,0.33,1.06,0.0,1.03
1990-03-06,37.46,294.44,0.33,1.85,0.0,2.54
1990-03-07,37.38,294.36,0.33,1.57,0.0,3.45
1990-03-08,36.96,294.1,0.34,2.6,0.0,8.61
1990-03-09,36.55,293.86,0.33,1.08,9.12,9.14
1990-03-10,36.26,293.7,0.33,1.02,0.28,6.47
1990-03-11,36.33,293.74,0.33,2.1,0.0,8.64
1990-03-12,36.88,294.05,0.33,1.52,0.0,8.22
1990-03-13,37.12,294.2,0.33,1.28,0.0,10.47
1990-03-14,36.62,293.9,0.33,1.84,8.37,11.46
1990-03-15,36.83,294.02,0.33,1.07,0.83,7.19
1990-03-16,36.37,293.76,0.33,2.03,0.02,7.57
1990-03-17,36.12,293.62,0.33,2.45,0.0,7.53
1990-03-18,36.12,293.62,0.33,2.07,0.0,8.03
1990-03-19,35.9,293.5,0.33,1.34,0.0,7.39
1990-03-20,35.72,293.4,0.33,1.25,0.0,6.87
1990-03-21,35.22,293.12,0.33,2.18,0.0,11.35
1990-03-22,35.36,293.2,0.33,2.51,0.0,11.83
1990-03-23,35.4,293.22,0.33,2.02,0.0,11.61
1990-03-24,35.11,293.06,0.33,1.63,0.0,10.39
1990-03-25,35.07,293.04,0.33,1.77,0.03,10.61
1990-03-26,34.64,292.8,0.33,1.51,2.32,4.3
1990-03-27,34.82,292.9,0.33,2.25,0.04,1.8
1990-03-28,34.64,292.8,0.33,2.25,0.12,2.0
1990-03-29,34.46,292.7,0.33,2.04,0.0,2.77
1990-03-30,34.28,292.6,0.33,1.43,0.0,1.95
1990-03-31,34.82,292.9,0.33,2.84,0.0,5.74
1990-04-01,35.54,293.3,0.33,2.02,0.0,6.56
1990-04-02,35.9,293.5,0.34,2.02,8.51,8.27
1990-04-03,35.47,293.26,0.34,1.04,15.7,5.93
1990-04-04,35.36,293.2,0.33,1.65,4.57,7.08
1990-04-05,35.54,293.3,0.33,1.72,0.1,6.12
1990-04-06,35.72,293.4,0.33,1.89,1.24,8.89
1990-04-07,35.54,293.3,0.33,1.76,0.26,8.98
1990-04-08,35.18,293.1,0.33,2.3,0.0,7.7
1990-04-09,35.54,293.3,0.33,2.28,1.89,8.29
1990-04-10,35.36,293.2,0.33,1.83,0.82,5.16
1990-04-11,35.29,293.16,0.33,2.81,0.03,4.15
1990-04-12,35.54,293.3,0.33,3.42,0.02,8.25
1990-04-13,35.36,293.2,0.33,2.49,0.05,9.71
1990-04-14,35.18,293.1,0.33,1.63,1.81,8.24
1990-04-15,35.18,293.1,0.33,1.88,2.43,4.83
1990-04-16,35.36,293.2,0.33,2.75,0.13,6.48
1990-04-17,35.29,293.16,0.34,2.66,0.08,7.06
1990-04-18,35.54,293.3,0.33,1.68,8.03,4.36
1990-04-19,35.47,293.26,0.33,2.19,2.01,4.11
1990-04-20,35.36,293.2,0.34,2.73,3.22,6.62
1990-04-21,35.36,293.2,0.34,1.87,7.3,3.25
1990-04-22,35.29,293.16,0.34,1.24,8.05,0.82
1990-04-23,35.36,293.2,0.33,1.76,6.27,2.12
1990-04-24,35.18,293.1,0.33,2.85,3.25,5.49
1990-04-25,35.36,293.2,0.33,2.53,2.2,7.48
1990-04-26,35.72,293.4,0.33,2.05,0.48,5.88
1990-04-27,35.8,293.45,0.33,3.39,0.0,8.56
1990-04-28,36.26,293.7,0.33,3.82,0.0,9.47
1990-04-29,36.26,293.7,0.33,4.59,0.0,11.12
1990-04-30,36.8,294.0,0.33,3.86,0.0,10.59
1990-05-01,36.62,293.9,0.33,2.86,0.0,10.31
1990-05-02,36.44,293.8,0.33,3.75,0.0,8.86
1990-05-03,36.8,294.0,0.33,4.73,0.0,9.95
1990-05-04,36.86,294.04,0.33,4.64,0.0,10.05
1990-05-05,36.96,294.1,0.33,4.54,0.0,10.46
1990-05-06,37.12,294.2,0.33,4.52,0.0,10.36
1990-05-07,37.44,294.4,0.33,4.35,2.26,11.53
1990-05-08,37.22,294.26,0.33,3.0,4.1,11.15
1990-05-09,36.96,294.1,0.33,3.19,2.61,10.76
1990-05-10,36.93,294.08,0.33,3.42,0.97,11.2
1990-05-11,36.33,293.74,0.33,2.93,0.96,10.91
1990-05-12,36.44,293.8,0.33,3.67,0.0,11.49
1990-05-13,36.62,293.9,0.33,4.35,0.0,12.63
1990-05-14,36.8,294.0,0.33,2.58,3.35,11.11
1990-05-15,36.96,294.1,0.33,4.55,0.06,13.45
1990-05-16,36.76,293.98,0.33,5.04,0.29,14.97
1990-05-17,36.62,293.9,0.33,4.86,0.0,15.35
1990-05-18,36.62,293.9,0.33,5.12,0.22,15.12
1990-05-19,36.62,293.9,0.33,4.79,0.45,15.37
1990-05-20,36.76,293.98,0.33,4.11,0.4,16.23
1990-05-21,36.86,294.04,0.33,3.12,7.8,14.37
1990-05-22,36.8,294.0,0.34,3.58,6.59,14.25
1990-05-23,36.86,294.04,0.34,3.1,14.06,13.95
1990-05-24,36.86,294.04,0.33,3.04,8.15,14.44
1990-05-25,36.8,294.0,0.33,2.44,1.52,12.1
1990-05-26,36.9,294.06,0.33,4.05,5.65,14.88
1990-05-27,36.96,294.1,0.33,3.53,5.09,14.5
1990-05-28,37.5,294.5,0.33,2.85,3.4,12.07
1990-05-29,38.18,294.86,0.33,5.69,0.14,12.53
1990-05-30,38.69,295.18,0.33,5.37,0.0,14.49
1990-05-31,37.98,294.74,0.33,2.81,5.99,11.24
1990-06-01,37.48,294.46,0.33,4.87,0.1,13.33
1990-06-02,37.12,294.2,0.33,4.77,0.0,15.14
1990-06-03,36.83,294.02,0.33,3.85,0.0,15.51
1990-06-04,35.86,293.48,0.33,5.26,0.0,16.56
1990-06-05,35.72,293.4,0.33,2.63,4.81,14.89
1990-06-06,35.72,293.4,0.33,1.85,9.53,12.51
1990-06-07,36.62,293.9,0.33,3.67,0.5,13.08
1990-06-08,36.76,293.98,0.33,4.02,0.0,15.43
1990-06-09,37.28,294.3,0.33,2.55,0.0,13.93
1990-06-10,36.73,293.96,0.33,3.08,0.12,12.25
1990-06-11,35.94,293.52,0.34,4.66,0.25,11.62
1990-06-12,35.72,293.4,0.33,1.82,13.23,10.01
1990-06-13,35.81,293.46,0.33,3.79,3.26,13.3
1990-06-14,35.86,293.48,0.34,3.29,6.57,13.62
1990-06-15,37.5,294.5,0.33,2.08,16.53,12.6
1990-06-16,39.26,295.54,0.33,3.52,2.99,13.56
1990-06-17,40.94,296.52,0.33,4.11,0.22,13.98
1990-06-18,40.29,296.16,0.33,2.66,10.24,15.09
1990-06-19,41.62,296.9,0.33,4.08,0.0,14.72
1990-06-20,42.81,297.56,0.34,3.87,0.11,16.24
1990-06-21,43.82,298.12,0.33,2.49,11.65,13.7
1990-06-22,44.97,298.76,0.33,4.37,0.13,15.41
1990-06-23,45.95,299.3,0.33,2.54,0.0,13.64
1990-06-24,45.76,299.2,0.33,5.34,0.0,15.44
1990-06-25,45.65,299.14,0.33,4.63,0.0,18.11
1990-06-26,46.48,299.6,0.33,5.35,1.46,18.43
1990-06-27,47.02,299.9,0.33,3.82,0.14,17.28
1990-06-28,47.74,300.3,0.33,3.86,2.65,18.46
1990-06-29,48.93,300.96,0.33,4.45,0.0,18.25
1990-06-30,50.44,301.76,0.33,4.86,0.0,18.51
1990-07-01,50.41,301.74,0.33,3.98,0.0,18.86
1990-07-02,49.95,301.5,0.33,3.59,0.0,15.22
1990-07-03,50.25,301.66,0.35,4.77,7.47,17.41
1990-07-04,50.14,301.6,0.33,2.25,14.31,12.96
1990-07-05,50.22,301.64,0.34,5.86,0.25,16.0
1990-07-06,52.1,302.6,0.33,3.06,7.79,15.62
1990-07-07,52.62,302.86,0.33,5.29,0.16,14.58
1990-07-08,51.9,302.5,0.33,5.77,0.0,16.79
1990-07-09,51.7,302.4,0.33,6.18,0.0,18.44
1990-07-10,52.46,302.78,0.33,5.67,0.03,19.53
1990-07-11,53.42,303.26,0.33,5.49,0.0,18.09
1990-07-12,54.38,303.74,0.33,5.59,0.0,15.48
1990-07-13,55.28,304.18,0.33,6.76,0.0,16.92
1990-07-14,54.94,304.02,0.33,6.95,0.02,18.31
1990-07-15,54.42,303.76,0.33,5.67,0.0,19.4
1990-07-16,53.58,303.34,0.33,4.72,0.0,20.1
1990-07-17,53.7,303.4,0.33,5.52,0.0,22.49
1990-07-18,53.46,303.28,0.33,6.41,0.0,21.78
1990-07-19,54.14,303.62,0.33,7.03,0.0,20.98
1990-07-20,54.46,303.78,0.33,6.46,0.0,19.63
1990-07-21,54.7,303.9,0.33,6.75,0.0,20.13
1990-07-22,54.46,303.78,0.33,6.48,0.0,21.29
1990-07-23,53.5,303.3,0.33,6.07,0.0,21.0
1990-07-24,53.5,303.3,0.33,5.35,1.87,22.7
1990-07-25,53.94,303.52,0.33,4.45,3.77,19.74
1990-07-26,53.98,303.54,0.33,6.74,0.27,20.69
1990-07-27,51.3,302.2,0.33,5.2,0.07,20.12
1990-07-28,52.74,302.92,0.34,4.84,0.0,20.63
1990-07-29,53.3,303.2,0.33,4.1,25.04,18.6
1990-07-30,52.5,302.8,0.33,3.54,0.61,17.12
1990-07-31,52.9,303.0,0.33,5.76,0.0,19.8
1990-08-01,53.94,303.52,0.33,5.95,0.0,21.2
1990-08-02,54.3,303.7,0.33,6.66,0.0,21.5
1990-08-03,54.78,303.94,0.33,5.38,0.0,20.24
1990-08-04,56.03,304.54,0.33,4.94,0.0,20.15
1990-08-05,54.9,304.0,0.33,5.1,0.0,21.51
1990-08-06,54.46,303.78,0.33,5.11,1.51,21.32
1990-08-07,54.7,303.9,0.33,4.21,5.8,19.8
1990-08-08,55.32,304.2,0.33,3.23,2.8,16.83
1990-08-09,55.99,304.52,0.33,4.79,0.09,17.18
1990-08-10,56.75,304.88,0.33,4.22,0.0,17.2
1990-08-11,57.59,305.28,0.33,5.49,0.0,18.74
1990-08-12,57.34,305.16,0.33,4.1,0.08,19.13
1990-08-13,57.08,305.04,0.33,4.1,0.29,20.71
1990-08-14,57.5,305.24,0.33,4.14,4.8,20.03
1990-08-15,57.88,305.42,0.33,3.8,0.98,18.81
1990-08-16,57.88,305.42,0.33,3.84,0.0,17.73
1990-08-17,58.09,305.52,0.33,3.87,0.54,18.54
1990-08-18,59.1,306.0,0.33,2.33,0.45,16.84
1990-08-19,59.1,306.0,0.33,3.65,0.0,16.46
1990-08-20,59.38,306.12,0.33,5.33,0.0,20.37
1990-08-21,60.11,306.44,0.33,4.52,0.0,21.48
1990-08-22,60.85,306.76,0.33,4.93,3.31,20.51
1990-08-23,61.75,307.14,0.33,5.17,0.0,18.73
1990-08-24,62.6,307.48,0.33,5.03,0.0,17.6
1990-08-25,63.55,307.86,0.33,4.29,2.94,18.82
1990-08-26,63.95,308.02,0.33,3.38,8.07,18.57
1990-08-27,63.35,307.78,0.33,2.94,1.44,17.08
1990-08-28,63.15,307.7,0.33,3.93,0.05,17.73
1990-08-29,64.9,308.4,0.33,3.95,0.0,18.64
1990-08-30,65.15,308.5,0.34,3.1,1.93,18.51
1990-08-31,65.9,308.8,0.33,2.03,25.25,14.81
1990-09-01,65.9,308.8,0.33,2.62,0.68,13.55
1990-09-02,66.15,308.9,0.33,2.92,0.13,14.75
1990-09-03,66.15,308.9,0.33,3.46,0.0,15.85
1990-09-04,67.3,309.36,0.33,3.99,0.0,18.35
1990-09-05,68.1,309.68,0.33,2.81,3.72,17.32
1990-09-06,69.42,310.2,0.33,2.44,0.1,16.25
1990-09-07,70.3,310.54,0.33,3.61,0.43,18.76
1990-09-08,71.34,310.94,0.33,1.91,1.99,14.98
1990-09-09,69.89,310.38,0.33,2.32,0.24,14.73
1990-09-10,69.11,310.08,0.33,2.24,0.02,15.02
1990-09-11,70.15,310.48,0.33,3.61,0.59,17.28
1990-09-12,69.52,310.24,0.33,3.49,0.0,17.74
1990-09-13,70.93,310.78,0.34,2.13,0.0,14.93
1990-09-14,71.85,311.14,0.33,2.16,6.37,17.82
1990-09-15,72.9,311.56,0.33,1.93,3.31,18.3
1990-09-16,71.75,311.1,0.33,1.53,2.97,14.93
1990-09-17,70.88,310.76,0.33,2.35,0.32,17.01
1990-09-18,71.65,311.06,0.33,1.68,6.26,15.08
1990-09-19,72.95,311.58,0.33,2.91,0.1,15.69
1990-09-20,73.5,311.8,0.33,3.22,0.0,19.17
1990-09-21,74.5,312.2,0.33,2.13,2.7,17.21
1990-09-22,74.85,312.34,0.33,2.25,0.0,17.07
1990-09-23,75.65,312.66,0.33,2.83,0.0,17.41
1990-09-24,74.9,312.36,0.33,1.59,1.21,15.28
1990-09-25,75.95,312.78,0.34,1.75,0.15,13.08
1990-09-26,76.35,312.94,0.33,1.01,14.59,10.56
1990-09-27,76.6,313.04,0.33,1.51,0.46,13.46
1990-09-28,77.15,313.26,0.33,1.69,0.57,15.24
1990-09-29,78.2,313.68,0.33,1.87,0.0,16.05
1990-09-30,78.7,313.88,0.33,2.31,0.29,18.47
1990-10-01,78.55,313.82,0.33,1.72,0.78,16.47
1990-10-02,81.0,314.74,0.33,1.35,4.03,13.97
1990-10-03,83.49,315.64,0.34,1.98,3.75,14.95
1990-10-04,86.72,316.74,0.34,1.41,5.92,15.42
1990-10-05,87.85,317.12,0.33,1.34,3.95,9.57
1990-10-06,88.31,317.28,0.33,2.66,0.11,10.66
1990-10-07,87.44,316.98,0.34,2.45,0.0,12.0
1990-10-08,86.36,316.62,0.33,1.21,19.02,10.31
1990-10-09,87.67,317.06,0.33,2.22,0.92,10.87
1990-10-10,91.62,318.42,0.34,1.58,1.44,12.73
1990-10-11,94.34,319.36,0.35,1.58,8.81,13.05
1990-10-12,96.74,320.18,0.35,1.3,53.86,13.08
1990-10-13,97.22,320.34,0.34,0.92,10.78,11.75
1990-10-14,96.68,320.16,0.34,0.94,5.88,12.38
1990-10-15,96.2,320.0,0.41,1.19,0.9,14.2
1990-10-16,98.36,320.72,0.58,0.89,3.7,12.67
1990-10-17,100.1,321.28,0.73,1.15,1.23,13.02
1990-10-18,102.14,321.92,0.86,0.85,0.69,10.88
1990-10-19,104.77,322.74,0.94,1.09,0.12,11.0
1990-10-20,106.43,323.26,0.98,1.12,2.8,11.73
1990-10-21,107.26,323.52,0.97,0.73,0.1,9.0
1990-10-22,106.5,323.28,0.89,0.92,0.04,12.12
1990-10-23,108.99,324.06,1.08,0.85,14.73,10.65
1990-10-24,110.4,324.5,1.18,0.54,0.38,9.01
1990-10-25,113.12,325.32,1.27,0.62,2.1,9.76
1990-10-26,116.0,326.14,1.32,0.49,0.09,9.53
1990-10-27,117.08,326.44,0.99,1.02,0.02,9.2
1990-10-28,117.73,326.62,0.72,0.39,0.0,7.69
1990-10-29,117.37,326.52,0.7,0.47,4.74,7.75
1990-10-30,116.8,326.36,0.63,0.88,0.01,13.73
1990-10-31,118.02,326.7,0.61,0.8,0.02,13.89
1990-11-01,120.54,327.38,1.28,0.52,9.71,11.1
1990-11-02,120.16,327.28,1.04,0.3,0.14,7.38
1990-11-03,118.96,326.96,0.81,0.39,0.42,5.66
1990-11-04,118.67,326.88,0.92,0.33,3.62,4.98
1990-11-05,117.88,326.66,0.76,0.47,1.93,3.2
1990-11-06,120.92,327.48,0.56,0.14,0.0,2.22
1990-11-07,123.74,328.22,0.44,0.27,0.04,4.33
1990-11-08,126.02,328.82,0.44,0.4,0.0,8.59
1990-11-09,127.38,329.18,0.88,0.44,0.42,8.32
1990-11-10,128.22,329.4,1.38,0.37,10.61,10.14
1990-11-11,127.46,329.2,1.47,0.33,8.0,8.63
1990-11-12,126.47,328.94,1.53,0.22,0.23,9.61
1990-11-13,126.62,328.98,1.31,0.45,0.0,7.74
1990-11-14,126.55,328.96,0.91,0.19,0.0,9.68
1990-11-15,130.5,330.0,0.7,0.87,0.1,9.65
1990-11-16,133.31,330.74,0.52,0.81,0.0,9.03
1990-11-17,133.69,330.84,0.43,0.94,0.07,10.97
1990-11-18,132.93,330.64,0.43,0.62,0.03,10.44
1990-11-19,132.02,330.4,0.43,0.34,0.03,9.38
1990-11-20,131.64,330.3,0.43,0.34,0.0,8.72
1990-11-21,132.55,330.54,0.43,0.43,0.01,7.82
1990-11-22,133.24,330.72,0.45,0.34,4.04,6.7
1990-11-23,135.0,331.18,0.5,0.28,2.75,1.31
1990-11-24,135.86,331.4,0.48,0.26,0.1,1.95
1990-11-25,135.39,331.28,0.51,0.6,4.35,5.81
1990-11-26,134.53,331.06,0.47,0.58,0.05,2.23
1990-11-27,135.7,331.36,0.44,0.23,0.01,1.05
1990-11-28,137.96,331.94,0.43,0.22,0.0,0.79
1990-11-29,139.08,332.22,0.43,0.29,0.19,1.66
1990-11-30,140.44,332.56,0.43,0.07,0.01,-0.49
1990-12-01,141.64,332.86,0.43,0.41,0.01,-0.24
1990-12-02,140.84,332.66,0.43,0.97,0.0,1.13
1990-12-03,140.12,332.48,0.43,0.42,0.0,0.17
1990-12-04,143.18,333.24,0.43,0.7,0.0,0.59
1990-12-05,145.89,333.9,0.43,0.47,0.0,1.55
1990-12-06,146.38,334.02,0.43,1.11,0.0,2.58
1990-12-07,145.15,333.72,0.43,0.2,0.0,-1.89
1990-12-08,144.74,333.62,0.53,0.03,0.0,-1.15
1990-12-09,144.25,333.5,1.26,0.23,14.21,2.51
1990-12-10,143.68,333.36,1.18,0.31,18.4,-1.47
1990-12-11,146.01,333.93,1.07,0.27,1.06,-1.79
1990-12-12,147.81,334.36,0.93,0.4,1.08,-1.89
1990-12-13,149.24,334.7,0.76,0.31,0.11,1.41
1990-12-14,150.33,334.96,0.71,1.13,0.48,0.03
1990-12-15,150.42,334.98,0.56,0.4,0.0,-1.64
1990-12-16,151.09,335.14,0.46,0.22,0.0,-1.38
1990-12-17,150.33,334.96,0.45,0.43,0.0,-0.98
1990-12-18,151.42,335.22,0.44,0.03,0.0,-3.0
1990-12-19,152.85,335.56,0.45,0.02,0.67,-0.93
1990-12-20,153.27,335.66,0.44,0.09,0.0,-1.12
1990-12-21,153.86,335.8,0.43,0.39,0.0,-3.58
1990-12-22,154.28,335.9,0.43,0.6,0.0,0.22
1990-12-23,154.28,335.9,0.44,0.52,0.0,2.15
1990-12-24,153.86,335.8,0.44,0.34,0.0,1.4
1990-12-25,153.27,335.66,0.44,0.75,0.0,4.24
1990-12-26,152.6,335.5,0.44,0.4,0.46,4.17
1990-12-27,151.84,335.32,0.44,0.32,1.84,5.27
1990-12-28,150.67,335.04,0.44,0.22,0.02,5.25
1990-12-29,149.91,334.86,0.43,0.25,0.0,3.01
1990-12-30,149.32,334.72,0.43,0.32,0.0,7.5
1990-12-31,148.48,334.52,0.46,0.14,0.0,5.32
1991-01-01,148.15,334.44,0.55,0.23,1.8,6.44
1991-01-02,147.06,334.18,0.53,0.18,0.41,1.33
1991-01-03,146.97,334.16,0.49,0.35,0.0,2.88
1991-01-04,147.81,334.36,0.47,0.51,0.0,4.39
1991-01-05,148.06,334.42,0.46,0.31,2.16,1.56
1991-01-06,146.89,334.14,0.44,0.46,0.0,1.52
1991-01-07,145.89,333.9,0.43,1.24,0.0,5.01
1991-01-08,146.72,334.1,0.43,0.14,0.01,3.1
1991-01-09,146.64,334.08,0.43,0.42,0.0,5.99
1991-01-10,146.38,334.02,0.43,0.27,0.0,4.95
1991-01-11,146.3,334.0,0.43,0.53,0.0,8.46
1991-01-12,146.22,333.98,0.43,0.21,0.14,6.64
1991-01-13,145.4,333.78,0.46,0.57,3.13,2.86
1991-01-14,144.33,333.52,0.45,0.29,0.09,-1.16
1991-01-15,144.09,333.46,0.48,0.36,1.53,0.36
1991-01-16,144.91,333.66,0.62,0.26,0.05,1.67
1991-01-17,145.56,333.82,1.28,0.29,20.89,3.79
1991-01-18,145.89,333.9,1.04,0.28,3.2,2.92
1991-01-19,145.32,333.76,0.87,0.23,0.13,1.34
1991-01-20,144.17,333.48,0.86,0.59,0.76,4.51
1991-01-21,143.92,333.42,0.82,0.39,0.19,0.2
1991-01-22,143.76,333.38,0.86,0.44,0.0,2.51
1991-01-23,144.74,333.62,1.13,0.43,5.29,2.39
1991-01-24,144.74,333.62,1.05,0.01,0.29,-0.33
1991-01-25,144.74,333.62,0.93,0.34,0.0,-0.57
1991-01-26,146.3,334.0,0.77,0.57,0.61,3.21
1991-01-27,145.32,333.76,0.76,0.34,2.65,1.38
1991-01-28,144.41,333.54,0.63,0.52,0.08,2.54
1991-01-29,144.41,333.54,0.48,0.08,0.0,0.72
1991-01-30,145.15,333.72,0.43,0.27,0.0,0.85
1991-01-31,145.81,333.88,0.43,0.41,0.0,2.01
1991-02-01,146.3,334.0,0.44,0.22,1.2,0.67
1991-02-02,146.14,333.96,0.82,0.3,1.88,1.44
1991-02-03,146.55,334.06,1.53,0.55,14.56,2.7
1991-02-04,147.14,334.2,1.54,0.49,9.9,0.51
1991-02-05,147.81,334.36,1.54,0.23,0.41,2.78
1991-02-06,148.15,334.44,1.53,0.39,0.0,1.06
1991-02-07,148.48,334.52,1.09,0.4,0.05,0.6
1991-02-08,148.57,334.54,0.79,0.7,0.63,1.8
1991-02-09,148.15,334.44,0.61,0.33,0.35,-0.82
1991-02-10,146.89,334.14,0.51,0.5,0.02,3.81
1991-02-11,146.14,333.96,0.46,0.45,2.35,0.03
1991-02-12,146.22,333.98,0.44,0.22,0.1,-1.83
1991-02-13,147.22,334.22,0.43,0.24,0.0,-2.45
1991-02-14,146.22,333.98,0.43,0.5,0.01,-0.07
1991-02-15,146.14,333.96,0.43,0.51,0.0,-3.43
1991-02-16,147.56,334.3,0.45,0.86,0.12,0.45
1991-02-17,146.8,334.12,0.65,0.56,6.01,6.35
1991-02-18,146.14,333.96,1.0,0.36,3.54,3.11
1991-02-19,146.72,334.1,0.89,0.54,0.12,4.12
1991-02-20,145.97,333.92,1.41,0.73,8.14,5.18
1991-02-21,147.98,334.4,1.47,0.54,3.5,3.11
1991-02-22,147.48,334.28,1.16,0.76,0.24,5.89
1991-02-23,146.64,334.08,1.05,0.48,0.0,4.39
1991-02-24,145.48,333.8,0.95,1.15,0.0,5.7
1991-02-25,145.0,333.7,0.69,0.97,0.0,7.5
1991-02-26,145.0,333.7,0.56,0.97,0.0,5.92
1991-02-27,145.0,333.7,0.61,1.6,0.0,6.21
1991-02-28,145.0,333.7,0.72,0.88,5.22,5.45
1991-03-01,145.32,333.76,1.12,0.78,0.11,4.34
1991-03-02,148.4,334.5,1.53,0.7,21.14,5.05
1991-03-03,148.74,334.58,1.62,0.85,0.84,6.73
1991-03-04,148.74,334.58,1.69,0.83,0.0,6.52
1991-03-05,150.33,334.96,1.72,1.43,0.0,8.78
1991-03-06,149.91,334.86,1.75,1.04,0.24,7.88
1991-03-07,149.91,334.86,1.78,1.0,17.08,7.79
1991-03-08,150.58,335.02,1.8,0.69,3.91,7.72
1991-03-09,151.0,335.12,1.8,0.95,0.23,5.92
1991-03-10,152.01,335.36,1.8,1.01,0.0,5.01
1991-03-11,151.51,335.24,1.59,1.56,0.0,8.84
1991-03-12,152.52,335.48,1.28,1.27,0.0,7.2
1991-03-13,153.1,335.62,1.11,1.4,0.0,8.95
1991-03-14,153.61,335.74,0.92,1.07,0.18,6.5
1991-03-15,154.7,336.0,0.77,1.45,0.0,5.49
1991-03-16,154.96,336.06,0.68,1.94,0.0,6.46
1991-03-17,154.96,336.06,0.91,2.11,0.3,8.1
1991-03-18,154.45,335.94,1.78,1.26,13.41,5.45
1991-03-19,154.87,336.04,1.66,2.25,0.3,6.98
1991-03-20,155.56,336.2,1.26,1.51,0.0,9.76
1991-03-21,156.08,336.32,0.98,2.38,0.0,11.41
1991-03-22,156.08,336.32,0.83,4.1,1.11,10.68
1991-03-23,155.65,336.22,0.87,1.5,0.74,7.13
1991-03-24,154.79,336.02,1.75,0.72,5.99,4.38
