date,outflow,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,303.7,21.0,3.4,,,
1990-01-02,389.419,21.0,0.73,0.29,10.65,8.32
1990-01-03,738.857,21.0,0.49,0.18,11.97,9.55
1990-01-04,801.46,21.0,0.39,0.53,4.93,6.53
1990-01-05,624.851,21.0,0.36,0.22,0.39,6.46
1990-01-06,393.372,21.0,0.33,0.13,0.01,6.61
1990-01-07,311.462,21.0,0.31,0.13,0.0,7.35
1990-01-08,257.95,21.0,0.3,0.08,0.14,7.27
1990-01-09,218.011,21.0,0.29,0.48,0.02,6.6
1990-01-10,201.224,21.0,0.28,0.37,0.0,5.67
1990-01-11,161.918,21.0,0.28,0.27,0.38,5.85
1990-01-12,143.443,21.0,0.27,0.28,0.18,5.24
1990-01-13,130.659,21.0,0.26,0.22,0.15,5.89
1990-01-14,110.473,21.0,0.26,0.23,0.31,6.56
1990-01-15,102.475,21.0,0.25,0.2,0.01,6.21
1990-01-16,99.497,21.0,0.24,0.25,0.16,5.89
1990-01-17,106.71,21.0,0.24,0.43,0.0,6.1
1990-01-18,96.674,21.0,0.23,0.27,0.0,5.76
1990-01-19,91.731,21.0,0.22,0.33,0.0,5.52
1990-01-20,92.359,21.0,0.22,0.38,0.0,4.63
1990-01-21,89.873,21.0,0.22,0.46,0.0,4.65
1990-01-22,87.962,21.0,0.21,0.49,0.0,4.81
1990-01-23,87.436,21.0,0.21,0.63,0.0,5.5
1990-01-24,83.141,21.0,0.21,0.53,0.01,7.54
1990-01-25,81.12,21.0,0.2,0.42,0.0,8.58
1990-01-26,76.739,21.0,0.2,0.5,0.0,9.62
1990-01-27,83.142,21.0,0.21,0.41,1.91,9.02
1990-01-28,129.327,21.0,0.26,0.75,8.63,11.4
1990-01-29,159.944,21.0,0.26,0.5,6.37,5.55
1990-01-30,166.055,21.0,0.27,0.65,2.26,7.72
1990-01-31,134.073,21.0,0.26,0.33,0.07,7.73
1990-02-01,159.166,21.0,0.26,0.53,5.35,7.07
1990-02-02,210.773,21.0,0.26,0.34,0.13,6.61
1990-02-03,213.062,21.0,0.24,0.52,0.0,8.28
1990-02-04,138.133,21.0,0.23,0.72,0.0,7.96
1990-02-05,125.902,21.0,0.23,0.82,0.0,10.68
1990-02-06,115.2,21.0,0.22,0.88,0.01,10.94
1990-02-07,99.885,21.0,0.2,0.71,0.01,11.4
1990-02-08,84.937,21.0,0.19,0.65,0.0,11.03
1990-02-09,82.078,21.0,0.19,0.93,0.0,11.07
1990-02-10,72.501,21.0,0.18,1.09,0.0,10.8
1990-02-11,60.206,21.0,0.17,0.91,0.0,11.18
1990-02-12,60.967,21.0,0.17,0.9,0.0,9.22
1990-02-13,64.835,21.0,0.17,1.38,0.0,10.04
1990-02-14,72.27,21.0,0.17,1.19,0.0,9.05
1990-02-15,48.429,21.0,0.16,1.79,0.0,11.12
1990-02-16,38.407,21.0,0.16,1.72,0.0,9.78
1990-02-17,40.999,21.0,0.16,1.71,0.0,9.89
1990-02-18,39.523,21.0,0.16,1.28,0.0,9.47
1990-02-19,38.434,21.0,0.16,0.97,0.0,9.23
1990-02-20,39.44,21.0,0.16,1.86,0.0,12.6
1990-02-21,39.768,21.0,0.15,1.8,0.0,13.43
1990-02-22,39.399,21.0,0.15,1.4,0.0,12.45
1990-02-23,35.798,21.0,0.15,2.0,0.0,12.27
1990-02-24,39.645,21.0,0.15,2.19,0.0,12.4
1990-02-25,41.264,21.0,0.15,2.47,0.0,12.71
1990-02-26,40.167,21.0,0.15,1.72,0.0,10.83
1990-02-27,53.232,21.0,0.14,1.9,0.0,12.22
1990-02-28,54.964,21.0,0.14,2.13,0.0,12.39
1990-03-01,54.712,21.0,0.14,2.41,0.0,12.4
1990-03-02,46.32,21.0,0.14,1.58,0.0,12.09
1990-03-03,44.761,21.0,0.14,1.15,1.04,10.15
1990-03-04,43.228,21.0,0.14,2.29,2.15,7.59
1990-03-05,45.095,21.0,0.14,2.9,0.43,9.79
1990-03-06,40.174,21.0,0.15,2.1,0.01,9.53
1990-03-07,36.009,21.0,0.14,2.1,0.0,10.81
1990-03-08,34.886,21.0,0.14,1.94,0.24,13.23
1990-03-09,33.793,21.0,0.14,0.94,3.07,9.55
1990-03-10,35.723,21.0,0.15,1.77,0.19,13.51
1990-03-11,20.003,21.0,0.15,2.28,0.12,13.84
1990-03-12,10.885,21.0,0.15,2.33,0.39,14.97
1990-03-13,16.482,21.0,0.14,1.86,0.22,13.23
1990-03-14,13.918,21.0,0.13,1.76,0.0,12.71
1990-03-15,8.117,21.0,0.13,2.62,0.0,12.86
1990-03-16,7.851,21.0,0.13,2.86,0.0,13.81
1990-03-17,7.358,21.0,0.13,3.34,0.0,13.04
1990-03-18,7.196,21.0,0.12,3.15,0.0,12.86
1990-03-19,7.159,21.0,0.12,2.8,0.0,13.59
1990-03-20,5.688,21.0,0.12,2.68,0.0,12.61
1990-03-21,5.6,21.0,0.12,3.08,0.0,13.66
1990-03-22,5.454,21.0,0.12,4.28,0.0,15.91
1990-03-23,6.786,21.0,0.12,4.45,0.0,16.78
1990-03-24,5.994,21.0,0.12,2.03,3.2,13.06
1990-03-25,9.859,21.0,0.12,1.96,2.38,11.07
1990-03-26,12.953,21.0,0.12,3.05,0.06,12.18
1990-03-27,9.372,21.0,0.13,3.53,0.0,10.37
1990-03-28,8.816,21.0,0.12,3.77,0.0,9.15
1990-03-29,7.433,21.0,0.12,3.95,0.0,9.79
1990-03-30,9.304,21.0,0.12,4.12,0.0,11.45
1990-03-31,10.057,21.0,0.12,3.02,0.67,10.79
1990-04-01,28.876,21.0,0.15,2.67,10.57,13.53
1990-04-02,49.413,21.0,0.28,1.71,20.35,10.79
1990-04-03,45.779,21.0,0.29,2.06,2.62,9.27
1990-04-04,45.103,21.0,0.22,2.29,0.1,10.35
1990-04-05,35.078,21.0,0.2,2.33,0.01,12.29
1990-04-06,28.325,21.0,0.22,1.79,9.21,11.52
1990-04-07,42.215,21.0,0.21,1.94,2.33,9.03
1990-04-08,53.986,21.0,0.21,2.67,6.29,11.17
1990-04-09,78.303,21.0,0.23,2.2,9.41,10.12
1990-04-10,69.692,21.0,0.25,2.0,6.92,8.56
1990-04-11,88.144,21.0,0.23,2.71,0.17,7.37
1990-04-12,73.415,21.0,0.2,3.95,0.0,10.6
1990-04-13,57.354,21.0,0.19,4.35,0.0,13.18
1990-04-14,54.315,21.0,0.19,3.29,0.77,13.68
1990-04-15,52.616,21.0,0.18,3.11,0.02,11.83
1990-04-16,38.038,21.0,0.18,5.14,0.0,14.23
1990-04-17,33.526,21.0,0.16,4.5,0.0,13.78
1990-04-18,22.135,21.0,0.15,4.12,0.0,14.44
1990-04-19,18.561,21.0,0.14,4.26,0.0,12.53
1990-04-20,11.928,21.0,0.14,4.8,0.0,13.63
1990-04-21,9.369,21.0,0.13,4.37,0.0,11.09
1990-04-22,8.175,21.0,0.13,3.17,0.13,8.24
1990-04-23,5.79,21.0,0.12,3.45,1.52,9.18
1990-04-24,8.567,21.0,0.12,3.43,0.11,9.95
1990-04-25,9.57,21.0,0.12,3.91,0.5,12.11
1990-04-26,12.592,21.0,0.13,2.73,10.58,11.2
1990-04-27,21.03,21.0,0.18,3.71,0.36,13.93
1990-04-28,24.398,21.0,0.19,4.34,4.42,15.28
1990-04-29,25.801,21.0,0.22,3.39,9.66,14.04
