date,outflow,volume,dis_efas5,e0_emo1,pr_emo1,ta_emo1
1990-01-01,622.339,68.216,3.22,,,
1990-01-02,610.258,71.065,1.04,0.29,3.81,5.52
1990-01-03,549.256,66.751,0.54,0.3,2.43,5.42
1990-01-04,450.172,61.505,0.33,0.14,2.81,4.03
1990-01-05,412.335,65.612,0.26,0.21,0.32,4.96
1990-01-06,336.752,67.012,0.23,0.12,0.01,4.34
1990-01-07,305.5,69.834,0.19,0.21,0.24,5.44
1990-01-08,245.586,70.968,0.18,0.2,0.52,3.74
1990-01-09,354.995,72.659,0.17,0.29,0.01,4.46
1990-01-10,165.584,64.856,0.16,0.21,0.0,4.65
1990-01-11,245.582,68.641,0.15,0.18,0.08,2.41
1990-01-12,94.418,64.62,0.15,0.3,0.0,3.19
1990-01-13,178.661,74.399,0.15,0.29,0.0,4.98
1990-01-14,205.496,74.205,0.14,0.12,0.0,4.14
1990-01-15,181.746,72.047,0.14,0.18,0.11,3.43
1990-01-16,213.09,71.314,0.13,0.25,0.0,3.65
1990-01-17,103.443,66.97,0.13,0.19,0.0,3.47
1990-01-18,99.829,71.452,0.13,0.15,0.01,2.14
1990-01-19,141.917,75.519,0.13,0.1,0.0,1.68
1990-01-20,140.328,75.167,0.12,0.25,0.0,2.46
1990-01-21,131.747,75.263,0.12,0.45,0.0,3.38
1990-01-22,117.83,76.575,0.12,0.35,0.0,2.57
1990-01-23,122.245,79.228,0.12,0.3,0.0,2.64
1990-01-24,182.218,76.977,0.11,0.47,0.0,5.43
1990-01-25,83.792,71.857,0.11,0.32,0.1,6.62
1990-01-26,71.248,75.42,0.11,0.49,0.19,8.88
1990-01-27,157.084,80.044,0.12,0.75,0.46,7.79
1990-01-28,110.831,76.908,0.13,0.71,7.66,7.43
1990-01-29,188.917,78.828,0.15,0.3,3.1,1.89
1990-01-30,103.999,75.036,0.23,0.74,3.0,4.64
1990-01-31,150.581,77.884,0.22,0.49,0.35,6.15
1990-02-01,181.252,78.092,0.22,0.46,6.17,3.84
1990-02-02,196.495,76.152,0.23,0.74,0.2,6.03
1990-02-03,100.418,72.706,0.25,0.44,0.02,7.14
1990-02-04,190.663,77.772,0.2,0.28,0.06,6.51
1990-02-05,163.999,76.988,0.18,0.43,0.0,7.04
1990-02-06,152.166,78.108,0.16,0.62,0.02,8.12
1990-02-07,148.331,78.94,0.15,0.84,0.4,8.82
1990-02-08,202.084,80.188,0.15,0.49,0.01,7.55
1990-02-09,149.247,78.428,0.14,0.43,0.0,8.9
1990-02-10,165.247,78.476,0.14,0.49,0.0,10.19
1990-02-11,184.665,78.732,0.14,0.62,0.0,9.07
1990-02-12,127.328,75.884,0.13,1.37,0.01,7.97
1990-02-13,141.5,77.628,0.13,1.99,0.01,9.46
1990-02-14,138.245,79.356,0.12,1.42,0.0,8.42
1990-02-15,162.83,78.796,0.12,1.4,0.0,8.04
1990-02-16,159.744,76.492,0.12,1.32,0.0,7.77
1990-02-17,140.744,76.172,0.11,1.37,0.0,7.59
1990-02-18,84.164,74.828,0.11,1.06,0.0,9.26
1990-02-19,97.668,77.596,0.11,1.04,0.02,9.52
1990-02-20,111.416,79.1,0.1,0.68,0.03,8.44
1990-02-21,172.501,79.648,0.1,1.12,0.16,11.43
1990-02-22,73.164,74.38,0.1,0.96,0.01,10.92
1990-02-23,126.249,77.66,0.1,1.7,0.0,10.13
1990-02-24,86.332,75.74,0.1,2.24,0.0,11.1
1990-02-25,100.079,77.82,0.09,1.91,0.0,11.63
1990-02-26,93.832,77.484,0.09,1.22,0.0,8.59
1990-02-27,130.161,77.319,0.09,1.23,0.0,9.16
1990-02-28,60.495,73.608,0.09,1.97,0.0,11.23
1990-03-01,4.084,74.508,0.09,2.19,0.0,10.56
1990-03-02,52.67,79.548,0.09,1.15,0.0,9.53
1990-03-03,91.58,81.244,0.09,1.78,0.02,3.29
1990-03-04,77.662,80.556,0.09,2.08,0.11,4.42
1990-03-05,93.911,80.588,0.09,2.07,0.03,3.82
1990-03-06,68.912,79.084,0.09,1.96,0.0,4.99
1990-03-07,48.412,80.044,0.1,2.28,0.0,7.03
1990-03-08,77.249,80.988,0.09,1.99,0.18,10.39
1990-03-09,99.669,81.532,0.08,1.02,0.16,7.61
1990-03-10,74.254,79.724,0.08,2.37,0.0,10.05
1990-03-11,76.835,79.244,0.08,2.17,0.0,11.38
1990-03-12,72.249,79.676,0.09,1.77,4.59,12.61
1990-03-13,43.836,78.844,0.08,1.81,1.56,11.9
1990-03-14,65.42,81.372,0.13,1.89,0.08,11.68
