date,storage,inflow,outflow
2012-10-03,30270243.017,4.112,2.577
2012-10-04,30319558.879,3.155,2.584
2012-10-05,30286330.139,2.199,2.583
2012-10-06,30171867.913,1.242,2.567
2012-10-07,30098086.400,0.285,1.139
2012-10-08,30098086.400,0.000,0.000
2012-10-09,30098086.400,0.150,0.150
2012-10-10,30098086.400,0.300,0.300
2012-10-11,30098086.400,0.976,0.976
2012-10-12,30098086.400,1.651,1.651
2012-10-13,30098086.400,2.327,2.327
2012-10-14,30098086.400,1.306,1.306
2012-10-15,30098086.400,0.285,0.285
2012-10-16,30283094.185,4.411,2.270
2012-10-17,30825799.637,8.537,2.256
2012-10-18,30785270.045,1.799,2.268
2012-10-19,30669903.972,0.899,2.235
2012-10-20,30480433.794,0.000,2.193
2012-10-21,30345691.562,0.585,2.145
2012-10-22,30164162.687,0.000,2.101
2012-10-23,30098086.400,0.585,1.350
2012-10-24,30098086.400,0.000,0.000
2012-10-25,30098086.400,0.585,0.585
2012-10-26,30098086.400,0.735,0.735
2012-10-27,30098086.400,0.885,0.885
2012-10-28,30098086.400,0.685,0.685
2012-10-29,30098086.400,0.485,0.485
2012-10-30,30098086.400,0.285,0.285
2012-10-31,30098086.400,1.470,1.470
2012-11-01,30098086.400,1.370,1.370
2012-11-02,30098086.400,1.271,1.271
2012-11-03,30098086.400,1.171,1.171
2012-11-04,30098086.400,0.600,0.600
2012-11-05,30098086.400,1.470,1.470
2012-11-06,30113143.253,1.760,1.586
2012-11-07,30155511.173,2.051,1.560
2012-11-08,30225187.512,2.341,1.535
2012-11-09,30098086.400,0.000,1.471
2012-11-10,30173855.900,2.356,1.479
2012-11-11,30200112.446,1.767,1.463
2012-11-12,30177054.713,1.178,1.445
2012-11-13,30105037.339,0.589,1.423
2012-11-14,30098086.400,0.000,0.080
2012-11-15,30098086.400,0.000,0.000
2012-11-16,30098086.400,0.000,0.000
2012-11-17,30098086.400,0.585,0.585
2012-11-18,30098086.400,0.443,0.442
2012-11-19,30098086.400,0.300,0.300
2012-11-20,30098086.400,0.285,0.285
2012-11-21,30098086.400,0.300,0.300
2012-11-22,30098086.400,0.885,0.885
2012-11-23,30098086.400,0.885,0.885
2012-11-24,30098086.400,0.885,0.885
2012-11-25,30098086.400,0.593,0.592
2012-11-26,30098086.400,0.300,0.300
2012-11-27,30098086.400,0.000,0.000
2012-11-28,30098086.400,0.285,0.285
2012-11-29,30098086.400,0.292,0.292
2012-11-30,30098086.400,0.300,0.300
2012-12-01,30098086.400,0.000,0.000
2012-12-02,30098086.400,0.000,0.000
2012-12-03,30098086.400,0.585,0.585
2012-12-04,30098086.400,0.593,0.592
2012-12-05,30098086.400,0.600,0.600
2012-12-06,30098086.400,0.000,0.000
2012-12-07,30098086.400,0.285,0.285
2012-12-08,30098086.400,0.300,0.300
2012-12-09,30098086.400,0.450,0.450
2012-12-10,30098086.400,0.600,0.600
2012-12-11,30098086.400,0.450,0.450
2012-12-12,30098086.400,0.300,0.300
2012-12-13,30098086.400,0.150,0.150
2012-12-14,30098086.400,0.000,0.000
2012-12-15,30098086.400,0.300,0.300
2012-12-16,30098086.400,0.300,0.300
2012-12-17,30098086.400,0.443,0.442
2012-12-18,30098086.400,0.585,0.585
2012-12-19,30098086.400,0.435,0.435
2012-12-20,30098086.400,0.285,0.285
2012-12-21,30098086.400,0.435,0.435
2012-12-22,30098086.400,0.585,0.585
2012-12-23,30098086.400,0.000,0.000
2012-12-24,30098086.400,0.000,0.000
2012-12-25,30098086.400,0.000,0.000
2012-12-26,30098086.400,0.600,0.600
2012-12-27,30098086.400,0.450,0.450
2012-12-28,30098086.400,0.300,0.300
2012-12-29,30098086.400,0.150,0.150
2012-12-30,30098086.400,0.000,0.000
2012-12-31,30098086.400,0.600,0.600
2013-01-01,30098086.400,0.000,0.000
2013-01-02,30098086.400,0.000,0.000
2013-01-03,30098086.400,0.000,0.000
2013-01-04,30098086.400,0.300,0.300
2013-01-05,30098086.400,0.150,0.150
2013-01-06,30098086.400,0.000,0.000
2013-01-07,30098086.400,0.000,0.000
2013-01-08,30098086.400,0.150,0.150
2013-01-09,30098086.400,0.300,0.300
2013-01-10,30098086.400,0.593,0.592
2013-01-11,30100509.510,0.885,0.857
2013-01-12,30098086.400,0.600,0.628
2013-01-13,30098086.400,0.450,0.450
2013-01-14,30098086.400,0.300,0.300
2013-01-15,30098086.400,0.300,0.300
2013-01-16,30098086.400,0.000,0.000
2013-01-17,30098086.400,0.300,0.300
2013-01-18,30098086.400,0.300,0.300
2013-01-19,30098086.400,0.300,0.300
2013-01-20,30098086.400,0.300,0.300
2013-01-21,30098086.400,0.300,0.300
2013-01-22,30098086.400,0.443,0.442
2013-01-23,30098086.400,0.585,0.585
2013-01-24,30098086.400,0.292,0.292
2013-01-25,30098086.400,0.000,0.000
2013-01-26,30098086.400,0.000,0.000
2013-01-27,30098086.400,0.000,0.000
2013-01-28,30098086.400,0.150,0.150
2013-01-29,30098086.400,0.300,0.300
2013-01-30,30098086.400,0.300,0.300
2013-01-31,30098086.400,0.300,0.300
2013-02-01,30098086.400,0.000,0.000
2013-02-02,30098086.400,0.300,0.300
2013-02-03,30098086.400,0.600,0.600
2013-02-04,30098086.400,0.300,0.300
2013-02-05,30098086.400,0.000,0.000
2013-02-06,30098086.400,0.000,0.000
2013-02-07,30098086.400,0.300,0.300
2013-02-08,30098086.400,0.600,0.600
2013-02-09,30098086.400,0.000,0.000
2013-02-10,30098086.400,0.585,0.585
2013-02-11,30098086.400,0.000,0.000
2013-02-12,30098086.400,0.142,0.142
2013-02-13,30098086.400,0.285,0.285
2013-02-14,30098086.400,0.000,0.000
2013-02-15,30098086.400,0.000,0.000
2013-02-16,30098086.400,0.600,0.600
2013-02-17,30098086.400,0.300,0.300
2013-02-18,30098086.400,0.600,0.600
2013-02-19,30098086.400,0.525,0.525
2013-02-20,30098086.400,0.450,0.450
2013-02-21,30098086.400,0.375,0.375
2013-02-22,30098086.400,0.300,0.300
2013-02-23,30098086.400,0.450,0.450
2013-02-24,30098086.400,0.600,0.600
2013-02-25,30098086.400,0.450,0.450
2013-02-26,30098086.400,0.300,0.300
2013-02-27,30098086.400,0.300,0.300
2013-02-28,30098086.400,0.150,0.150
2013-03-01,30098086.400,0.000,0.000
2013-03-02,30098086.400,0.600,0.600
2013-03-03,30098086.400,0.300,0.300
2013-03-04,30129218.323,1.199,0.839
2013-03-05,30121471.865,0.750,0.839
2013-03-06,30098086.400,0.300,0.571
2013-03-07,30098086.400,0.300,0.300
2013-03-08,30098086.400,0.300,0.300
2013-03-09,30098086.400,0.300,0.300
2013-03-10,30098086.400,0.150,0.150
2013-03-11,30098086.400,0.000,0.000
2013-03-12,30098086.400,0.000,0.000
2013-03-13,30098086.400,0.000,0.000
2013-03-14,30098086.400,0.000,0.000
2013-03-15,30098086.400,0.300,0.300
2013-03-16,30098086.400,0.585,0.585
2013-03-17,30120554.706,1.213,0.953
2013-03-18,30098086.400,0.607,0.867
2013-03-19,30098086.400,0.000,0.000
2013-03-20,30098086.400,0.614,0.614
2013-03-21,30098086.400,0.457,0.457
2013-03-22,30098086.400,0.300,0.300
2013-03-23,30098086.400,0.314,0.314
2013-03-24,30098086.400,0.000,0.000
2013-03-25,30098086.400,0.000,0.000
2013-03-26,30098086.400,0.000,0.000
2013-03-27,30098086.400,0.000,0.000
2013-03-28,30098086.400,0.000,0.000
2013-03-29,30098086.400,0.000,0.000
2013-03-30,30098086.400,0.000,0.000
